chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match,diff,diff_macro
humanomniexpress-24-v1-1-a-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.746782986111111,0.481846882399369,0.497632202052092,0.866614048934491,0.925414364640884,0.384767166535122,0.427782162588792
humanomniexpressexome-8v1-0_a-b37,MCMC_Experiments,MCMC1,TRUE,0.746729166666667,0.481846882399369,0.497632202052092,0.865430149960537,0.925808997632202,0.383583267561168,0.42817679558011
HumanOmniExpressExome-8-v1-0-B-b37,MCMC_Experiments,MCMC1,TRUE,0.746684027777778,0.481846882399369,0.497632202052092,0.867403314917127,0.92620363062352,0.385556432517759,0.428571428571429
HumanOmniExpressExome-8v1-2_A-b37,MCMC_Experiments,MCMC1,TRUE,0.719494736842105,0.481846882399369,0.497632202052092,0.852801894238358,0.87490134175217,0.37095501183899,0.377269139700079
HumanOmniExpressExome-8-v1-2-B-b37,MCMC_Experiments,MCMC1,TRUE,0.719736842105263,0.481846882399369,0.497632202052092,0.849644830307814,0.871349644830308,0.367797947908445,0.373717442778216
OmniExpressExome-8v1-1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.729,0.494080505130229,0.509865824782952,0.862273086029992,0.88516179952644,0.368192580899763,0.375295974743489
OmniExpressExome-8v1-1_B-b37,MCMC_Experiments,MCMC1,TRUE,0.728892794376098,0.494080505130229,0.509865824782952,0.861483820047356,0.884372533543804,0.367403314917127,0.374506708760852
HumanOmniExpressExome-8-v1-1-C-b37,MCMC_Experiments,MCMC1,TRUE,0.729107205623902,0.494080505130229,0.509865824782952,0.861089187056038,0.884767166535122,0.367008681925809,0.37490134175217
InfiniumOmniExpressExome-8v1-3_A-b37,MCMC_Experiments,MCMC1,TRUE,0.724342706502636,0.402920284135754,0.509865824782952,0.86069455406472,0.88121546961326,0.457774269928966,0.371349644830308
InfiniumOmniExpressExome-8v1-4_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.720301953818828,0.390686661404893,0.406471981057616,0.876874506708761,0.89542225730071,0.486187845303867,0.488950276243094
HumanOmni25Exome-8v1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.850668202764977,0.589187056037885,0.623520126282557,0.940805051302289,0.965272296764009,0.351617995264404,0.341752170481452
HumanOmni2-5Exome-8-v1-1-A-b37,MCMC_Experiments,MCMC1,TRUE,0.843174382716049,0.589187056037885,0.623520126282557,0.947119179163378,0.971586424625099,0.357932123125493,0.348066298342541
InfiniumOmni2.5Exome-8v1-2_A-b37,MCMC_Experiments,MCMC1,TRUE,0.831685534591195,0.471586424625099,0.564719810576164,0.921073401736385,0.950276243093923,0.449486977111287,0.385556432517759
InfiniumOmni2-5Exome-8v1-3_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.847750385208012,0.524467245461721,0.587213891081294,0.943567482241515,0.967640094711918,0.419100236779795,0.380426203630624
HumanOmniZhongHua-8v1_B-b37,MCMC_Experiments,MCMC1,TRUE,0.444636363636364,0.0015785319652723,0.0201262825572218,0.320441988950276,0.329518547750592,0.318863456985004,0.30939226519337
humanomnizhonghua-8v1-1_a-b37,MCMC_Experiments,MCMC1,TRUE,0.384742063492063,0.0015785319652723,0.0201262825572218,0.282951854775059,0.288476716653512,0.281373322809787,0.26835043409629
HumanOmniZhongHua-8v1-2_A-b37,MCMC_Experiments,MCMC1,TRUE,0.35833734939759,0.0015785319652723,0.0201262825572218,0.252170481452249,0.255722178374112,0.250591949486977,0.23559589581689
InfiniumOmniZhongHua-8v1-3_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.340368,0.0015785319652723,0.0201262825572218,0.251381215469613,0.254932912391476,0.249802683504341,0.234806629834254
InfiniumOmniZhongHua-8v1-3_A2-b37,MCMC_Experiments,MCMC1,TRUE,0.340368,0.0015785319652723,0.0201262825572218,0.251381215469613,0.254932912391476,0.249802683504341,0.234806629834254
Human1Mv1_C-b37,MCMC_Experiments,MCMC1,TRUE,0.740015021459227,0.523283346487766,0.705209155485399,0.968034727703236,0.993291239147593,0.44475138121547,0.288082083662194
Human1M-Duov3_B-b37,MCMC_Experiments,MCMC1,TRUE,0.713665938864629,0.388318863456985,0.55130228887135,0.932912391475927,0.957379636937648,0.544593528018942,0.406077348066298
Human1M-Duov3_C-b37,MCMC_Experiments,MCMC1,TRUE,0.713665938864629,0.388318863456985,0.55130228887135,0.932912391475927,0.957379636937648,0.544593528018942,0.406077348066298
human1m-duov3_h-b37,MCMC_Experiments,MCMC1,TRUE,0.7137096069869,0.388318863456985,0.55130228887135,0.931728492501973,0.956195737963694,0.543409629044988,0.404893449092344
HumanOmni1-Quad_v1-0_B-b37,MCMC_Experiments,MCMC1,TRUE,0.382016166281755,0.128650355169692,0.177584846093133,0.453827940015785,0.574585635359116,0.325177584846093,0.397000789265983
HumanOmni1-Quad_v1-0_C-b37,MCMC_Experiments,MCMC1,TRUE,0.382016166281755,0.128650355169692,0.177584846093133,0.453827940015785,0.574585635359116,0.325177584846093,0.397000789265983
HumanOmni1-Quad_v1-0_H-b37,MCMC_Experiments,MCMC1,TRUE,0.381842956120092,0.128650355169692,0.177584846093133,0.452644041041831,0.574191002367798,0.323993685872139,0.396606156274665
humanomni1-quad_v1-0-multi_h-b37,MCMC_Experiments,MCMC1,TRUE,0.381842956120092,0.128650355169692,0.177584846093133,0.452644041041831,0.574191002367798,0.323993685872139,0.396606156274665
HumanOmni1S-8v1_H-b37,MCMC_Experiments,MCMC1,TRUE,0.658758389261745,0.36266771902131,0.417127071823204,0.891081294396212,0.918310970797159,0.528413575374901,0.501183898973954
Human1-2M-DuoCustom_v1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.715182608695652,0.388318863456985,0.55130228887135,0.931333859510655,0.956195737963694,0.54301499605367,0.404893449092344
HumanOmni2.5-4v1_B-b37,MCMC_Experiments,MCMC1,TRUE,0.658890380313199,0.36266771902131,0.417127071823204,0.89147592738753,0.918705603788477,0.528808208366219,0.501578531965272
HumanOmni2.5-4v1_D-b37,MCMC_Experiments,MCMC1,TRUE,0.659058165548098,0.36266771902131,0.417127071823204,0.890292028413575,0.917521704814522,0.527624309392265,0.500394632991318
HumanOmni2.5-4v1_H-b37,MCMC_Experiments,MCMC1,TRUE,0.659058165548098,0.36266771902131,0.417127071823204,0.890292028413575,0.917521704814522,0.527624309392265,0.500394632991318
HumanOmni2.5-8v1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.787129943502825,0.355169692186267,0.38121546961326,0.931333859510655,0.960142067876875,0.576164167324388,0.578926598263615
HumanOmni2-5-8-v1-0-D-b37,MCMC_Experiments,MCMC1,TRUE,0.787516007532957,0.355169692186267,0.38121546961326,0.92817679558011,0.95895816890292,0.573007103393844,0.577742699289661
HumanOmni25-8v1-1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.772908571428571,0.355169692186267,0.38121546961326,0.92817679558011,0.953038674033149,0.573007103393844,0.571823204419889
HumanOmni2-5-8-v1-2-A-b37,MCMC_Experiments,MCMC1,TRUE,0.676856299212598,0.326361483820047,0.364246250986582,0.866614048934491,0.916337805840568,0.540252565114444,0.552091554853986
humanomni25m-8v1-1_b-b37,MCMC_Experiments,MCMC1,TRUE,0.772948571428571,0.355169692186267,0.38121546961326,0.928966061562747,0.953827940015785,0.57379636937648,0.572612470402526
HumanOmni2.5-8v1_C-b37,MCMC_Experiments,MCMC1,TRUE,0.787416195856874,0.355169692186267,0.38121546961326,0.928571428571429,0.959747434885556,0.573401736385162,0.578531965272297
HumanOmni2-5-8-v1-1-C-b37,MCMC_Experiments,MCMC1,TRUE,0.772948571428571,0.355169692186267,0.38121546961326,0.928966061562747,0.953827940015785,0.57379636937648,0.572612470402526
HumanOmni2.5S-8v1_B-b37,MCMC_Experiments,MCMC1,TRUE,0.449543577981651,0.047750591949487,0.112470402525651,0.57379636937648,0.653906866614049,0.526045777426993,0.541436464088398
HumanOmni25-8v1-2_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.677332677165354,0.326361483820047,0.364246250986582,0.865824782951855,0.918310970797159,0.539463299131807,0.554064719810576
InfiniumOmni2-5-8v1-3_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.732717850287908,0.363062352012628,0.436069455406472,0.920678768745067,0.949881610102605,0.557616416732439,0.513812154696133
HumanOmni5-4v1_B-b37,MCMC_Experiments,MCMC1,TRUE,0.805934944237918,0.388713496448303,0.570244672454617,0.938831886345698,0.963299131807419,0.550118389897395,0.393054459352802
humanomni5-4v1_c-b37,MCMC_Experiments,MCMC1,TRUE,0.805907063197026,0.388713496448303,0.570244672454617,0.940410418310971,0.964483030781373,0.551696921862668,0.394238358326756
HumanOmni5-4-v1-0-D-b37,MCMC_Experiments,MCMC1,TRUE,0.805342007434944,0.388713496448303,0.570244672454617,0.941199684293607,0.965666929755328,0.552486187845304,0.39542225730071
HumanOmni5-4v1-1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.741814176245211,0.335043409629045,0.475927387529597,0.891870560378848,0.955406471981058,0.556827150749803,0.47947908445146
InfiniumOmni5-4v1-2_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.783691871455577,0.380820836621942,0.515390686661405,0.928571428571429,0.955801104972376,0.547750591949487,0.440410418310971
HumanOmni5Exome-4v1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.867892053973013,0.623125493291239,0.701262825572218,0.94672454617206,0.967640094711918,0.323599052880821,0.2663772691397
HumanOmni5Exome-4v1-1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.869337858220211,0.635753749013418,0.695343330702447,0.946329913180742,0.966850828729282,0.310576164167324,0.271507498026835
HumanOmni5Exome-4v1-2_A-b37,MCMC_Experiments,MCMC1,TRUE,0.832756965944272,0.558011049723757,0.601026045777427,0.890686661404893,0.957774269928966,0.332675611681137,0.356748224151539
InfiniumOmni5Exome-4v1-3_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.857673312883436,0.554853985793212,0.658642462509866,0.964877663772691,0.987371744277822,0.410023677979479,0.328729281767956
HumanCytoSNP-12v1-0_D-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,MCMC_Experiments,MCMC1,TRUE,0.764650390625,0.207182320441989,0.304262036306235,0.855958958168903,0.925414364640884,0.648776637726914,0.621152328334649
HumanCore-12-v1-0-B-b37,MCMC_Experiments,MCMC1,TRUE,0.764650390625,0.207182320441989,0.304262036306235,0.855958958168903,0.925414364640884,0.648776637726914,0.621152328334649
humancore-24-v1-0-manifest-file-a-b37,MCMC_Experiments,MCMC1,TRUE,0.765349609375,0.207182320441989,0.304262036306235,0.855169692186267,0.925019731649566,0.647987371744278,0.620757695343331
InfiniumCore-24v1-1_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.734291585127202,0.207182320441989,0.304262036306235,0.846487766377269,0.920678768745067,0.63930544593528,0.616416732438832
Immuno_BeadChip_11419691_B-b37,MCMC_Experiments,MCMC1,FALSE,NA,0.000394632991318074,0.000394632991318074,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,MCMC_Experiments,MCMC1,FALSE,NA,0.000394632991318074,0.000394632991318074,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.900090476190476,0.683109707971586,0.805445935280189,0.977111286503552,0.988161010260458,0.294001578531965,0.182715074980268
HumanExome-12v1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.743322862129145,0.494080505130229,0.509865824782952,0.859510655090766,0.919100236779795,0.365430149960537,0.409234411996843
HumanExome-12v1-1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.7294,0.494080505130229,0.509865824782952,0.861878453038674,0.884372533543804,0.367797947908445,0.374506708760852
HumanExome-12v1-2_A-b37,MCMC_Experiments,MCMC1,TRUE,0.719863157894737,0.481846882399369,0.497632202052092,0.85240726124704,0.874112075769534,0.370560378847672,0.376479873717443
InfiniumExome-24v1-1_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.711969858156028,0.390686661404893,0.406471981057616,0.876874506708761,0.896211523283347,0.486187845303867,0.48973954222573
HumanCoreExome-12v1-0_B-b37,MCMC_Experiments,MCMC1,TRUE,0.859170245398773,0.642067876874507,0.701657458563536,0.960142067876875,0.980662983425414,0.318074191002368,0.279005524861878
humancoreexome-12v1-0_c-b37,MCMC_Experiments,MCMC1,TRUE,0.859170245398773,0.642067876874507,0.701657458563536,0.960142067876875,0.980662983425414,0.318074191002368,0.279005524861878
HumanCoreExome-12-v1-0-D-b37,MCMC_Experiments,MCMC1,TRUE,0.859564417177914,0.642067876874507,0.701657458563536,0.960931333859511,0.981057616416732,0.318863456985004,0.279400157853196
humancoreexome-12v1-1_a-b37,MCMC_Experiments,MCMC1,TRUE,0.855019877675841,0.630228887134964,0.689818468823994,0.941594317284925,0.963299131807419,0.311365430149961,0.273480662983425
HumanCoreExome-12v1-1_B-b37,MCMC_Experiments,MCMC1,TRUE,0.855019877675841,0.630228887134964,0.689818468823994,0.941594317284925,0.963299131807419,0.311365430149961,0.273480662983425
HumanCoreExome-12-v1-1-C-b37,MCMC_Experiments,MCMC1,TRUE,0.854934250764526,0.630228887134964,0.689818468823994,0.940805051302289,0.962509865824783,0.310576164167324,0.272691397000789
HumanCoreExome-24v1-0_A-b37,MCMC_Experiments,MCMC1,TRUE,0.845296238244514,0.560378847671665,0.665745856353591,0.890686661404893,0.948303078137332,0.330307813733228,0.282557221783741
InfiniumCoreExome-24v1-1_A-b37,MCMC_Experiments,MCMC1,TRUE,0.847797507788162,0.560378847671665,0.665745856353591,0.904104183109708,0.94869771112865,0.343725335438043,0.282951854775059
InfiniumCoreExome-24v1-2_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.855937212863706,0.539068666140489,0.598658247829519,0.941594317284925,0.962115232833465,0.402525651144436,0.363456985003946
Cardio-Metabo_Chip_11395247_A-b37,MCMC_Experiments,MCMC1,TRUE,0.642200440528634,0.616022099447514,0.814127861089187,0.910023677979479,0.934885556432518,0.294001578531965,0.120757695343331
cardio-metabo_chip_11395247_c-b37,MCMC_Experiments,MCMC1,TRUE,0.642431718061674,0.616022099447514,0.814127861089187,0.910812943962115,0.935674822415154,0.294790844514601,0.121546961325967
CVDSNP55v1_A-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,MCMC_Experiments,MCMC1,TRUE,0.823887459807074,0.551696921862668,0.611286503551697,0.884767166535122,0.946329913180742,0.333070244672455,0.335043409629045
PsychArray-B-b37,MCMC_Experiments,MCMC1,TRUE,0.824054662379421,0.551696921862668,0.611286503551697,0.880820836621942,0.943567482241515,0.329123914759274,0.332280978689819
InfiniumPsychArray-24v1-1_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.826204146730462,0.461325966850829,0.520126282557222,0.872533543804262,0.936858721389108,0.411207576953433,0.416732438831886
InfiniumPsychArray-24v1-2_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.849440677966102,0.539068666140489,0.598658247829519,0.93646408839779,0.958563535911602,0.397395422257301,0.359905288082084
InfiniumPsychArray-24v1-2_A2-b37,MCMC_Experiments,MCMC1,TRUE,0.849440677966102,0.539068666140489,0.598658247829519,0.93646408839779,0.958563535911602,0.397395422257301,0.359905288082084
PsychChip_15048346_B-b37,MCMC_Experiments,MCMC1,TRUE,0.855111620795107,0.630228887134964,0.689818468823994,0.939226519337017,0.961325966850829,0.308997632202052,0.271507498026835
PsychChip_v1-1_15073391_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.864298937784522,0.642067876874507,0.701657458563536,0.960931333859511,0.981057616416732,0.318863456985004,0.279400157853196
GSAMD-24v1-0_20011747_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.634712244897959,0.355169692186267,0.38121546961326,0.859510655090766,0.885951065509077,0.504340962904499,0.504735595895817
GSAMD-24v2-0_20024620_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.958252582159624,0.867403314917127,0.961325966850829,0.99171270718232,0.993685872138911,0.124309392265193,0.0323599052880821
GSA-24v1-0_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.634347648261759,0.355169692186267,0.38121546961326,0.859510655090766,0.88516179952644,0.504340962904499,0.503946329913181
GSA-24v1-0_A2-b37,MCMC_Experiments,MCMC1,TRUE,0.634347648261759,0.355169692186267,0.38121546961326,0.859510655090766,0.88516179952644,0.504340962904499,0.503946329913181
GSA-24v1-0_A6-b37,MCMC_Experiments,MCMC1,TRUE,0.634347648261759,0.355169692186267,0.38121546961326,0.859510655090766,0.88516179952644,0.504340962904499,0.503946329913181
GSA-24v2-0_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.932171428571429,0.794001578531965,0.897790055248619,0.976322020520916,0.988161010260458,0.18232044198895,0.090370955011839
GSCA-24v1-0_20010441_A1-b37,MCMC_Experiments,MCMC1,TRUE,0.634948979591837,0.355169692186267,0.38121546961326,0.858721389108129,0.88318863456985,0.503551696921863,0.50197316495659
OncoArray-500K_B-b37,MCMC_Experiments,MCMC1,TRUE,0.655106,0.576164167324388,0.711523283346488,0.932912391475927,0.964877663772691,0.356748224151539,0.253354380426204
OncoArray-500K-C-b37,MCMC_Experiments,MCMC1,TRUE,0.655106,0.576164167324388,0.711523283346488,0.932912391475927,0.964877663772691,0.356748224151539,0.253354380426204
Consortium-OncoArray_15047405_A-b37,MCMC_Experiments,MCMC1,TRUE,0.662394059405941,0.576164167324388,0.711523283346488,0.934885556432518,0.965272296764009,0.358721389108129,0.253749013417522
NeuroX_15036164_A-b37,MCMC_Experiments,MCMC1,TRUE,0.729375438596491,0.494080505130229,0.509865824782952,0.86266771902131,0.886345698500395,0.368587213891081,0.376479873717443
Mapping250K_Nsp.na32.annot-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,MCMC_Experiments,MCMC1,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,MCMC_Experiments,MCMC1,TRUE,0.764453007518797,0.619573796369376,0.625887924230466,0.961720599842147,0.966061562746646,0.34214680347277,0.34017363851618
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,MCMC_Experiments,MCMC5,TRUE,0.86153,0.980662983425414,0.993685872138911,0.988555643251776,0.999210734017364,0.00789265982636145,0.00552486187845302
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,MCMC_Experiments,MCMC5,TRUE,0.768457627118644,0.527624309392265,0.709550118389897,0.970797158642463,0.997632202052092,0.443172849250197,0.288082083662194
HumanHap550-2v3_B-b37,MCMC_Experiments,MCMC5,TRUE,0.739718884120172,0.523283346487766,0.705209155485399,0.968034727703236,0.993291239147593,0.44475138121547,0.288082083662194
HumanHap550v3_A-b37,MCMC_Experiments,MCMC5,TRUE,0.739864806866953,0.523283346487766,0.705209155485399,0.968034727703236,0.993291239147593,0.44475138121547,0.288082083662194
Human610-Quadv1_B-b37,MCMC_Experiments,MCMC5,TRUE,0.713410480349345,0.388318863456985,0.55130228887135,0.932123125493291,0.957379636937648,0.543804262036306,0.406077348066298
human610-quadv1_h-b37,MCMC_Experiments,MCMC5,TRUE,0.713410480349345,0.388318863456985,0.55130228887135,0.932123125493291,0.957379636937648,0.543804262036306,0.406077348066298
HumanHap650Yv3_A-b37,MCMC_Experiments,MCMC5,TRUE,0.739755364806867,0.523283346487766,0.705209155485399,0.968034727703236,0.993291239147593,0.44475138121547,0.288082083662194
Human660W-Quad_v1_A-b37,MCMC_Experiments,MCMC5,TRUE,0.71425652173913,0.388318863456985,0.55130228887135,0.931728492501973,0.957379636937648,0.543409629044988,0.406077348066298
Human660W-Quad_v1_C-b37,MCMC_Experiments,MCMC5,TRUE,0.71425652173913,0.388318863456985,0.55130228887135,0.931728492501973,0.957379636937648,0.543409629044988,0.406077348066298
human660w-quad_v1_h-b37,MCMC_Experiments,MCMC5,TRUE,0.71425652173913,0.388318863456985,0.55130228887135,0.931728492501973,0.957379636937648,0.543409629044988,0.406077348066298
Human670-QuadCustom_v1_A-b37,MCMC_Experiments,MCMC5,TRUE,0.71425652173913,0.388318863456985,0.55130228887135,0.931728492501973,0.957379636937648,0.543409629044988,0.406077348066298
HumanOmniExpress-12v1_A-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,MCMC_Experiments,MCMC5,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,MCMC_Experiments,MCMC5,TRUE,0.746470486111111,0.481846882399369,0.497632202052092,0.858326756116811,0.92620363062352,0.376479873717443,0.428571428571429
humanomniexpressexome-8v1-0_a-b37,MCMC_Experiments,MCMC5,TRUE,0.746423611111111,0.481846882399369,0.497632202052092,0.86069455406472,0.92620363062352,0.378847671665351,0.428571428571429
HumanOmniExpressExome-8-v1-0-B-b37,MCMC_Experiments,MCMC5,TRUE,0.746310763888889,0.481846882399369,0.497632202052092,0.859905288082084,0.926598263614838,0.378058405682715,0.428966061562747
