chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match,diff,diff_macro
HumanOmniExpressExome-8v1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.783776041666667,0.481846882399369,0.497632202052092,0.883977900552486,0.9344909234412,0.402131018153118,0.436858721389108
humanomniexpressexome-8v1-0_a-b37,kHAP_Experiments,kHAP100,TRUE,0.783637152777778,0.481846882399369,0.497632202052092,0.879636937647987,0.935674822415154,0.397790055248619,0.438042620363062
HumanOmniExpressExome-8-v1-0-B-b37,kHAP_Experiments,kHAP100,TRUE,0.783637152777778,0.481846882399369,0.497632202052092,0.879636937647987,0.935674822415154,0.397790055248619,0.438042620363062
HumanOmniExpressExome-8v1-2_A-b37,kHAP_Experiments,kHAP100,TRUE,0.752968421052632,0.481846882399369,0.497632202052092,0.861878453038674,0.882399368587214,0.380031570639305,0.384767166535122
HumanOmniExpressExome-8-v1-2-B-b37,kHAP_Experiments,kHAP100,TRUE,0.752582456140351,0.481846882399369,0.497632202052092,0.857142857142857,0.877269139700079,0.375295974743489,0.379636937647987
OmniExpressExome-8v1-1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.763474516695958,0.494080505130229,0.509865824782952,0.871349644830308,0.900157853196527,0.377269139700079,0.390292028413575
OmniExpressExome-8v1-1_B-b37,kHAP_Experiments,kHAP100,TRUE,0.763474516695958,0.494080505130229,0.509865824782952,0.871349644830308,0.900157853196527,0.377269139700079,0.390292028413575
HumanOmniExpressExome-8-v1-1-C-b37,kHAP_Experiments,kHAP100,TRUE,0.76388927943761,0.494080505130229,0.509865824782952,0.872533543804262,0.900552486187845,0.378453038674033,0.390686661404893
InfiniumOmniExpressExome-8v1-3_A-b37,kHAP_Experiments,kHAP100,TRUE,0.756029876977153,0.402920284135754,0.509865824782952,0.867008681925809,0.892659826361484,0.464088397790055,0.382794001578532
InfiniumOmniExpressExome-8v1-4_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.751301953818828,0.390686661404893,0.406471981057616,0.878847671665351,0.898973954222573,0.488161010260458,0.492501973164957
HumanOmni25Exome-8v1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.880852534562212,0.589187056037885,0.623520126282557,0.940015785319653,0.966061562746646,0.350828729281768,0.342541436464088
HumanOmni2-5Exome-8-v1-1-A-b37,kHAP_Experiments,kHAP100,TRUE,0.873853395061728,0.589187056037885,0.623520126282557,0.943567482241515,0.967640094711918,0.354380426203631,0.344119968429361
InfiniumOmni2.5Exome-8v1-2_A-b37,kHAP_Experiments,kHAP100,TRUE,0.859004716981132,0.471586424625099,0.564719810576164,0.923046566692976,0.952249408050513,0.451460142067877,0.387529597474349
InfiniumOmni2-5Exome-8v1-3_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.877744221879815,0.524467245461721,0.587213891081294,0.949881610102605,0.973954222573007,0.425414364640884,0.386740331491713
HumanOmniZhongHua-8v1_B-b37,kHAP_Experiments,kHAP100,TRUE,0.462586956521739,0.0015785319652723,0.0201262825572218,0.329518547750592,0.347671665351223,0.32794001578532,0.327545382794002
humanomnizhonghua-8v1-1_a-b37,kHAP_Experiments,kHAP100,TRUE,0.398845238095238,0.0015785319652723,0.0201262825572218,0.298737174427782,0.305445935280189,0.29715864246251,0.285319652722968
HumanOmniZhongHua-8v1-2_A-b37,kHAP_Experiments,kHAP100,TRUE,0.368979919678715,0.0015785319652723,0.0201262825572218,0.275848460931334,0.281373322809787,0.274269928966062,0.261247040252565
InfiniumOmniZhongHua-8v1-3_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.350984,0.0015785319652723,0.0201262825572218,0.265193370165746,0.269139700078927,0.263614838200474,0.249013417521705
InfiniumOmniZhongHua-8v1-3_A2-b37,kHAP_Experiments,kHAP100,TRUE,0.350984,0.0015785319652723,0.0201262825572218,0.265193370165746,0.269139700078927,0.263614838200474,0.249013417521705
Human1Mv1_C-b37,kHAP_Experiments,kHAP100,TRUE,0.78055364806867,0.523283346487766,0.705209155485399,0.96921862667719,0.993291239147593,0.445935280189424,0.288082083662194
Human1M-Duov3_B-b37,kHAP_Experiments,kHAP100,TRUE,0.75343231441048,0.388318863456985,0.55130228887135,0.934096290449882,0.958563535911602,0.545777426992897,0.407261247040253
Human1M-Duov3_C-b37,kHAP_Experiments,kHAP100,TRUE,0.753305676855895,0.388318863456985,0.55130228887135,0.932912391475927,0.956590370955012,0.544593528018942,0.405288082083662
human1m-duov3_h-b37,kHAP_Experiments,kHAP100,TRUE,0.75324672489083,0.388318863456985,0.55130228887135,0.935280189423836,0.959352801894238,0.546961325966851,0.408050513022889
HumanOmni1-Quad_v1-0_B-b37,kHAP_Experiments,kHAP100,TRUE,0.389949191685912,0.128650355169692,0.177584846093133,0.473559589581689,0.568666140489345,0.344909234411997,0.391081294396212
HumanOmni1-Quad_v1-0_C-b37,kHAP_Experiments,kHAP100,TRUE,0.389949191685912,0.128650355169692,0.177584846093133,0.473559589581689,0.568666140489345,0.344909234411997,0.391081294396212
HumanOmni1-Quad_v1-0_H-b37,kHAP_Experiments,kHAP100,TRUE,0.390360277136259,0.128650355169692,0.177584846093133,0.474743488555643,0.572612470402526,0.346093133385951,0.395027624309392
humanomni1-quad_v1-0-multi_h-b37,kHAP_Experiments,kHAP100,TRUE,0.389949191685912,0.128650355169692,0.177584846093133,0.473559589581689,0.568666140489345,0.344909234411997,0.391081294396212
HumanOmni1S-8v1_H-b37,kHAP_Experiments,kHAP100,TRUE,0.699196868008949,0.36266771902131,0.417127071823204,0.895816890292028,0.923046566692976,0.533149171270718,0.505919494869771
Human1-2M-DuoCustom_v1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.754182608695652,0.388318863456985,0.55130228887135,0.936069455406472,0.960142067876875,0.547750591949487,0.408839779005525
HumanOmni2.5-4v1_B-b37,kHAP_Experiments,kHAP100,TRUE,0.699563758389262,0.36266771902131,0.417127071823204,0.894238358326756,0.922257300710339,0.531570639305446,0.505130228887135
HumanOmni2.5-4v1_D-b37,kHAP_Experiments,kHAP100,TRUE,0.699196868008949,0.36266771902131,0.417127071823204,0.895816890292028,0.923046566692976,0.533149171270718,0.505919494869771
HumanOmni2.5-4v1_H-b37,kHAP_Experiments,kHAP100,TRUE,0.699527964205817,0.36266771902131,0.417127071823204,0.893843725335438,0.921862667719021,0.531176006314128,0.504735595895817
HumanOmni2.5-8v1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.828256120527307,0.355169692186267,0.38121546961326,0.938042620363062,0.962115232833465,0.582872928176796,0.580899763220205
HumanOmni2-5-8-v1-0-D-b37,kHAP_Experiments,kHAP100,TRUE,0.829227871939736,0.355169692186267,0.38121546961326,0.93843725335438,0.962509865824783,0.583267561168114,0.581294396211523
HumanOmni25-8v1-1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.813129523809524,0.355169692186267,0.38121546961326,0.936858721389108,0.95895816890292,0.581689029202841,0.577742699289661
HumanOmni2-5-8-v1-2-A-b37,kHAP_Experiments,kHAP100,TRUE,0.711295275590551,0.326361483820047,0.364246250986582,0.87095501183899,0.918310970797159,0.544593528018942,0.554064719810576
humanomni25m-8v1-1_b-b37,kHAP_Experiments,kHAP100,TRUE,0.812792380952381,0.355169692186267,0.38121546961326,0.935674822415154,0.957774269928966,0.580505130228887,0.576558800315706
HumanOmni2.5-8v1_C-b37,kHAP_Experiments,kHAP100,TRUE,0.829227871939736,0.355169692186267,0.38121546961326,0.93843725335438,0.962509865824783,0.583267561168114,0.581294396211523
HumanOmni2-5-8-v1-1-C-b37,kHAP_Experiments,kHAP100,TRUE,0.812927619047619,0.355169692186267,0.38121546961326,0.936069455406472,0.95895816890292,0.580899763220205,0.577742699289661
HumanOmni2.5S-8v1_B-b37,kHAP_Experiments,kHAP100,TRUE,0.46204128440367,0.047750591949487,0.112470402525651,0.584451460142068,0.662194159431729,0.536700868192581,0.549723756906077
HumanOmni25-8v1-2_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.711061023622047,0.326361483820047,0.364246250986582,0.869376479873717,0.921073401736385,0.54301499605367,0.556827150749803
InfiniumOmni2-5-8v1-3_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.772652591170825,0.363062352012628,0.436069455406472,0.935280189423836,0.964088397790055,0.572217837411208,0.528018942383583
HumanOmni5-4v1_B-b37,kHAP_Experiments,kHAP100,TRUE,0.841115241635688,0.388713496448303,0.570244672454617,0.943962115232833,0.966061562746646,0.55524861878453,0.395816890292028
humanomni5-4v1_c-b37,kHAP_Experiments,kHAP100,TRUE,0.84142936802974,0.388713496448303,0.570244672454617,0.943962115232833,0.966456195737964,0.55524861878453,0.396211523283347
HumanOmni5-4-v1-0-D-b37,kHAP_Experiments,kHAP100,TRUE,0.84142936802974,0.388713496448303,0.570244672454617,0.943962115232833,0.966456195737964,0.55524861878453,0.396211523283347
HumanOmni5-4v1-1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.776044061302682,0.335043409629045,0.475927387529597,0.886740331491713,0.953827940015785,0.551696921862668,0.477900552486188
InfiniumOmni5-4v1-2_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.819926275992439,0.380820836621942,0.515390686661405,0.930149960536701,0.959747434885556,0.549329123914759,0.444356748224152
HumanOmni5Exome-4v1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.894050974512744,0.623125493291239,0.701262825572218,0.948303078137332,0.96921862667719,0.325177584846093,0.267955801104972
HumanOmni5Exome-4v1-1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.895351432880845,0.635753749013418,0.695343330702447,0.947908445146014,0.968429360694554,0.312154696132597,0.273086029992107
HumanOmni5Exome-4v1-2_A-b37,kHAP_Experiments,kHAP100,TRUE,0.862318885448916,0.558011049723757,0.601026045777427,0.913180741910024,0.95698500394633,0.355169692186267,0.355958958168903
InfiniumOmni5Exome-4v1-3_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.88729754601227,0.554853985793212,0.658642462509866,0.963693764798737,0.988950276243094,0.408839779005525,0.330307813733228
HumanCytoSNP-12v1-0_D-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,kHAP_Experiments,kHAP100,TRUE,0.8006484375,0.207182320441989,0.304262036306235,0.865430149960537,0.933701657458563,0.658247829518548,0.629439621152328
HumanCore-12-v1-0-B-b37,kHAP_Experiments,kHAP100,TRUE,0.8009140625,0.207182320441989,0.304262036306235,0.865430149960537,0.932912391475927,0.658247829518548,0.628650355169692
humancore-24-v1-0-manifest-file-a-b37,kHAP_Experiments,kHAP100,TRUE,0.801333984375,0.207182320441989,0.304262036306235,0.861483820047356,0.931333859510655,0.654301499605367,0.62707182320442
InfiniumCore-24v1-1_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.777111545988258,0.207182320441989,0.304262036306235,0.857932123125493,0.927782162588792,0.650749802683504,0.623520126282557
Immuno_BeadChip_11419691_B-b37,kHAP_Experiments,kHAP100,FALSE,NA,0.000394632991318074,0.000394632991318074,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,kHAP_Experiments,kHAP100,FALSE,NA,0.000394632991318074,0.000394632991318074,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.918675,0.683109707971586,0.805445935280189,0.97947908445146,0.990923441199684,0.296369376479874,0.185477505919495
HumanExome-12v1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.778776614310646,0.494080505130229,0.509865824782952,0.873717442778216,0.929360694554065,0.379636937647987,0.419494869771113
HumanExome-12v1-1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.763631578947368,0.494080505130229,0.509865824782952,0.870560378847672,0.900157853196527,0.376479873717443,0.390292028413575
HumanExome-12v1-2_A-b37,kHAP_Experiments,kHAP100,TRUE,0.752480701754386,0.481846882399369,0.497632202052092,0.86069455406472,0.88121546961326,0.378847671665351,0.383583267561168
InfiniumExome-24v1-1_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.741492907801418,0.390686661404893,0.406471981057616,0.876479873717443,0.896606156274665,0.485793212312549,0.490134175217048
HumanCoreExome-12v1-0_B-b37,kHAP_Experiments,kHAP100,TRUE,0.889855828220859,0.642067876874507,0.701657458563536,0.964088397790055,0.984609313338595,0.322020520915549,0.282951854775059
humancoreexome-12v1-0_c-b37,kHAP_Experiments,kHAP100,TRUE,0.889855828220859,0.642067876874507,0.701657458563536,0.964088397790055,0.984609313338595,0.322020520915549,0.282951854775059
HumanCoreExome-12-v1-0-D-b37,kHAP_Experiments,kHAP100,TRUE,0.889855828220859,0.642067876874507,0.701657458563536,0.964088397790055,0.984609313338595,0.322020520915549,0.282951854775059
humancoreexome-12v1-1_a-b37,kHAP_Experiments,kHAP100,TRUE,0.882573394495413,0.630228887134964,0.689818468823994,0.941594317284925,0.962904498816101,0.311365430149961,0.273086029992107
HumanCoreExome-12v1-1_B-b37,kHAP_Experiments,kHAP100,TRUE,0.882573394495413,0.630228887134964,0.689818468823994,0.941594317284925,0.962904498816101,0.311365430149961,0.273086029992107
HumanCoreExome-12-v1-1-C-b37,kHAP_Experiments,kHAP100,TRUE,0.882351681957186,0.630228887134964,0.689818468823994,0.942383583267561,0.963693764798737,0.312154696132597,0.273875295974743
HumanCoreExome-24v1-0_A-b37,kHAP_Experiments,kHAP100,TRUE,0.874534482758621,0.560378847671665,0.665745856353591,0.917521704814522,0.951854775059195,0.357142857142857,0.286108918705604
InfiniumCoreExome-24v1-1_A-b37,kHAP_Experiments,kHAP100,TRUE,0.875809968847352,0.560378847671665,0.665745856353591,0.91594317284925,0.950670876085241,0.355564325177585,0.28492501973165
InfiniumCoreExome-24v1-2_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.884010719754977,0.539068666140489,0.598658247829519,0.943172849250197,0.964483030781373,0.404104183109708,0.365824782951855
Cardio-Metabo_Chip_11395247_A-b37,kHAP_Experiments,kHAP100,TRUE,0.684400881057269,0.616022099447514,0.814127861089187,0.908050513022889,0.934885556432518,0.292028413575375,0.120757695343331
cardio-metabo_chip_11395247_c-b37,kHAP_Experiments,kHAP100,TRUE,0.684400881057269,0.616022099447514,0.814127861089187,0.908050513022889,0.934885556432518,0.292028413575375,0.120757695343331
CVDSNP55v1_A-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,kHAP_Experiments,kHAP100,TRUE,0.852086816720257,0.551696921862668,0.611286503551697,0.90370955011839,0.943172849250197,0.352012628255722,0.3318863456985
PsychArray-B-b37,kHAP_Experiments,kHAP100,TRUE,0.851847266881029,0.551696921862668,0.611286503551697,0.908445146014207,0.945935280189424,0.356748224151539,0.334648776637727
InfiniumPsychArray-24v1-1_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.855979266347687,0.461325966850829,0.520126282557222,0.900947119179163,0.943962115232833,0.439621152328335,0.423835832675612
InfiniumPsychArray-24v1-2_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.878872110939908,0.539068666140489,0.598658247829519,0.93843725335438,0.960536700868193,0.399368587213891,0.361878453038674
InfiniumPsychArray-24v1-2_A2-b37,kHAP_Experiments,kHAP100,TRUE,0.878126348228043,0.539068666140489,0.598658247829519,0.937647987371744,0.959747434885556,0.398579321231255,0.361089187056038
PsychChip_15048346_B-b37,kHAP_Experiments,kHAP100,TRUE,0.882345565749236,0.630228887134964,0.689818468823994,0.941988950276243,0.963299131807419,0.311760063141279,0.273480662983425
PsychChip_v1-1_15073391_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.89451593323217,0.642067876874507,0.701657458563536,0.964088397790055,0.984609313338595,0.322020520915549,0.282951854775059
GSAMD-24v1-0_20011747_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.665489795918367,0.355169692186267,0.38121546961326,0.865430149960537,0.898973954222573,0.51026045777427,0.517758484609313
GSAMD-24v2-0_20024620_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.966861971830986,0.867403314917127,0.961325966850829,0.991318074191002,0.993291239147593,0.123914759273875,0.031965272296764
GSA-24v1-0_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.66480572597137,0.355169692186267,0.38121546961326,0.865430149960537,0.898973954222573,0.51026045777427,0.517758484609313
GSA-24v1-0_A2-b37,kHAP_Experiments,kHAP100,TRUE,0.664507157464213,0.355169692186267,0.38121546961326,0.866614048934491,0.898973954222573,0.511444356748224,0.517758484609313
GSA-24v1-0_A6-b37,kHAP_Experiments,kHAP100,TRUE,0.663462167689162,0.355169692186267,0.38121546961326,0.867008681925809,0.898973954222573,0.511838989739542,0.517758484609313
GSA-24v2-0_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.946255102040816,0.794001578531965,0.897790055248619,0.975927387529598,0.98776637726914,0.181925808997632,0.089976322020521
GSCA-24v1-0_20010441_A1-b37,kHAP_Experiments,kHAP100,TRUE,0.664148979591837,0.355169692186267,0.38121546961326,0.867008681925809,0.898973954222573,0.511838989739542,0.517758484609313
OncoArray-500K_B-b37,kHAP_Experiments,kHAP100,TRUE,0.682846,0.576164167324388,0.711523283346488,0.933307024467245,0.962509865824783,0.357142857142857,0.250986582478295
OncoArray-500K-C-b37,kHAP_Experiments,kHAP100,TRUE,0.683538,0.576164167324388,0.711523283346488,0.935280189423836,0.965272296764009,0.359116022099447,0.253749013417522
Consortium-OncoArray_15047405_A-b37,kHAP_Experiments,kHAP100,TRUE,0.6896,0.576164167324388,0.711523283346488,0.938042620363062,0.965666929755328,0.361878453038674,0.25414364640884
NeuroX_15036164_A-b37,kHAP_Experiments,kHAP100,TRUE,0.763329824561404,0.494080505130229,0.509865824782952,0.874506708760852,0.9017363851618,0.380426203630624,0.391870560378848
Mapping250K_Nsp.na32.annot-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,kHAP_Experiments,kHAP100,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,kHAP_Experiments,kHAP100,TRUE,0.809757518796992,0.619573796369376,0.625887924230466,0.963693764798737,0.966061562746646,0.344119968429361,0.34017363851618
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,kHAP_Experiments,kHAP250,TRUE,0.878274,0.980662983425414,0.993685872138911,0.988555643251776,0.999210734017364,0.00789265982636145,0.00552486187845302
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,kHAP_Experiments,kHAP250,TRUE,0.788930084745763,0.527624309392265,0.709550118389897,0.972770323599053,0.997237569060773,0.445146014206788,0.287687450670876
HumanHap550-2v3_B-b37,kHAP_Experiments,kHAP250,TRUE,0.761332618025751,0.523283346487766,0.705209155485399,0.968823993685872,0.993685872138911,0.445540647198106,0.288476716653512
HumanHap550v3_A-b37,kHAP_Experiments,kHAP250,TRUE,0.761401287553648,0.523283346487766,0.705209155485399,0.969613259668508,0.993291239147593,0.446329913180742,0.288082083662194
Human610-Quadv1_B-b37,kHAP_Experiments,kHAP250,TRUE,0.734703056768559,0.388318863456985,0.55130228887135,0.933701657458563,0.958168902920284,0.545382794001579,0.406866614048934
human610-quadv1_h-b37,kHAP_Experiments,kHAP250,TRUE,0.734589519650655,0.388318863456985,0.55130228887135,0.933701657458563,0.957774269928966,0.545382794001579,0.406471981057616
HumanHap650Yv3_A-b37,kHAP_Experiments,kHAP250,TRUE,0.762152360515021,0.523283346487766,0.705209155485399,0.96921862667719,0.993685872138911,0.445935280189424,0.288476716653512
Human660W-Quad_v1_A-b37,kHAP_Experiments,kHAP250,TRUE,0.735639130434783,0.388318863456985,0.55130228887135,0.9344909234412,0.958563535911602,0.546172059984215,0.407261247040253
Human660W-Quad_v1_C-b37,kHAP_Experiments,kHAP250,TRUE,0.735639130434783,0.388318863456985,0.55130228887135,0.9344909234412,0.958563535911602,0.546172059984215,0.407261247040253
human660w-quad_v1_h-b37,kHAP_Experiments,kHAP250,TRUE,0.73540652173913,0.388318863456985,0.55130228887135,0.932912391475927,0.957774269928966,0.544593528018942,0.406471981057616
Human670-QuadCustom_v1_A-b37,kHAP_Experiments,kHAP250,TRUE,0.735354347826087,0.388318863456985,0.55130228887135,0.932912391475927,0.957379636937648,0.544593528018942,0.406077348066298
HumanOmniExpress-12v1_A-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,kHAP_Experiments,kHAP250,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,kHAP_Experiments,kHAP250,TRUE,0.7664375,0.481846882399369,0.497632202052092,0.878453038674033,0.9344909234412,0.396606156274665,0.436858721389108
humanomniexpressexome-8v1-0_a-b37,kHAP_Experiments,kHAP250,TRUE,0.7664375,0.481846882399369,0.497632202052092,0.878453038674033,0.9344909234412,0.396606156274665,0.436858721389108
HumanOmniExpressExome-8-v1-0-B-b37,kHAP_Experiments,kHAP250,TRUE,0.766149305555556,0.481846882399369,0.497632202052092,0.88318863456985,0.9344909234412,0.401341752170482,0.436858721389108
