"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"49","HG00150","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"50","HG00151","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"51","HG00154","I","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"52","HG00155","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"53","HG00157","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"54","HG00158","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"55","HG00159","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"56","HG00160","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"57","HG00171","V","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"58","HG00173","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"59","HG00174","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"60","HG00176","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"61","HG00177","K1","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"62","HG00178","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"63","HG00179","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"64","HG00180","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"65","HG00181","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"66","HG00182","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"67","HG00183","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"68","HG00185","K1","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"69","HG00186","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"70","HG00187","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"71","HG00188","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"72","HG00189","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"73","HG00190","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"74","HG00231","W","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"75","HG00232","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"76","HG00233","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"77","HG00234","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"78","HG00235","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"79","HG00236","K","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"80","HG00237","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"81","HG00238","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"82","HG00239","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"83","HG00240","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"84","HG00242","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"85","HG00243","K","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"86","HG00244","X2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"87","HG00245","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"88","HG00246","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"89","HG00250","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"90","HG00251","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"91","HG00252","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"92","HG00253","I","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"93","HG00254","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"94","HG00255","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"95","HG00256","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"96","HG00257","JT","humanomnizhonghua-8v1-1_a-b37","JT","JT",TRUE,TRUE
"97","HG00258","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"98","HG00259","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"99","HG00260","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"100","HG00261","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"101","HG00262","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"102","HG00263","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"103","HG00264","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"104","HG00265","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"105","HG00266","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"106","HG00267","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"107","HG00268","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"108","HG00269","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"109","HG00271","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"110","HG00272","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"111","HG00273","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"112","HG00274","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"113","HG00275","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"114","HG00276","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"115","HG00277","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"116","HG00278","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"117","HG00280","X2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"118","HG00281","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"119","HG00282","V","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"120","HG00284","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"121","HG00285","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"122","HG00288","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"123","HG00290","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"124","HG00304","H2a","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"125","HG00306","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"126","HG00308","W","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"127","HG00309","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"128","HG00310","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"129","HG00311","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"130","HG00313","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"131","HG00315","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"132","HG00318","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"133","HG00319","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"134","HG00320","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"135","HG00321","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"136","HG00323","V","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"137","HG00324","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"138","HG00325","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"139","HG00326","K1","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"140","HG00327","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"141","HG00328","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"142","HG00329","I","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"143","HG00330","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"144","HG00331","K1","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"145","HG00332","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"146","HG00334","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"147","HG00335","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"148","HG00336","W","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"149","HG00337","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"150","HG00338","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"151","HG00339","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"152","HG00341","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"153","HG00342","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"154","HG00343","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"155","HG00344","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"156","HG00345","V","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"157","HG00346","K1","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"158","HG00349","K1","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"159","HG00350","HV","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"160","HG00351","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"161","HG00353","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"162","HG00355","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"163","HG00356","T","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"164","HG00357","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"165","HG00358","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"166","HG00360","H2a","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"167","HG00361","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"168","HG00362","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"169","HG00364","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"170","HG00365","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"171","HG00366","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"172","HG00367","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"173","HG00368","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"174","HG00369","I","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"175","HG00371","X2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"176","HG00372","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"177","HG00373","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"178","HG00375","J","humanomnizhonghua-8v1-1_a-b37","JT","JT",FALSE,FALSE
"179","HG00376","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"180","HG00378","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"181","HG00379","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"182","HG00380","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"183","HG00381","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"184","HG00382","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"185","HG00383","H","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"186","HG00384","U","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"187","HG00403","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"188","HG00404","B5","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"189","HG00406","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"190","HG00407","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"191","HG00409","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"192","HG00410","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"193","HG00419","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"194","HG00421","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"195","HG00422","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"196","HG00428","C","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"197","HG00436","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"198","HG00437","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"199","HG00442","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"200","HG00443","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"201","HG00445","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"202","HG00446","B4b'd'e","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"203","HG00448","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"204","HG00449","L3","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"205","HG00451","A","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"206","HG00452","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"207","HG00457","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"208","HG00458","B5","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"209","HG00463","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"210","HG00464","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"211","HG00472","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"212","HG00473","D","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"213","HG00475","D","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"214","HG00476","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"215","HG00478","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"216","HG00479","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"217","HG00500","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"218","HG00501","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"219","HG00513","L3","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"220","HG00524","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"221","HG00525","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"222","HG00530","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"223","HG00531","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"224","HG00533","B4b'd'e","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"225","HG00534","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"226","HG00536","L3","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"227","HG00537","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"228","HG00542","B5","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"229","HG00543","B5","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"230","HG00551","A2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"231","HG00553","A2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"232","HG00554","L1b","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"233","HG00556","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"234","HG00557","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"235","HG00559","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"236","HG00560","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"237","HG00565","A","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"238","HG00566","A","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"239","HG00580","D","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"240","HG00581","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"241","HG00583","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"242","HG00584","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"243","HG00589","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"244","HG00590","C","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"245","HG00592","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"246","HG00593","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"247","HG00595","D","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"248","HG00596","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"249","HG00598","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"250","HG00599","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"251","HG00607","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"252","HG00608","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"253","HG00610","B5","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"254","HG00611","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"255","HG00613","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"256","HG00614","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"257","HG00619","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"258","HG00620","N","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"259","HG00622","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"260","HG00623","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"261","HG00625","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"262","HG00626","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"263","HG00628","D","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"264","HG00629","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"265","HG00631","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"266","HG00632","R","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"267","HG00634","A","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"268","HG00635","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"269","HG00637","A2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"270","HG00638","A2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"271","HG00640","B2","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"272","HG00641","C","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"273","HG00650","M","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
"274","HG00651","D4","humanomnizhonghua-8v1-1_a-b37","unclassified","unclassified",FALSE,FALSE
