"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"69","HG00186","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"70","HG00187","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"71","HG00188","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"72","HG00189","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"73","HG00190","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"74","HG00231","W","HumanOmniExpressExome-8-v1-0-B-b37","N","W",FALSE,TRUE
"75","HG00232","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"76","HG00233","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"77","HG00234","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T1",TRUE,FALSE
"78","HG00235","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"79","HG00236","K","HumanOmniExpressExome-8-v1-0-B-b37","U","K",FALSE,TRUE
"80","HG00237","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"81","HG00238","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"82","HG00239","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"83","HG00240","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"84","HG00242","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"85","HG00243","K","HumanOmniExpressExome-8-v1-0-B-b37","U","K",FALSE,TRUE
"86","HG00244","X2","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"87","HG00245","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"88","HG00246","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T1",TRUE,FALSE
"89","HG00250","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"90","HG00251","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"91","HG00252","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"92","HG00253","I","HumanOmniExpressExome-8-v1-0-B-b37","L3","I",FALSE,TRUE
"93","HG00254","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"94","HG00255","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"95","HG00256","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"96","HG00257","JT","HumanOmniExpressExome-8-v1-0-B-b37","JT","JT",TRUE,TRUE
"97","HG00258","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"98","HG00259","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T",TRUE,TRUE
"99","HG00260","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"100","HG00261","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"101","HG00262","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T1",TRUE,FALSE
"102","HG00263","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"103","HG00264","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"104","HG00265","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T1",TRUE,FALSE
"105","HG00266","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"106","HG00267","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"107","HG00268","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"108","HG00269","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"109","HG00271","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"110","HG00272","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"111","HG00273","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"112","HG00274","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"113","HG00275","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"114","HG00276","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"115","HG00277","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"116","HG00278","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"117","HG00280","X2","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"118","HG00281","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"119","HG00282","V","HumanOmniExpressExome-8-v1-0-B-b37","N","V",FALSE,TRUE
"120","HG00284","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"121","HG00285","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"122","HG00288","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"123","HG00290","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"124","HG00304","H2a","HumanOmniExpressExome-8-v1-0-B-b37","H2","H2a",FALSE,TRUE
"125","HG00306","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"126","HG00308","W","HumanOmniExpressExome-8-v1-0-B-b37","N","W",FALSE,TRUE
"127","HG00309","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"128","HG00310","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"129","HG00311","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"130","HG00313","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"131","HG00315","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"132","HG00318","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"133","HG00319","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"134","HG00320","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"135","HG00321","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"136","HG00323","V","HumanOmniExpressExome-8-v1-0-B-b37","N","V",FALSE,TRUE
"137","HG00324","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"138","HG00325","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"139","HG00326","K1","HumanOmniExpressExome-8-v1-0-B-b37","K1","K1",TRUE,TRUE
"140","HG00327","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"141","HG00328","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"142","HG00329","I","HumanOmniExpressExome-8-v1-0-B-b37","L3","I",FALSE,TRUE
"143","HG00330","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"144","HG00331","K1","HumanOmniExpressExome-8-v1-0-B-b37","K1","K1",TRUE,TRUE
"145","HG00332","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"146","HG00334","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"147","HG00335","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"148","HG00336","W","HumanOmniExpressExome-8-v1-0-B-b37","N","W",FALSE,TRUE
"149","HG00337","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T",TRUE,TRUE
"150","HG00338","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"151","HG00339","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"152","HG00341","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"153","HG00342","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"154","HG00343","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"155","HG00344","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T1",TRUE,FALSE
"156","HG00345","V","HumanOmniExpressExome-8-v1-0-B-b37","N","V",FALSE,TRUE
"157","HG00346","K1","HumanOmniExpressExome-8-v1-0-B-b37","K1","K1",TRUE,TRUE
"158","HG00349","K1","HumanOmniExpressExome-8-v1-0-B-b37","K1","K1",TRUE,TRUE
"159","HG00350","HV","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,FALSE
"160","HG00351","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"161","HG00353","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"162","HG00355","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"163","HG00356","T","HumanOmniExpressExome-8-v1-0-B-b37","T","T",TRUE,TRUE
"164","HG00357","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"165","HG00358","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"166","HG00360","H2a","HumanOmniExpressExome-8-v1-0-B-b37","H2","H2a",FALSE,TRUE
"167","HG00361","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"168","HG00362","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"169","HG00364","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"170","HG00365","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"171","HG00366","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"172","HG00367","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"173","HG00368","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"174","HG00369","I","HumanOmniExpressExome-8-v1-0-B-b37","L3","I",FALSE,TRUE
"175","HG00371","X2","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"176","HG00372","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"177","HG00373","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"178","HG00375","J","HumanOmniExpressExome-8-v1-0-B-b37","J","J",TRUE,TRUE
"179","HG00376","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"180","HG00378","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"181","HG00379","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"182","HG00380","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"183","HG00381","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"184","HG00382","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"185","HG00383","H","HumanOmniExpressExome-8-v1-0-B-b37","H","H",TRUE,TRUE
"186","HG00384","U","HumanOmniExpressExome-8-v1-0-B-b37","U","U",TRUE,TRUE
"187","HG00403","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"188","HG00404","B5","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",FALSE,TRUE
"189","HG00406","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"190","HG00407","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"191","HG00409","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"192","HG00410","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"193","HG00419","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"194","HG00421","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"195","HG00422","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"196","HG00428","C","HumanOmniExpressExome-8-v1-0-B-b37","C","C",TRUE,TRUE
"197","HG00436","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"198","HG00437","R","HumanOmniExpressExome-8-v1-0-B-b37","N","HV",FALSE,FALSE
"199","HG00442","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"200","HG00443","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"201","HG00445","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"202","HG00446","B4b'd'e","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,FALSE
"203","HG00448","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"204","HG00449","L3","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",TRUE,FALSE
"205","HG00451","A","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,TRUE
"206","HG00452","R","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,FALSE
"207","HG00457","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"208","HG00458","B5","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",FALSE,TRUE
"209","HG00463","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"210","HG00464","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"211","HG00472","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"212","HG00473","D","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,FALSE
"213","HG00475","D","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"214","HG00476","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"215","HG00478","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"216","HG00479","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"217","HG00500","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"218","HG00501","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"219","HG00513","L3","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",TRUE,FALSE
"220","HG00524","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"221","HG00525","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"222","HG00530","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"223","HG00531","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"224","HG00533","B4b'd'e","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,FALSE
"225","HG00534","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"226","HG00536","L3","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",TRUE,FALSE
"227","HG00537","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"228","HG00542","B5","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",FALSE,TRUE
"229","HG00543","B5","HumanOmniExpressExome-8-v1-0-B-b37","L3","B5",FALSE,TRUE
"230","HG00551","A2","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,FALSE
"231","HG00553","A2","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,FALSE
"232","HG00554","L1b","HumanOmniExpressExome-8-v1-0-B-b37","L1b","L1b",TRUE,TRUE
"233","HG00556","N","HumanOmniExpressExome-8-v1-0-B-b37","N","N",TRUE,TRUE
"234","HG00557","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"235","HG00559","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"236","HG00560","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"237","HG00565","A","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,FALSE
"238","HG00566","A","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,FALSE
"239","HG00580","D","HumanOmniExpressExome-8-v1-0-B-b37","N","D",FALSE,TRUE
"240","HG00581","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"241","HG00583","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"242","HG00584","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"243","HG00589","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"244","HG00590","C","HumanOmniExpressExome-8-v1-0-B-b37","C","C",TRUE,TRUE
"245","HG00592","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"246","HG00593","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"247","HG00595","D","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"248","HG00596","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"249","HG00598","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"250","HG00599","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"251","HG00607","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"252","HG00608","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"253","HG00610","B5","HumanOmniExpressExome-8-v1-0-B-b37","L3","L3",FALSE,FALSE
"254","HG00611","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"255","HG00613","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"256","HG00614","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"257","HG00619","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"258","HG00620","N","HumanOmniExpressExome-8-v1-0-B-b37","N","R",TRUE,FALSE
"259","HG00622","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"260","HG00623","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"261","HG00625","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"262","HG00626","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"263","HG00628","D","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"264","HG00629","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"265","HG00631","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"266","HG00632","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"267","HG00634","A","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,TRUE
"268","HG00635","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"269","HG00637","A2","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,FALSE
"270","HG00638","A2","HumanOmniExpressExome-8-v1-0-B-b37","N","A2",FALSE,TRUE
"271","HG00640","B2","HumanOmniExpressExome-8-v1-0-B-b37","B2","B2",TRUE,TRUE
"272","HG00641","C","HumanOmniExpressExome-8-v1-0-B-b37","C","C",TRUE,TRUE
"273","HG00650","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"274","HG00651","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"275","HG00653","L3","HumanOmniExpressExome-8-v1-0-B-b37","L3","L3",TRUE,TRUE
"276","HG00654","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"277","HG00656","A","HumanOmniExpressExome-8-v1-0-B-b37","N","A2",FALSE,FALSE
"278","HG00657","D","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
"279","HG00662","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"280","HG00663","R","HumanOmniExpressExome-8-v1-0-B-b37","N","A",FALSE,FALSE
"281","HG00671","D4","HumanOmniExpressExome-8-v1-0-B-b37","D4","D4",TRUE,TRUE
"282","HG00672","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"283","HG00674","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"284","HG00675","R","HumanOmniExpressExome-8-v1-0-B-b37","N","R",FALSE,TRUE
"285","HG00683","M","HumanOmniExpressExome-8-v1-0-B-b37","L3","M",FALSE,TRUE
"286","HG00684","D","HumanOmniExpressExome-8-v1-0-B-b37","N","N",FALSE,FALSE
