"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"47","HG00148","W","HumanOmni2.5-4v1_H-b37","N","W",FALSE,TRUE
"48","HG00149","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"49","HG00150","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"50","HG00151","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"51","HG00154","I","HumanOmni2.5-4v1_H-b37","unclassified","I",FALSE,TRUE
"52","HG00155","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"53","HG00157","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"54","HG00158","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"55","HG00159","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"56","HG00160","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"57","HG00171","V","HumanOmni2.5-4v1_H-b37","R","HV",FALSE,FALSE
"58","HG00173","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"59","HG00174","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"60","HG00176","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"61","HG00177","K1","HumanOmni2.5-4v1_H-b37","K1","K1",TRUE,TRUE
"62","HG00178","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"63","HG00179","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"64","HG00180","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"65","HG00181","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"66","HG00182","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"67","HG00183","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"68","HG00185","K1","HumanOmni2.5-4v1_H-b37","K1","K1",TRUE,TRUE
"69","HG00186","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"70","HG00187","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"71","HG00188","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"72","HG00189","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"73","HG00190","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"74","HG00231","W","HumanOmni2.5-4v1_H-b37","N","W",FALSE,TRUE
"75","HG00232","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"76","HG00233","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"77","HG00234","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"78","HG00235","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"79","HG00236","K","HumanOmni2.5-4v1_H-b37","K","K",TRUE,TRUE
"80","HG00237","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"81","HG00238","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"82","HG00239","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"83","HG00240","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"84","HG00242","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"85","HG00243","K","HumanOmni2.5-4v1_H-b37","K","K",TRUE,TRUE
"86","HG00244","X2","HumanOmni2.5-4v1_H-b37","N","N",FALSE,FALSE
"87","HG00245","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"88","HG00246","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"89","HG00250","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"90","HG00251","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"91","HG00252","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"92","HG00253","I","HumanOmni2.5-4v1_H-b37","unclassified","I",FALSE,TRUE
"93","HG00254","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"94","HG00255","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"95","HG00256","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"96","HG00257","JT","HumanOmni2.5-4v1_H-b37","JT","JT",TRUE,TRUE
"97","HG00258","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"98","HG00259","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"99","HG00260","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"100","HG00261","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"101","HG00262","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"102","HG00263","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"103","HG00264","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"104","HG00265","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"105","HG00266","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"106","HG00267","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"107","HG00268","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"108","HG00269","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"109","HG00271","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"110","HG00272","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"111","HG00273","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"112","HG00274","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"113","HG00275","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"114","HG00276","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"115","HG00277","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"116","HG00278","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"117","HG00280","X2","HumanOmni2.5-4v1_H-b37","N","N",FALSE,FALSE
"118","HG00281","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"119","HG00282","V","HumanOmni2.5-4v1_H-b37","R","HV",FALSE,FALSE
"120","HG00284","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"121","HG00285","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"122","HG00288","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"123","HG00290","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"124","HG00304","H2a","HumanOmni2.5-4v1_H-b37","H2","H2a",FALSE,TRUE
"125","HG00306","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"126","HG00308","W","HumanOmni2.5-4v1_H-b37","N","W",FALSE,TRUE
"127","HG00309","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"128","HG00310","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"129","HG00311","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"130","HG00313","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"131","HG00315","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"132","HG00318","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"133","HG00319","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"134","HG00320","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"135","HG00321","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"136","HG00323","V","HumanOmni2.5-4v1_H-b37","R","HV",FALSE,FALSE
"137","HG00324","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"138","HG00325","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"139","HG00326","K1","HumanOmni2.5-4v1_H-b37","K1","K1",TRUE,TRUE
"140","HG00327","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"141","HG00328","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"142","HG00329","I","HumanOmni2.5-4v1_H-b37","unclassified","I",FALSE,TRUE
"143","HG00330","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"144","HG00331","K1","HumanOmni2.5-4v1_H-b37","K1","K1",TRUE,TRUE
"145","HG00332","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"146","HG00334","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"147","HG00335","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"148","HG00336","W","HumanOmni2.5-4v1_H-b37","N","W",FALSE,TRUE
"149","HG00337","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"150","HG00338","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"151","HG00339","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"152","HG00341","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"153","HG00342","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"154","HG00343","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"155","HG00344","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"156","HG00345","V","HumanOmni2.5-4v1_H-b37","R","HV",FALSE,FALSE
"157","HG00346","K1","HumanOmni2.5-4v1_H-b37","K1","K1",TRUE,TRUE
"158","HG00349","K1","HumanOmni2.5-4v1_H-b37","K1","K1",TRUE,TRUE
"159","HG00350","HV","HumanOmni2.5-4v1_H-b37","R","HV",FALSE,TRUE
"160","HG00351","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"161","HG00353","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"162","HG00355","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"163","HG00356","T","HumanOmni2.5-4v1_H-b37","T","T",TRUE,TRUE
"164","HG00357","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"165","HG00358","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"166","HG00360","H2a","HumanOmni2.5-4v1_H-b37","H2","H2a",FALSE,TRUE
"167","HG00361","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"168","HG00362","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"169","HG00364","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"170","HG00365","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"171","HG00366","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"172","HG00367","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"173","HG00368","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"174","HG00369","I","HumanOmni2.5-4v1_H-b37","unclassified","I",FALSE,TRUE
"175","HG00371","X2","HumanOmni2.5-4v1_H-b37","N","N",FALSE,FALSE
"176","HG00372","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"177","HG00373","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"178","HG00375","J","HumanOmni2.5-4v1_H-b37","unclassified","J",FALSE,TRUE
"179","HG00376","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"180","HG00378","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"181","HG00379","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"182","HG00380","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"183","HG00381","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"184","HG00382","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"185","HG00383","H","HumanOmni2.5-4v1_H-b37","R","H",FALSE,TRUE
"186","HG00384","U","HumanOmni2.5-4v1_H-b37","U","U",TRUE,TRUE
"187","HG00403","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"188","HG00404","B5","HumanOmni2.5-4v1_H-b37","unclassified","L3",FALSE,FALSE
"189","HG00406","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"190","HG00407","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"191","HG00409","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"192","HG00410","M","HumanOmni2.5-4v1_H-b37","L0","M",FALSE,TRUE
"193","HG00419","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"194","HG00421","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"195","HG00422","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"196","HG00428","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"197","HG00436","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"198","HG00437","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"199","HG00442","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"200","HG00443","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"201","HG00445","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"202","HG00446","B4b'd'e","HumanOmni2.5-4v1_H-b37","B4b'd'e","B4b'd'e",TRUE,TRUE
"203","HG00448","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"204","HG00449","L3","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,FALSE
"205","HG00451","A","HumanOmni2.5-4v1_H-b37","A","A2",TRUE,FALSE
"206","HG00452","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"207","HG00457","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"208","HG00458","B5","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,TRUE
"209","HG00463","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"210","HG00464","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"211","HG00472","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"212","HG00473","D","HumanOmni2.5-4v1_H-b37","unclassified","D",FALSE,TRUE
"213","HG00475","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"214","HG00476","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"215","HG00478","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"216","HG00479","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"217","HG00500","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"218","HG00501","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"219","HG00513","L3","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,FALSE
"220","HG00524","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"221","HG00525","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"222","HG00530","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"223","HG00531","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"224","HG00533","B4b'd'e","HumanOmni2.5-4v1_H-b37","B4b'd'e","B4b'd'e",TRUE,TRUE
"225","HG00534","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"226","HG00536","L3","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,FALSE
"227","HG00537","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"228","HG00542","B5","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,TRUE
"229","HG00543","B5","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,TRUE
"230","HG00551","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"231","HG00553","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"232","HG00554","L1b","HumanOmni2.5-4v1_H-b37","L1b","L1b",TRUE,TRUE
"233","HG00556","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"234","HG00557","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"235","HG00559","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"236","HG00560","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"237","HG00565","A","HumanOmni2.5-4v1_H-b37","A","A2",TRUE,FALSE
"238","HG00566","A","HumanOmni2.5-4v1_H-b37","A","A2",TRUE,FALSE
"239","HG00580","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"240","HG00581","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"241","HG00583","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"242","HG00584","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"243","HG00589","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"244","HG00590","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"245","HG00592","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"246","HG00593","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"247","HG00595","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"248","HG00596","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"249","HG00598","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"250","HG00599","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"251","HG00607","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"252","HG00608","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"253","HG00610","B5","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,TRUE
"254","HG00611","M","HumanOmni2.5-4v1_H-b37","L0","M",FALSE,TRUE
"255","HG00613","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"256","HG00614","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"257","HG00619","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"258","HG00620","N","HumanOmni2.5-4v1_H-b37","N","N",TRUE,TRUE
"259","HG00622","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"260","HG00623","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"261","HG00625","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"262","HG00626","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"263","HG00628","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"264","HG00629","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"265","HG00631","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"266","HG00632","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"267","HG00634","A","HumanOmni2.5-4v1_H-b37","A","A2",TRUE,FALSE
"268","HG00635","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"269","HG00637","A2","HumanOmni2.5-4v1_H-b37","A","A",FALSE,FALSE
"270","HG00638","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"271","HG00640","B2","HumanOmni2.5-4v1_H-b37","B2","B2",TRUE,TRUE
"272","HG00641","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"273","HG00650","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"274","HG00651","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"275","HG00653","L3","HumanOmni2.5-4v1_H-b37","unclassified","L3",FALSE,TRUE
"276","HG00654","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"277","HG00656","A","HumanOmni2.5-4v1_H-b37","A","A2",TRUE,FALSE
"278","HG00657","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"279","HG00662","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"280","HG00663","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"281","HG00671","D4","HumanOmni2.5-4v1_H-b37","L1","D4",FALSE,TRUE
"282","HG00672","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"283","HG00674","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"284","HG00675","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"285","HG00683","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"286","HG00684","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"287","HG00689","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"288","HG00690","B5","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,TRUE
"289","HG00692","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"290","HG00693","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"291","HG00698","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"292","HG00699","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"293","HG00701","M","HumanOmni2.5-4v1_H-b37","L0","M",FALSE,TRUE
"294","HG00702","D","HumanOmni2.5-4v1_H-b37","N","D",FALSE,TRUE
"295","HG00704","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"296","HG00705","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"297","HG00707","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"298","HG00708","B5","HumanOmni2.5-4v1_H-b37","unclassified","B5",FALSE,TRUE
"299","HG00717","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"300","HG00728","R","HumanOmni2.5-4v1_H-b37","R","R",TRUE,TRUE
"301","HG00729","R","HumanOmni2.5-4v1_H-b37","R","HV",TRUE,FALSE
"302","HG00731","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"303","HG00732","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"304","HG00733","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"305","HG00734","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"306","HG00736","A2","HumanOmni2.5-4v1_H-b37","A","A2",FALSE,TRUE
"307","HG00737","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"308","HG00739","L3","HumanOmni2.5-4v1_H-b37","unclassified","L3",FALSE,TRUE
"309","HG00740","L1b","HumanOmni2.5-4v1_H-b37","L1b","L1b",TRUE,TRUE
"310","HG00742","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"311","HG00743","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
"312","HG00759","M","HumanOmni2.5-4v1_H-b37","unclassified","M",FALSE,TRUE
"313","HG00766","D4","HumanOmni2.5-4v1_H-b37","unclassified","D4",FALSE,TRUE
"314","HG00844","C","HumanOmni2.5-4v1_H-b37","C","C",TRUE,TRUE
