array,kHAP,imputed,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
humanomniexpress-24v1-0_a-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,500,TRUE,355,72,149,576,498,0.490923441199684,0.876085240726125
humanomniexpressexome-8v1-0_a-b37,500,TRUE,355,72,149,576,498,0.490923441199684,0.876085240726125
HumanOmniExpressExome-8-v1-0-B-b37,500,TRUE,355,72,149,576,497,0.490923441199684,0.875295974743489
HumanOmniExpressExome-8v1-2_A-b37,500,TRUE,359,68,143,570,473,0.490923441199684,0.862273086029992
HumanOmniExpressExome-8-v1-2-B-b37,500,TRUE,359,68,143,570,473,0.490923441199684,0.862273086029992
OmniExpressExome-8v1-1_A-b37,500,TRUE,358,69,142,569,477,0.503157063930545,0.87095501183899
OmniExpressExome-8v1-1_B-b37,500,TRUE,358,69,142,569,477,0.503157063930545,0.87095501183899
HumanOmniExpressExome-8-v1-1-C-b37,500,TRUE,358,69,142,569,479,0.503157063930545,0.871744277821626
InfiniumOmniExpressExome-8v1-3_A-b37,500,TRUE,358,69,142,569,471,0.411996842936069,0.870560378847672
InfiniumOmniExpressExome-8v1-4_A1-b37,500,TRUE,358,69,136,563,464,0.399763220205209,0.885951065509077
HumanOmni25Exome-8v1_A-b37,500,TRUE,296,131,224,651,609,0.5982636148382,0.950276243093923
HumanOmni2-5Exome-8-v1-1-A-b37,500,TRUE,297,130,221,648,604,0.589187056037885,0.945935280189424
InfiniumOmni2.5Exome-8v1-2_A-b37,500,TRUE,312,115,209,636,585,0.471586424625099,0.920678768745067
InfiniumOmni2-5Exome-8v1-3_A1-b37,500,TRUE,298,129,222,649,608,0.524467245461721,0.943567482241515
HumanOmniZhongHua-8v1_B-b37,500,TRUE,389,38,79,506,267,0.0686661404893449,0.666535122336227
humanomnizhonghua-8v1-1_a-b37,500,TRUE,392,35,77,504,213,0.668508287292818,0.783741120757695
HumanOmniZhongHua-8v1-2_A-b37,500,TRUE,398,29,71,498,199,0.668508287292818,0.77861089187056
InfiniumOmniZhongHua-8v1-3_A1-b37,500,TRUE,401,26,73,500,187,0.668508287292818,0.775453827940016
InfiniumOmniZhongHua-8v1-3_A2-b37,500,TRUE,401,26,73,500,187,0.668508287292818,0.775453827940016
Human1Mv1_C-b37,500,TRUE,312,115,39,466,400,0.524072612470402,0.97750591949487
Human1M-Duov3_B-b37,500,TRUE,337,90,31,458,378,0.389108129439621,0.941594317284925
Human1M-Duov3_C-b37,500,TRUE,337,90,31,458,378,0.389108129439621,0.941594317284925
human1m-duov3_h-b37,500,TRUE,337,90,31,458,378,0.389108129439621,0.941594317284925
HumanOmni1-Quad_v1-0_B-b37,500,TRUE,409,18,6,433,205,0.12904498816101,0.524861878453039
HumanOmni1-Quad_v1-0_C-b37,500,TRUE,409,18,6,433,205,0.12904498816101,0.524861878453039
HumanOmni1-Quad_v1-0_H-b37,500,TRUE,409,18,6,433,205,0.12904498816101,0.524072612470402
humanomni1-quad_v1-0-multi_h-b37,500,TRUE,409,18,6,433,205,0.12904498816101,0.523677979479084
HumanOmni1S-8v1_H-b37,500,TRUE,363,64,20,447,350,0.36266771902131,0.905288082083662
Human1-2M-DuoCustom_v1_A-b37,500,TRUE,339,88,33,460,382,0.389108129439621,0.9344909234412
HumanOmni2.5-4v1_B-b37,500,TRUE,363,64,20,447,350,0.36266771902131,0.905288082083662
HumanOmni2.5-4v1_D-b37,500,TRUE,363,64,20,447,352,0.36266771902131,0.906866614048935
HumanOmni2.5-4v1_H-b37,500,TRUE,363,64,20,447,352,0.36266771902131,0.906866614048935
HumanOmni2.5-8v1_A-b37,500,TRUE,324,103,104,531,479,0.355169692186267,0.939226519337017
HumanOmni2-5-8-v1-0-D-b37,500,TRUE,324,103,104,531,479,0.355169692186267,0.939226519337017
HumanOmni25-8v1-1_A-b37,500,TRUE,333,94,98,525,466,0.355169692186267,0.937647987371744
HumanOmni2-5-8-v1-2-A-b37,500,TRUE,355,72,81,508,397,0.326361483820047,0.878847671665351
humanomni25m-8v1-1_b-b37,500,TRUE,333,94,98,525,466,0.355169692186267,0.937647987371744
HumanOmni2.5-8v1_C-b37,500,TRUE,324,103,104,531,479,0.355169692186267,0.938831886345698
HumanOmni2-5-8-v1-1-C-b37,500,TRUE,333,94,98,525,466,0.355169692186267,0.939621152328335
HumanOmni2.5S-8v1_B-b37,500,TRUE,405,22,9,436,245,0.0485398579321231,0.646014206787688
HumanOmni25-8v1-2_A1-b37,500,TRUE,355,72,81,508,398,0.326361483820047,0.877269139700079
InfiniumOmni2-5-8v1-3_A1-b37,500,TRUE,343,84,94,521,452,0.363062352012628,0.930544593528019
HumanOmni5-4v1_B-b37,500,TRUE,310,117,111,538,492,0.389502762430939,0.941199684293607
humanomni5-4v1_c-b37,500,TRUE,310,117,111,538,492,0.389502762430939,0.941199684293607
HumanOmni5-4-v1-0-D-b37,500,TRUE,310,117,111,538,492,0.389502762430939,0.941199684293607
HumanOmni5-4v1-1_A-b37,500,TRUE,338,89,95,522,446,0.335832675611681,0.892659826361484
InfiniumOmni5-4v1-2_A1-b37,500,TRUE,321,106,102,529,477,0.381610102604578,0.92817679558011
HumanOmni5Exome-4v1_A-b37,500,TRUE,274,153,240,667,627,0.623125493291239,0.946329913180742
HumanOmni5Exome-4v1-1_A-b37,500,TRUE,276,151,236,663,625,0.644830307813733,0.952249408050513
HumanOmni5Exome-4v1-2_A-b37,500,TRUE,304,123,219,646,592,0.567087608524073,0.895027624309392
InfiniumOmni5Exome-4v1-3_A1-b37,500,TRUE,280,147,225,652,614,0.554853985793212,0.964483030781373
HumanCytoSNP-12v1-0_D-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,500,TRUE,342,85,85,512,453,0.207971586424625,0.856748224151539
HumanCore-12-v1-0-B-b37,500,TRUE,342,85,85,512,453,0.207971586424625,0.856748224151539
humancore-24-v1-0-manifest-file-a-b37,500,TRUE,343,84,85,512,453,0.207971586424625,0.856748224151539
InfiniumCore-24v1-1_A1-b37,500,TRUE,353,74,84,511,441,0.207971586424625,0.855564325177585
Immuno_BeadChip_11419691_B-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,500,TRUE,242,185,413,840,804,0.683109707971586,0.975927387529598
HumanExome-12v1_A-b37,500,TRUE,354,73,146,573,488,0.503157063930545,0.868192580899763
HumanExome-12v1-1_A-b37,500,TRUE,358,69,143,570,479,0.503157063930545,0.870560378847672
HumanExome-12v1-2_A-b37,500,TRUE,359,68,143,570,473,0.490923441199684,0.857142857142857
InfiniumExome-24v1-1_A1-b37,500,TRUE,360,67,137,564,460,0.399763220205209,0.88516179952644
HumanCoreExome-12v1-0_B-b37,500,TRUE,282,145,225,652,609,0.651144435674822,0.969613259668508
humancoreexome-12v1-0_c-b37,500,TRUE,282,145,225,652,610,0.651144435674822,0.970007892659826
HumanCoreExome-12-v1-0-D-b37,500,TRUE,282,145,225,652,609,0.651144435674822,0.970402525651144
humancoreexome-12v1-1_a-b37,500,TRUE,287,140,227,654,609,0.63930544593528,0.949092344119968
HumanCoreExome-12v1-1_B-b37,500,TRUE,287,140,227,654,609,0.63930544593528,0.948303078137332
HumanCoreExome-12-v1-1-C-b37,500,TRUE,287,140,227,654,609,0.63930544593528,0.948303078137332
HumanCoreExome-24v1-0_A-b37,500,TRUE,293,134,211,638,589,0.560378847671665,0.890686661404893
InfiniumCoreExome-24v1-1_A-b37,500,TRUE,291,136,215,642,596,0.560378847671665,0.908050513022889
InfiniumCoreExome-24v1-2_A1-b37,500,TRUE,290,137,226,653,612,0.539068666140489,0.941199684293607
Cardio-Metabo_Chip_11395247_A-b37,500,TRUE,327,100,27,454,345,0.616022099447514,0.910023677979479
cardio-metabo_chip_11395247_c-b37,500,TRUE,327,100,27,454,345,0.616022099447514,0.910023677979479
CVDSNP55v1_A-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,500,TRUE,306,121,195,622,566,0.552486187845304,0.884767166535122
PsychArray-B-b37,500,TRUE,306,121,195,622,566,0.552486187845304,0.884767166535122
InfiniumPsychArray-24v1-1_A1-b37,500,TRUE,308,119,200,627,574,0.461325966850829,0.87292817679558
InfiniumPsychArray-24v1-2_A1-b37,500,TRUE,293,134,222,649,606,0.539068666140489,0.935280189423836
InfiniumPsychArray-24v1-2_A2-b37,500,TRUE,293,134,222,649,606,0.539068666140489,0.935280189423836
PsychChip_15048346_B-b37,500,TRUE,287,140,227,654,609,0.63930544593528,0.948303078137332
PsychChip_v1-1_15073391_A1-b37,500,TRUE,277,150,232,659,620,0.642067876874507,0.960536700868193
GSAMD-24v1-0_20011747_A1-b37,500,TRUE,370,57,63,490,359,0.362273086029992,0.877269139700079
GSAMD-24v2-0_20024620_A1-b37,500,TRUE,140,287,638,1065,1046,0.867403314917127,0.991318074191002
GSA-24v1-0_A1-b37,500,TRUE,370,57,62,489,358,0.362273086029992,0.877269139700079
GSA-24v1-0_A2-b37,500,TRUE,370,57,62,489,358,0.362273086029992,0.877269139700079
GSA-24v1-0_A6-b37,500,TRUE,370,57,62,489,358,0.362273086029992,0.875690607734807
GSA-24v2-0_A1-b37,500,TRUE,208,219,553,980,949,0.803078137332281,0.985793212312549
GSCA-24v1-0_20010441_A1-b37,500,TRUE,370,57,63,490,359,0.362273086029992,0.876874506708761
OncoArray-500K_B-b37,500,TRUE,376,51,73,500,385,0.589976322020521,0.943172849250197
OncoArray-500K-C-b37,500,TRUE,376,51,73,500,384,0.589976322020521,0.942778216258879
Consortium-OncoArray_15047405_A-b37,500,TRUE,374,53,78,505,392,0.589976322020521,0.944356748224151
NeuroX_15036164_A-b37,500,TRUE,358,69,143,570,479,0.503157063930545,0.871744277821626
Mapping250K_Nsp.na32.annot-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,500,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,500,TRUE,315,112,105,532,465,0.619573796369376,0.962115232833465
