array,kHAP,imputed,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
HumanOmniExpressExome-8-v1-2-B-b37,1000,TRUE,359,68,143,570,454,0.513812154696133,0.86069455406472
OmniExpressExome-8v1-1_A-b37,1000,TRUE,358,69,142,569,462,0.503157063930545,0.85043409629045
OmniExpressExome-8v1-1_B-b37,1000,TRUE,358,69,142,569,462,0.503157063930545,0.851617995264404
HumanOmniExpressExome-8-v1-1-C-b37,1000,TRUE,358,69,142,569,462,0.503157063930545,0.851617995264404
InfiniumOmniExpressExome-8v1-3_A-b37,1000,TRUE,358,69,142,569,458,0.411996842936069,0.854380426203631
InfiniumOmniExpressExome-8v1-4_A1-b37,1000,TRUE,358,69,136,563,445,0.40568271507498,0.870165745856354
HumanOmni25Exome-8v1_A-b37,1000,TRUE,296,131,224,651,595,0.5982636148382,0.941594317284925
HumanOmni2-5Exome-8-v1-1-A-b37,1000,TRUE,297,130,221,648,584,0.5982636148382,0.94475138121547
InfiniumOmni2.5Exome-8v1-2_A-b37,1000,TRUE,312,115,209,636,568,0.483820047355959,0.92817679558011
InfiniumOmni2-5Exome-8v1-3_A1-b37,1000,TRUE,298,129,222,649,590,0.536700868192581,0.951065509076559
HumanOmniZhongHua-8v1_B-b37,1000,TRUE,389,38,79,506,241,0.0722178374112076,0.676795580110497
humanomnizhonghua-8v1-1_a-b37,1000,TRUE,392,35,77,504,189,0.686661404893449,0.794001578531965
HumanOmniZhongHua-8v1-2_A-b37,1000,TRUE,398,29,71,498,176,0.686661404893449,0.790055248618785
InfiniumOmniZhongHua-8v1-3_A1-b37,1000,TRUE,401,26,73,500,165,0.686661404893449,0.78887134964483
InfiniumOmniZhongHua-8v1-3_A2-b37,1000,TRUE,401,26,73,500,165,0.686661404893449,0.78887134964483
Human1Mv1_C-b37,1000,TRUE,312,115,39,466,378,0.524072612470402,0.972770323599053
Human1M-Duov3_B-b37,1000,TRUE,337,90,31,458,361,0.389108129439621,0.937647987371744
Human1M-Duov3_C-b37,1000,TRUE,337,90,31,458,361,0.389108129439621,0.937647987371744
human1m-duov3_h-b37,1000,TRUE,337,90,31,458,361,0.389108129439621,0.937647987371744
HumanOmni1-Quad_v1-0_B-b37,1000,TRUE,409,18,6,433,198,0.12904498816101,0.524467245461721
HumanOmni1-Quad_v1-0_C-b37,1000,TRUE,409,18,6,433,198,0.12904498816101,0.522888713496448
HumanOmni1-Quad_v1-0_H-b37,1000,TRUE,409,18,6,433,198,0.12904498816101,0.522888713496448
humanomni1-quad_v1-0-multi_h-b37,1000,TRUE,409,18,6,433,198,0.12904498816101,0.522888713496448
HumanOmni1S-8v1_H-b37,1000,TRUE,363,64,20,447,327,0.36266771902131,0.898184688239937
Human1-2M-DuoCustom_v1_A-b37,1000,TRUE,339,88,33,460,362,0.389108129439621,0.938042620363062
HumanOmni2.5-4v1_B-b37,1000,TRUE,363,64,20,447,329,0.36266771902131,0.897790055248619
HumanOmni2.5-4v1_D-b37,1000,TRUE,363,64,20,447,327,0.36266771902131,0.898579321231255
HumanOmni2.5-4v1_H-b37,1000,TRUE,363,64,20,447,327,0.36266771902131,0.898579321231255
HumanOmni2.5-8v1_A-b37,1000,TRUE,324,103,104,531,460,0.359116022099448,0.909629044988161
HumanOmni2-5-8-v1-0-D-b37,1000,TRUE,324,103,104,531,460,0.359116022099448,0.908839779005525
HumanOmni25-8v1-1_A-b37,1000,TRUE,333,94,98,525,449,0.355169692186267,0.918310970797159
HumanOmni2-5-8-v1-2-A-b37,1000,TRUE,355,72,81,508,380,0.326361483820047,0.851617995264404
humanomni25m-8v1-1_b-b37,1000,TRUE,333,94,98,525,449,0.355169692186267,0.918705603788477
HumanOmni2.5-8v1_C-b37,1000,TRUE,324,103,104,531,460,0.359116022099448,0.907655880031571
HumanOmni2-5-8-v1-1-C-b37,1000,TRUE,333,94,98,525,449,0.355169692186267,0.918705603788477
HumanOmni2.5S-8v1_B-b37,1000,TRUE,405,22,9,436,229,0.0485398579321231,0.64956590370955
HumanOmni25-8v1-2_A1-b37,1000,TRUE,355,72,81,508,380,0.326361483820047,0.851223362273086
InfiniumOmni2-5-8v1-3_A1-b37,1000,TRUE,343,84,94,521,429,0.363062352012628,0.913180741910024
HumanOmni5-4v1_B-b37,1000,TRUE,310,117,111,538,471,0.389502762430939,0.938042620363062
humanomni5-4v1_c-b37,1000,TRUE,310,117,111,538,471,0.389502762430939,0.938042620363062
HumanOmni5-4-v1-0-D-b37,1000,TRUE,310,117,111,538,472,0.389502762430939,0.937253354380426
HumanOmni5-4v1-1_A-b37,1000,TRUE,338,89,95,522,417,0.335832675611681,0.888713496448303
InfiniumOmni5-4v1-2_A1-b37,1000,TRUE,321,106,102,529,456,0.381610102604578,0.932517758484609
HumanOmni5Exome-4v1_A-b37,1000,TRUE,274,153,240,667,612,0.632202052091555,0.949881610102605
HumanOmni5Exome-4v1-1_A-b37,1000,TRUE,276,151,236,663,610,0.644830307813733,0.950670876085241
HumanOmni5Exome-4v1-2_A-b37,1000,TRUE,304,123,219,646,576,0.567087608524073,0.887529597474349
InfiniumOmni5Exome-4v1-3_A1-b37,1000,TRUE,280,147,225,652,595,0.563930544593528,0.964483030781373
HumanCytoSNP-12v1-0_D-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,1000,TRUE,342,85,85,512,426,0.207971586424625,0.842936069455406
HumanCore-12-v1-0-B-b37,1000,TRUE,342,85,85,512,425,0.207971586424625,0.843330702446725
humancore-24-v1-0-manifest-file-a-b37,1000,TRUE,343,84,85,512,425,0.207971586424625,0.841357537490134
InfiniumCore-24v1-1_A1-b37,1000,TRUE,353,74,84,511,419,0.207971586424625,0.833070244672455
Immuno_BeadChip_11419691_B-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,1000,TRUE,242,185,413,840,786,0.698500394632991,0.983820047355959
HumanExome-12v1_A-b37,1000,TRUE,354,73,146,573,477,0.503157063930545,0.820047355958958
HumanExome-12v1-1_A-b37,1000,TRUE,358,69,143,570,463,0.503157063930545,0.849644830307814
HumanExome-12v1-2_A-b37,1000,TRUE,359,68,143,570,457,0.507892659826361,0.86069455406472
InfiniumExome-24v1-1_A1-b37,1000,TRUE,360,67,137,564,440,0.40568271507498,0.870560378847672
HumanCoreExome-12v1-0_B-b37,1000,TRUE,282,145,225,652,592,0.651144435674822,0.968429360694554
humancoreexome-12v1-0_c-b37,1000,TRUE,282,145,225,652,592,0.651144435674822,0.969613259668508
HumanCoreExome-12-v1-0-D-b37,1000,TRUE,282,145,225,652,592,0.651144435674822,0.969613259668508
humancoreexome-12v1-1_a-b37,1000,TRUE,287,140,227,654,590,0.63930544593528,0.940015785319653
HumanCoreExome-12v1-1_B-b37,1000,TRUE,287,140,227,654,590,0.63930544593528,0.940015785319653
HumanCoreExome-12-v1-1-C-b37,1000,TRUE,287,140,227,654,589,0.63930544593528,0.937647987371744
HumanCoreExome-24v1-0_A-b37,1000,TRUE,293,134,211,638,569,0.569455406471981,0.894632991318074
InfiniumCoreExome-24v1-1_A-b37,1000,TRUE,291,136,215,642,576,0.569455406471981,0.899763220205209
InfiniumCoreExome-24v1-2_A1-b37,1000,TRUE,290,137,226,653,592,0.548145224940805,0.942778216258879
Cardio-Metabo_Chip_11395247_A-b37,1000,TRUE,327,100,27,454,328,0.616022099447514,0.909629044988161
cardio-metabo_chip_11395247_c-b37,1000,TRUE,327,100,27,454,328,0.616022099447514,0.909234411996843
CVDSNP55v1_A-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,1000,TRUE,306,121,195,622,545,0.56156274664562,0.891870560378848
PsychArray-B-b37,1000,TRUE,306,121,195,622,546,0.56156274664562,0.893054459352802
InfiniumPsychArray-24v1-1_A1-b37,1000,TRUE,308,119,200,627,551,0.470402525651144,0.875295974743489
InfiniumPsychArray-24v1-2_A1-b37,1000,TRUE,293,134,222,649,582,0.548145224940805,0.938831886345698
InfiniumPsychArray-24v1-2_A2-b37,1000,TRUE,293,134,222,649,582,0.548145224940805,0.938831886345698
PsychChip_15048346_B-b37,1000,TRUE,287,140,227,654,589,0.63930544593528,0.938042620363062
PsychChip_v1-1_15073391_A1-b37,1000,TRUE,277,150,232,659,602,0.651144435674822,0.965666929755328
GSAMD-24v1-0_20011747_A1-b37,1000,TRUE,370,57,63,490,348,0.362273086029992,0.863456985003946
GSAMD-24v2-0_20024620_A1-b37,1000,TRUE,140,287,638,1065,1041,0.867403314917127,0.990528808208366
GSA-24v1-0_A1-b37,1000,TRUE,370,57,62,489,346,0.362273086029992,0.86069455406472
GSA-24v1-0_A2-b37,1000,TRUE,370,57,62,489,346,0.362273086029992,0.86069455406472
GSA-24v1-0_A6-b37,1000,TRUE,370,57,62,489,348,0.362273086029992,0.863851617995264
GSA-24v2-0_A1-b37,1000,TRUE,208,219,553,980,942,0.80939226519337,0.988161010260458
GSCA-24v1-0_20010441_A1-b37,1000,TRUE,370,57,63,490,348,0.362273086029992,0.863062352012628
OncoArray-500K_B-b37,1000,TRUE,376,51,73,500,369,0.589976322020521,0.937253354380426
OncoArray-500K-C-b37,1000,TRUE,376,51,73,500,371,0.589976322020521,0.938042620363062
Consortium-OncoArray_15047405_A-b37,1000,TRUE,374,53,78,505,378,0.589976322020521,0.939226519337017
NeuroX_15036164_A-b37,1000,TRUE,358,69,143,570,463,0.503157063930545,0.847671665351223
Mapping250K_Nsp.na32.annot-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,1000,TRUE,315,112,105,532,443,0.622730860299921,0.962904498816101
