array,kHAP,imputed,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
humanomniexpress-12v1_j_ffpe-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,2500,TRUE,355,72,149,576,415,0.524072612470402,0.865824782951855
humanomniexpressexome-8v1-0_a-b37,2500,TRUE,355,72,149,576,415,0.524072612470402,0.865824782951855
HumanOmniExpressExome-8-v1-0-B-b37,2500,TRUE,355,72,149,576,415,0.524072612470402,0.865430149960537
HumanOmniExpressExome-8v1-2_A-b37,2500,TRUE,359,68,143,570,388,0.578926598263615,0.850039463299132
HumanOmniExpressExome-8-v1-2-B-b37,2500,TRUE,359,68,143,570,388,0.578926598263615,0.845698500394633
OmniExpressExome-8v1-1_A-b37,2500,TRUE,358,69,142,569,398,0.542620363062352,0.81767955801105
OmniExpressExome-8v1-1_B-b37,2500,TRUE,358,69,142,569,398,0.542620363062352,0.81767955801105
HumanOmniExpressExome-8-v1-1-C-b37,2500,TRUE,358,69,142,569,398,0.542620363062352,0.81767955801105
InfiniumOmniExpressExome-8v1-3_A-b37,2500,TRUE,358,69,142,569,400,0.451460142067877,0.817284925019732
InfiniumOmniExpressExome-8v1-4_A1-b37,2500,TRUE,358,69,136,563,387,0.48776637726914,0.878847671665351
HumanOmni25Exome-8v1_A-b37,2500,TRUE,296,131,224,651,545,0.618389897395422,0.938831886345698
HumanOmni2-5Exome-8-v1-1-A-b37,2500,TRUE,297,130,221,648,539,0.621546961325967,0.943172849250197
InfiniumOmni2.5Exome-8v1-2_A-b37,2500,TRUE,312,115,209,636,523,0.486977111286504,0.904498816101026
InfiniumOmni2-5Exome-8v1-3_A1-b37,2500,TRUE,298,129,222,649,542,0.556827150749803,0.920678768745067
HumanOmniZhongHua-8v1_B-b37,2500,TRUE,389,38,79,506,192,0.090370955011839,0.805445935280189
humanomnizhonghua-8v1-1_a-b37,2500,TRUE,392,35,77,504,160,0.899763220205209,0.930939226519337
HumanOmniZhongHua-8v1-2_A-b37,2500,TRUE,398,29,71,498,148,0.899763220205209,0.929360694554065
InfiniumOmniZhongHua-8v1-3_A1-b37,2500,TRUE,401,26,73,500,146,0.899763220205209,0.929360694554065
InfiniumOmniZhongHua-8v1-3_A2-b37,2500,TRUE,401,26,73,500,146,0.899763220205209,0.929360694554065
Human1Mv1_C-b37,2500,TRUE,312,115,39,466,341,0.530386740331492,0.972770323599053
Human1M-Duov3_B-b37,2500,TRUE,337,90,31,458,318,0.389108129439621,0.896606156274665
Human1M-Duov3_C-b37,2500,TRUE,337,90,31,458,316,0.389108129439621,0.897790055248619
human1m-duov3_h-b37,2500,TRUE,337,90,31,458,316,0.389108129439621,0.897790055248619
HumanOmni1-Quad_v1-0_B-b37,2500,TRUE,409,18,6,433,181,0.160220994475138,0.644041041831097
HumanOmni1-Quad_v1-0_C-b37,2500,TRUE,409,18,6,433,181,0.160220994475138,0.642857142857143
HumanOmni1-Quad_v1-0_H-b37,2500,TRUE,409,18,6,433,181,0.160220994475138,0.642857142857143
humanomni1-quad_v1-0-multi_h-b37,2500,TRUE,409,18,6,433,181,0.160220994475138,0.642857142857143
HumanOmni1S-8v1_H-b37,2500,TRUE,363,64,20,447,285,0.369771112865036,0.887924230465667
Human1-2M-DuoCustom_v1_A-b37,2500,TRUE,339,88,33,460,317,0.389108129439621,0.896606156274665
HumanOmni2.5-4v1_B-b37,2500,TRUE,363,64,20,447,285,0.369771112865036,0.887924230465667
HumanOmni2.5-4v1_D-b37,2500,TRUE,363,64,20,447,286,0.369771112865036,0.888318863456985
HumanOmni2.5-4v1_H-b37,2500,TRUE,363,64,20,447,286,0.369771112865036,0.888318863456985
HumanOmni2.5-8v1_A-b37,2500,TRUE,324,103,104,531,401,0.359510655090766,0.878847671665351
HumanOmni2-5-8-v1-0-D-b37,2500,TRUE,324,103,104,531,401,0.359510655090766,0.878847671665351
HumanOmni25-8v1-1_A-b37,2500,TRUE,333,94,98,525,386,0.36266771902131,0.880426203630624
HumanOmni2-5-8-v1-2-A-b37,2500,TRUE,355,72,81,508,331,0.333464877663773,0.847277032359905
humanomni25m-8v1-1_b-b37,2500,TRUE,333,94,98,525,386,0.36266771902131,0.882004735595896
HumanOmni2.5-8v1_C-b37,2500,TRUE,324,103,104,531,400,0.359510655090766,0.878847671665351
HumanOmni2-5-8-v1-1-C-b37,2500,TRUE,333,94,98,525,386,0.36266771902131,0.88121546961326
HumanOmni2.5S-8v1_B-b37,2500,TRUE,405,22,9,436,182,0.0485398579321231,0.592344119968429
HumanOmni25-8v1-2_A1-b37,2500,TRUE,355,72,81,508,331,0.333464877663773,0.847671665351223
InfiniumOmni2-5-8v1-3_A1-b37,2500,TRUE,343,84,94,521,358,0.377269139700079,0.869376479873717
HumanOmni5-4v1_B-b37,2500,TRUE,310,117,111,538,424,0.389502762430939,0.899368587213891
humanomni5-4v1_c-b37,2500,TRUE,310,117,111,538,424,0.389502762430939,0.898184688239937
HumanOmni5-4-v1-0-D-b37,2500,TRUE,310,117,111,538,423,0.389502762430939,0.898973954222573
HumanOmni5-4v1-1_A-b37,2500,TRUE,338,89,95,522,371,0.338989739542226,0.816101026045777
InfiniumOmni5-4v1-2_A1-b37,2500,TRUE,321,106,102,529,395,0.388713496448303,0.840962904498816
HumanOmni5Exome-4v1_A-b37,2500,TRUE,274,153,240,667,580,0.632202052091555,0.953433307024467
HumanOmni5Exome-4v1-1_A-b37,2500,TRUE,276,151,236,663,577,0.644830307813733,0.94869771112865
HumanOmni5Exome-4v1-2_A-b37,2500,TRUE,304,123,219,646,539,0.567087608524073,0.826361483820047
InfiniumOmni5Exome-4v1-3_A1-b37,2500,TRUE,280,147,225,652,554,0.570244672454617,0.954222573007103
HumanCytoSNP-12v1-0_D-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,2500,TRUE,342,85,85,512,376,0.21112865035517,0.828334648776638
HumanCore-12-v1-0-B-b37,2500,TRUE,342,85,85,512,376,0.21112865035517,0.829123914759274
humancore-24-v1-0-manifest-file-a-b37,2500,TRUE,343,84,85,512,375,0.21112865035517,0.830307813733228
InfiniumCore-24v1-1_A1-b37,2500,TRUE,353,74,84,511,347,0.21112865035517,0.823993685872139
Immuno_BeadChip_11419691_B-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,2500,TRUE,242,185,413,840,760,0.698500394632991,0.977900552486188
HumanExome-12v1_A-b37,2500,TRUE,354,73,146,573,410,0.542620363062352,0.857142857142857
HumanExome-12v1-1_A-b37,2500,TRUE,358,69,143,570,399,0.542620363062352,0.816495659037096
HumanExome-12v1-2_A-b37,2500,TRUE,359,68,143,570,388,0.578926598263615,0.83820047355959
InfiniumExome-24v1-1_A1-b37,2500,TRUE,360,67,137,564,385,0.48776637726914,0.878058405682715
HumanCoreExome-12v1-0_B-b37,2500,TRUE,282,145,225,652,558,0.657458563535912,0.959352801894238
humancoreexome-12v1-0_c-b37,2500,TRUE,282,145,225,652,558,0.657458563535912,0.959352801894238
HumanCoreExome-12-v1-0-D-b37,2500,TRUE,282,145,225,652,558,0.657458563535912,0.959352801894238
humancoreexome-12v1-1_a-b37,2500,TRUE,287,140,227,654,556,0.63930544593528,0.926598263614838
HumanCoreExome-12v1-1_B-b37,2500,TRUE,287,140,227,654,556,0.63930544593528,0.926598263614838
HumanCoreExome-12-v1-1-C-b37,2500,TRUE,287,140,227,654,556,0.63930544593528,0.926598263614838
HumanCoreExome-24v1-0_A-b37,2500,TRUE,293,134,211,638,533,0.572612470402526,0.884372533543804
InfiniumCoreExome-24v1-1_A-b37,2500,TRUE,291,136,215,642,544,0.572612470402526,0.884767166535122
InfiniumCoreExome-24v1-2_A1-b37,2500,TRUE,290,137,226,653,555,0.548145224940805,0.927387529597474
Cardio-Metabo_Chip_11395247_A-b37,2500,TRUE,327,100,27,454,266,0.662194159431729,0.948303078137332
cardio-metabo_chip_11395247_c-b37,2500,TRUE,327,100,27,454,266,0.662194159431729,0.948303078137332
CVDSNP55v1_A-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,2500,TRUE,306,121,195,622,503,0.564719810576164,0.850039463299132
PsychArray-B-b37,2500,TRUE,306,121,195,622,504,0.564719810576164,0.850039463299132
InfiniumPsychArray-24v1-1_A1-b37,2500,TRUE,308,119,200,627,512,0.473559589581689,0.814917127071823
InfiniumPsychArray-24v1-2_A1-b37,2500,TRUE,293,134,222,649,549,0.548145224940805,0.906077348066298
InfiniumPsychArray-24v1-2_A2-b37,2500,TRUE,293,134,222,649,549,0.548145224940805,0.906077348066298
PsychChip_15048346_B-b37,2500,TRUE,287,140,227,654,556,0.63930544593528,0.926598263614838
PsychChip_v1-1_15073391_A1-b37,2500,TRUE,277,150,232,659,566,0.657458563535912,0.960142067876875
GSAMD-24v1-0_20011747_A1-b37,2500,TRUE,370,57,63,490,298,0.369376479873717,0.859510655090766
GSAMD-24v2-0_20024620_A1-b37,2500,TRUE,140,287,638,1065,1030,0.873717442778216,0.980662983425414
GSA-24v1-0_A1-b37,2500,TRUE,370,57,62,489,297,0.369376479873717,0.859510655090766
GSA-24v1-0_A2-b37,2500,TRUE,370,57,62,489,297,0.369376479873717,0.859510655090766
GSA-24v1-0_A6-b37,2500,TRUE,370,57,62,489,297,0.369376479873717,0.859510655090766
GSA-24v2-0_A1-b37,2500,TRUE,208,219,553,980,921,0.80939226519337,0.979873717442778
GSCA-24v1-0_20010441_A1-b37,2500,TRUE,370,57,63,490,298,0.369376479873717,0.859510655090766
OncoArray-500K_B-b37,2500,TRUE,376,51,73,500,312,0.620757695343331,0.93843725335438
OncoArray-500K-C-b37,2500,TRUE,376,51,73,500,312,0.620757695343331,0.938042620363062
Consortium-OncoArray_15047405_A-b37,2500,TRUE,374,53,78,505,318,0.620757695343331,0.940015785319653
NeuroX_15036164_A-b37,2500,TRUE,358,69,143,570,399,0.542620363062352,0.815311760063141
Mapping250K_Nsp.na32.annot-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,2500,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,2500,TRUE,315,112,105,532,393,0.625887924230466,0.94475138121547
