chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match,diff,diff_macro,n.snps,allele_freq,mcc,concordance,info,certainty,info_type0,concord_type0,r2_type0,info_comb
human660w-quad_v1_h-b37,MAF_Experiments,MAF1%,TRUE,0.730726862302483,0.109313338595107,0.895816890292028,0.11681136543015,0.868587213891081,0.0074980268350434,-0.0272296764009471,122,0.0666082826076771,0.510751677145932,0.987225784130348,0.736522831050228,0.989552511415525,-0.622744292237443,-0.599440639269406,-0.632664383561644,0.712107305936073
Human670-QuadCustom_v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.730148984198646,0.109313338595107,0.895816890292028,0.116022099447514,0.868981846882399,0.00670876085240725,-0.0268350434096291,122,0.0666082826076771,0.511366829869975,0.987160011965128,0.736381278538813,0.989536529680365,-0.622554794520548,-0.599442922374429,-0.632520547945206,0.712155251141553
HumanOmniExpress-12v1_A-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.761066189624329,0.204419889502762,0.85240726124704,0.146408839779006,0.856748224151539,-0.0580110497237569,0.00434096290449881,227,0.0539721164010611,0.726124932087917,0.989061400334512,0.767431407942238,0.990182310469314,-0.759653429602888,-0.741090252707581,-0.768146209386282,0.747947653429603
humanomniexpressexome-8v1-0_a-b37,MAF_Experiments,MAF1%,TRUE,0.761066189624329,0.204419889502762,0.85240726124704,0.146408839779006,0.856748224151539,-0.0580110497237569,0.00434096290449881,227,0.0539721164010611,0.726124932087917,0.989061400334512,0.767431407942238,0.990182310469314,-0.759653429602888,-0.741090252707581,-0.768146209386282,0.747947653429603
HumanOmniExpressExome-8-v1-0-B-b37,MAF_Experiments,MAF1%,TRUE,0.760885509838998,0.204419889502762,0.85240726124704,0.144041041831097,0.857142857142857,-0.0603788476716653,0.00473559589581685,227,0.0539721164010611,0.726868461986193,0.989043591986528,0.767335740072202,0.990176895306859,-0.759740072202166,-0.74107761732852,-0.768018050541516,0.747765342960289
HumanOmniExpressExome-8v1-2_A-b37,MAF_Experiments,MAF1%,TRUE,0.733640144665461,0.19060773480663,0.787292817679558,0.115232833464878,0.803078137332281,-0.0753749013417522,0.0157853196527229,215,0.054526325189107,0.681924592445712,0.987607947966056,0.739956204379562,0.988669708029197,-0.770866788321168,-0.752742700729927,-0.779948905109489,0.721074817518248
HumanOmniExpressExome-8-v1-2-B-b37,MAF_Experiments,MAF1%,TRUE,0.733602169981917,0.19060773480663,0.787292817679558,0.11483820047356,0.799526440410418,-0.075769534333070293,0.0122336227308603,215,0.054526325189107,0.680362647807563,0.987636753293889,0.739921532846715,0.988658759124088,-0.770941605839416,-0.75273905109489,-0.779881386861314,0.720965328467153
OmniExpressExome-8v1-1_A-b37,MAF_Experiments,MAF1%,TRUE,0.743067028985507,0.192975532754538,0.842936069455406,0.117205998421468,0.817284925019732,-0.0757695343330702,-0.0256511444356748,215,0.0545516983647621,0.706371614715169,0.988179767952915,0.749484460694698,0.989031078610603,-0.766957952468007,-0.748608775137112,-0.776546617915905,0.730402193784278
OmniExpressExome-8v1-1_B-b37,MAF_Experiments,MAF1%,TRUE,0.742849637681159,0.192975532754538,0.842936069455406,0.117600631412786,0.816101026045777,-0.0753749013417522,-0.0268350434096291,215,0.0545516983647621,0.706805848272787,0.98814369546742,0.749259597806216,0.989053016453382,-0.767234003656307,-0.748606946983547,-0.776555758683729,0.729901279707495
HumanOmniExpressExome-8-v1-1-C-b37,MAF_Experiments,MAF1%,TRUE,0.743023550724638,0.192975532754538,0.842936069455406,0.117205998421468,0.81767955801105,-0.0757695343330702,-0.0252565114443567,215,0.0545516983647621,0.704326900608955,0.988185539550595,0.749442413162706,0.989054844606947,-0.767045703839123,-0.748608775137112,-0.776524680073126,0.73027239488117
InfiniumOmniExpressExome-8v1-3_A-b37,MAF_Experiments,MAF1%,TRUE,0.73886231884058,0.191397000789266,0.831491712707182,0.124309392265193,0.814127861089187,-0.0670876085240726,-0.0173638516179953,215,0.0545870494005474,0.701019162995031,0.988019606117316,0.745234003656307,0.988798903107861,-0.766336380255942,-0.748497257769653,-0.775032906764168,0.726773308957952
InfiniumOmniExpressExome-8v1-4_A1-b37,MAF_Experiments,MAF1%,TRUE,0.73467032967033,0.183109707971586,0.821231254932912,0.125887924230466,0.816495659037096,-0.0572217837411208,-0.00473559589581685,208,0.0550954340744069,0.684729676897225,0.987783154642153,0.741072088724584,0.988707948243993,-0.763541589648798,-0.745709796672828,-0.772306839186691,0.722609981515712
HumanOmni25Exome-8v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.864246056782334,0.291633780584057,0.882004735595896,0.244277821625888,0.903314917127072,-0.0473559589581689,0.0213101815311759,420,0.048104444107044,0.875486389615583,0.992592945794116,0.870036565977742,0.993957074721781,-0.616279809220986,-0.584798092209857,-0.62591573926868,0.837627980922099
HumanOmni2-5Exome-8-v1-1-A-b37,MAF_Experiments,MAF1%,TRUE,0.85683676703645,0.282557221783741,0.882399368587214,0.232438831886346,0.902131018153118,-0.0501183898973954,0.0197316495659037,414,0.0483431718406036,0.877657087471628,0.992304656669298,0.863126198083067,0.993698083067093,-0.616787539936102,-0.585838658146965,-0.62741214057508,0.831220447284345
InfiniumOmni2.5Exome-8v1-2_A-b37,MAF_Experiments,MAF1%,TRUE,0.845474959612278,0.270323599052881,0.904498816101026,0.206787687450671,0.887529597474349,-0.0635359116022099,-0.0169692186266771,382,0.0492937740539735,0.855104749079904,0.991836753057442,0.851876221498371,0.993475570032573,-0.654796416938111,-0.626482084690554,-0.662874592833876,0.822701954397394
InfiniumOmni2-5Exome-8v1-3_A1-b37,MAF_Experiments,MAF1%,TRUE,0.861216772151899,0.290055248618785,0.910812943962115,0.230465666929755,0.900552486187845,-0.0595895816890292,-0.0102604577742699,414,0.0482635518983295,0.876793761616814,0.99235217627192,0.86740350877193,0.993923444976077,-0.621122807017544,-0.589714513556619,-0.631704944178628,0.835014354066986
HumanOmniZhongHua-8v1_B-b37,MAF_Experiments,MAF1%,TRUE,0.453660531697341,0.112470402525651,0.436858721389108,0.0315706393054459,0.360299921073402,-0.0808997632202052,-0.0765588003157064,142,0.0605329502240602,0.343820311005707,0.969261025263034,0.457084710743802,0.971194214876033,-0.853743801652893,-0.843204545454545,-0.852940082644628,0.446681818181818
humanomnizhonghua-8v1-1_a-b37,MAF_Experiments,MAF1%,TRUE,0.393281314168378,0.113259668508287,0.426992896606156,0.0295974743488556,0.288476716653512,-0.0836621941594317,-0.138516179952644,137,0.0607792118475046,0.311874389418012,0.966948258866142,0.397224066390041,0.968510373443983,-0.863790456431535,-0.854946058091286,-0.862973029045643,0.388248962655602
HumanOmniZhongHua-8v1-2_A-b37,MAF_Experiments,MAF1%,TRUE,0.366837837837838,0.102209944751381,0.411996842936069,0.0256511444356748,0.291633780584057,-0.0765588003157064,-0.120363062352013,124,0.0614980798949414,0.271822381642362,0.965902383052669,0.370535714285714,0.967510504201681,-0.885056722689076,-0.878252100840336,-0.883510504201681,0.363674369747899
InfiniumOmniZhongHua-8v1-3_A1-b37,MAF_Experiments,MAF1%,TRUE,0.34796066252588,0.101815311760063,0.409629044988161,0.0209155485398579,0.289265982636148,-0.0808997632202052,-0.120363062352013,123,0.0612341610168652,0.255081963402677,0.965690871924257,0.351435146443515,0.967301255230126,-0.898133891213389,-0.891326359832636,-0.896374476987448,0.344558577405858
InfiniumOmniZhongHua-8v1-3_A2-b37,MAF_Experiments,MAF1%,TRUE,0.34796066252588,0.101815311760063,0.409629044988161,0.0209155485398579,0.289265982636148,-0.0808997632202052,-0.120363062352013,123,0.0612341610168652,0.255081963402677,0.965690871924257,0.351435146443515,0.967301255230126,-0.898133891213389,-0.891326359832636,-0.896374476987448,0.344558577405858
Human1Mv1_C-b37,MAF_Experiments,MAF1%,TRUE,0.755385300668151,0.128650355169692,0.904104183109708,0.132202052091555,0.896606156274665,0.00355169692186266,-0.00749802683504341,157,0.065917041745771,0.563519850150694,0.98864274693004,0.761898648648649,0.99061036036036,-0.508540540540541,-0.483632882882883,-0.522198198198198,0.735511261261261
Human1M-Duov3_B-b37,MAF_Experiments,MAF1%,TRUE,0.729072562358277,0.109707971586425,0.895816890292028,0.117600631412786,0.869771112865036,0.00789265982636149,-0.0260457774269929,122,0.0669011534868902,0.497796255989567,0.98711740512516,0.735298165137615,0.989506880733945,-0.612160550458716,-0.58844495412844,-0.62193119266055,0.710449541284404
Human1M-Duov3_C-b37,MAF_Experiments,MAF1%,TRUE,0.729301587301587,0.109707971586425,0.895816890292028,0.11681136543015,0.868981846882399,0.00710339384372534,-0.0268350434096291,122,0.0669011534868902,0.500630274749083,0.98718166875448,0.735580275229358,0.989529816513761,-0.612199541284404,-0.58844495412844,-0.622022935779816,0.710692660550459
human1m-duov3_h-b37,MAF_Experiments,MAF1%,TRUE,0.729301587301587,0.109707971586425,0.895816890292028,0.11681136543015,0.868981846882399,0.00710339384372534,-0.0268350434096291,122,0.0669011534868902,0.500630274749083,0.98718166875448,0.735580275229358,0.989529816513761,-0.612199541284404,-0.58844495412844,-0.622022935779816,0.710692660550459
HumanOmni1-Quad_v1-0_B-b37,MAF_Experiments,MAF1%,TRUE,0.392213942307692,0.00631412786108919,0.439621152328335,0.00947119179163378,0.573007103393844,0.00315706393054459,0.133385951065509,24,0.0704703141893125,0.107404362489379,0.967045744780955,0.393571776155718,0.973535279805353,-0.913223844282238,-0.912450121654501,-0.915194647201946,0.392756690997567
HumanOmni1-Quad_v1-0_C-b37,MAF_Experiments,MAF1%,TRUE,0.392504807692308,0.00631412786108919,0.439621152328335,0.00907655880031571,0.572217837411208,0.00276243093922652,0.132596685082873,24,0.0704703141893125,0.102870745538631,0.9671417625404,0.393880778588808,0.973549878345499,-0.913221411192214,-0.912447688564477,-0.915194647201946,0.393068126520681
HumanOmni1-Quad_v1-0_H-b37,MAF_Experiments,MAF1%,TRUE,0.392504807692308,0.00631412786108919,0.439621152328335,0.00907655880031571,0.572217837411208,0.00276243093922652,0.132596685082873,24,0.0704703141893125,0.102870745538631,0.9671417625404,0.393880778588808,0.973549878345499,-0.913221411192214,-0.912447688564477,-0.915194647201946,0.393068126520681
humanomni1-quad_v1-0-multi_h-b37,MAF_Experiments,MAF1%,TRUE,0.392504807692308,0.00631412786108919,0.439621152328335,0.00907655880031571,0.572217837411208,0.00276243093922652,0.132596685082873,24,0.0704703141893125,0.102870745538631,0.9671417625404,0.393880778588808,0.973549878345499,-0.913221411192214,-0.912447688564477,-0.915194647201946,0.393068126520681
HumanOmni1S-8v1_H-b37,MAF_Experiments,MAF1%,TRUE,0.673355813953488,0.095501183898974,0.846882399368587,0.0844514601420679,0.829123914759274,-0.0110497237569061,-0.0177584846093134,85,0.0684600027856447,0.379646217891943,0.984748595570825,0.679018823529412,0.986872941176471,-0.717155294117647,-0.699858823529412,-0.723435294117647,0.66076
Human1-2M-DuoCustom_v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.730221218961625,0.109313338595107,0.895816890292028,0.115627466456196,0.869771112865036,0.00631412786108917,-0.0260457774269929,122,0.0666082826076771,0.504860037716435,0.987169021850775,0.736456621004566,0.989550228310502,-0.62266894977169,-0.599449771689498,-0.632662100456621,0.712116438356164
HumanOmni2.5-4v1_B-b37,MAF_Experiments,MAF1%,TRUE,0.673369767441861,0.095501183898974,0.846882399368587,0.0844514601420679,0.830702446724546,-0.0110497237569061,-0.016179952644041,85,0.0684600027856447,0.381344141833337,0.984744881377966,0.678912941176471,0.98684,-0.717164705882353,-0.699863529411765,-0.723449411764706,0.660644705882353
HumanOmni2.5-4v1_D-b37,MAF_Experiments,MAF1%,TRUE,0.672893023255814,0.095501183898974,0.846882399368587,0.085240726124704,0.82991318074191,-0.0102604577742699,-0.0169692186266772,85,0.0684600027856447,0.380474057446209,0.984743024281536,0.678588235294118,0.986823529411765,-0.71716,-0.699856470588235,-0.723444705882353,0.660324705882353
HumanOmni2.5-4v1_H-b37,MAF_Experiments,MAF1%,TRUE,0.673369767441861,0.095501183898974,0.846882399368587,0.0844514601420679,0.830702446724546,-0.0110497237569061,-0.016179952644041,85,0.0684600027856447,0.381344141833337,0.984744881377966,0.678912941176471,0.98684,-0.717164705882353,-0.699863529411765,-0.723449411764706,0.660644705882353
HumanOmni2.5-8v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.802459143968872,0.201657458563536,0.898184688239937,0.149960536700868,0.870165745856354,-0.0516969218626677,-0.0280189423835833,239,0.0579133606139218,0.781969286476,0.989644179047081,0.81016699410609,0.991624754420432,-0.628667976424361,-0.596992141453831,-0.640976424361493,0.777196463654224
HumanOmni2-5-8-v1-0-D-b37,MAF_Experiments,MAF1%,TRUE,0.802459143968872,0.201657458563536,0.898184688239937,0.150355169692186,0.87095501183899,-0.0513022888713497,-0.0272296764009472,239,0.0579133606139218,0.780799176038247,0.989658134634201,0.810192534381139,0.991614931237721,-0.62864047151277,-0.596990176817289,-0.640846758349705,0.777249508840864
HumanOmni25-8v1-1_A-b37,MAF_Experiments,MAF1%,TRUE,0.788679133858268,0.191397000789266,0.864640883977901,0.142857142857143,0.863851617995264,-0.0485398579321231,-7.89265982636067e-4,222,0.058568870910292,0.74397857130195,0.988991857850529,0.795333996023857,0.991085487077535,-0.655626242544732,-0.627685884691849,-0.665658051689861,0.766055666003976
HumanOmni2-5-8-v1-2-A-b37,MAF_Experiments,MAF1%,TRUE,0.691987780040733,0.143646408839779,0.842541436464088,0.0883977900552486,0.840568271507498,-0.0552486187845304,-0.00197316495659039,180,0.0604275677940503,0.594410964256735,0.985674660014746,0.69851646090535,0.986876543209877,-0.723860082304527,-0.704537037037037,-0.729771604938272,0.678450617283951
humanomni25m-8v1-1_b-b37,MAF_Experiments,MAF1%,TRUE,0.788830708661417,0.191397000789266,0.864640883977901,0.144435674822415,0.864246250986582,-0.0469613259668508,-3.94632991318034e-4,222,0.058568870910292,0.745424454357197,0.989064037244567,0.795473161033797,0.991087475149105,-0.655540755467197,-0.627677932405567,-0.665606361829026,0.766280318091451
HumanOmni2.5-8v1_C-b37,MAF_Experiments,MAF1%,TRUE,0.802577821011673,0.201657458563536,0.898184688239937,0.147987371744278,0.87095501183899,-0.0536700868192581,-0.0272296764009472,239,0.0579133606139218,0.779252089567217,0.989661235875783,0.810284872298625,0.991628683693517,-0.628677799607073,-0.596972495088409,-0.640591355599214,0.777304518664047
HumanOmni2-5-8-v1-1-C-b37,MAF_Experiments,MAF1%,TRUE,0.787956692913386,0.191397000789266,0.864640883977901,0.143251775848461,0.863062352012628,-0.048145224940805,-0.00157853196527225,222,0.058568870910292,0.74558342997041,0.989042854161534,0.79462027833002,0.9910675944334,-0.655691848906561,-0.627685884691849,-0.665357852882704,0.76527634194831
HumanOmni2.5S-8v1_B-b37,MAF_Experiments,MAF1%,TRUE,0.462081145584726,0.0118389897395422,0.436069455406472,0.0220994475138122,0.639700078926598,0.0102604577742699,0.203630623520126,31,0.0700749993327462,0.120648042206879,0.9754374325597,0.465326086956522,0.977719806763285,-0.896219806763285,-0.893898550724638,-0.897777777777778,0.462913043478261
HumanOmni25-8v1-2_A1-b37,MAF_Experiments,MAF1%,TRUE,0.691869653767821,0.143646408839779,0.842541436464088,0.0891870560378848,0.842541436464088,-0.0544593528018942,0,180,0.0604275677940503,0.594713062365732,0.985787528298271,0.698201646090535,0.986899176954733,-0.723775720164609,-0.704534979423868,-0.729835390946502,0.678220164609054
InfiniumOmni2-5-8v1-3_A1-b37,MAF_Experiments,MAF1%,TRUE,0.748440476190476,0.166535122336227,0.894238358326756,0.11483820047356,0.869771112865036,-0.0516969218626677,-0.0244672454617206,206,0.0590241255992648,0.676324218710518,0.987881050182449,0.755545090180361,0.989182364729459,-0.688452905811623,-0.66436873747495,-0.695354709418838,0.730523046092184
HumanOmni5-4v1_B-b37,MAF_Experiments,MAF1%,TRUE,0.821090211132438,0.198500394632991,0.915153906866614,0.170876085240726,0.906471981057616,-0.0276243093922652,-0.00868192580899763,254,0.0572531402384929,0.800049529515445,0.99018541632251,0.828864341085271,0.992492248062016,-0.581610465116279,-0.547968992248062,-0.590951550387597,0.793936046511628
humanomni5-4v1_c-b37,MAF_Experiments,MAF1%,TRUE,0.82126103646833,0.198500394632991,0.915153906866614,0.170481452249408,0.906077348066298,-0.0280189423835833,-0.00907655880031566,254,0.0572531402384929,0.799955034710836,0.990164766921802,0.828934108527132,0.992492248062016,-0.581414728682171,-0.547972868217054,-0.59056007751938,0.794201550387597
HumanOmni5-4-v1-0-D-b37,MAF_Experiments,MAF1%,TRUE,0.821001919385797,0.198500394632991,0.915153906866614,0.170481452249408,0.906077348066298,-0.0280189423835833,-0.00907655880031566,254,0.0572531402384929,0.800583344397257,0.990175474018465,0.82871511627907,0.992488372093023,-0.581540697674419,-0.547984496124031,-0.590633720930233,0.793856589147287
HumanOmni5-4v1-1_A-b37,MAF_Experiments,MAF1%,TRUE,0.757554455445545,0.158642462509866,0.863456985003946,0.133385951065509,0.893054459352802,-0.0252565114443568,0.0295974743488556,211,0.0589494869771113,0.674321692166313,0.988356748224152,0.764364,0.98997,-0.670128,-0.645086,-0.677478,0.738412
InfiniumOmni5-4v1-2_A1-b37,MAF_Experiments,MAF1%,TRUE,0.80045703125,0.177584846093133,0.878453038674033,0.155880031570639,0.898973954222573,-0.0217048145224941,0.0205209155485399,237,0.0582134256167405,0.777596270654413,0.988964286881839,0.807723865877712,0.99130966469428,-0.61303550295858,-0.583082840236686,-0.622650887573964,0.776715976331361
HumanOmni5Exome-4v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.8818,0.310576164167324,0.917916337805841,0.258879242304657,0.917127071823204,-0.0516969218626677,-7.89265982636178e-4,460,0.0471399815226103,0.896526673404215,0.992916796681412,0.887551937984496,0.994817054263566,-0.561827906976744,-0.526984496124031,-0.573531782945736,0.851505426356589
HumanOmni5Exome-4v1-1_A-b37,MAF_Experiments,MAF1%,TRUE,0.88247213622291,0.313733228097869,0.918310970797159,0.25414364640884,0.916337805840568,-0.0595895816890292,-0.00197316495659039,459,0.0473516493935211,0.902354774075053,0.99298279744923,0.888336973478939,0.994878315132605,-0.565806552262091,-0.530424336973479,-0.579226209048362,0.851648985959438
HumanOmni5Exome-4v1-2_A-b37,MAF_Experiments,MAF1%,TRUE,0.846484896661367,0.263220205209156,0.882794001578532,0.21507498026835,0.898973954222573,-0.0481452249408051,0.016179952644041,405,0.0485183554934936,0.867532631590206,0.991702588387671,0.853075320512821,0.992738782051282,-0.636820512820513,-0.606902243589744,-0.645844551282051,0.822274038461538
InfiniumOmni5Exome-4v1-3_A1-b37,MAF_Experiments,MAF1%,TRUE,0.871006299212598,0.295974743488556,0.884372533543804,0.241910023677979,0.907261247040253,-0.0540647198105761,0.0228887134964483,443,0.0481514889565403,0.884768899274166,0.99262537427494,0.87714126984127,0.99401746031746,-0.568820634920635,-0.534760317460317,-0.581961904761905,0.841915873015873
HumanCytoSNP-12v1-0_D-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,MAF_Experiments,MAF1%,TRUE,0.780272727272727,0.17008681925809,0.887529597474349,0.124309392265193,0.877269139700079,-0.0457774269928966,-0.01026045777427,191,0.0599487782484738,0.725337356077439,0.988053090217934,0.787463265306122,0.99063265306122394,-0.679802040816327,-0.654240816326531,-0.686191836734694,0.760851020408163
HumanCore-12-v1-0-B-b37,MAF_Experiments,MAF1%,TRUE,0.780272727272727,0.17008681925809,0.887529597474349,0.124309392265193,0.877269139700079,-0.0457774269928966,-0.01026045777427,191,0.0599487782484738,0.725337356077439,0.988053090217934,0.787463265306122,0.99063265306122394,-0.679802040816327,-0.654240816326531,-0.686191836734694,0.760851020408163
humancore-24-v1-0-manifest-file-a-b37,MAF_Experiments,MAF1%,TRUE,0.781367676767677,0.161404893449092,0.889108129439621,0.12707182320442,0.876874506708761,-0.0343330702446724,-0.0122336227308603,190,0.0599342815263438,0.727132486119801,0.988111882479906,0.788312244897959,0.99060612244898,-0.683687755102041,-0.658328571428571,-0.690161224489796,0.761930612244898
InfiniumCore-24v1-1_A1-b37,MAF_Experiments,MAF1%,TRUE,0.750514170040486,0.148382004735596,0.883583267561168,0.106156274664562,0.877269139700079,-0.0422257300710339,-0.0063141278610892,179,0.0600407061105973,0.686536556668283,0.987267638642075,0.757306748466258,0.989229038854806,-0.721848670756646,-0.69840899795501,-0.727411042944785,0.732955010224949
