array,kHAP,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
Human1M-Duov3_C-b37,5000,TRUE,0.484475982532751,337,90,31,458,251,0.399368587213891,0.823599052880821
human1m-duov3_h-b37,5000,TRUE,0.484475982532751,337,90,31,458,251,0.399368587213891,0.823599052880821
HumanOmni1-Quad_v1-0_B-b37,5000,TRUE,0.213531177829099,409,18,6,433,111,0.164167324388319,0.562746645619574
HumanOmni1-Quad_v1-0_C-b37,5000,TRUE,0.213531177829099,409,18,6,433,111,0.164167324388319,0.562746645619574
HumanOmni1-Quad_v1-0_H-b37,5000,TRUE,0.213531177829099,409,18,6,433,111,0.164167324388319,0.562746645619574
humanomni1-quad_v1-0-multi_h-b37,5000,TRUE,0.213498845265589,409,18,6,433,111,0.164167324388319,0.562746645619574
HumanOmni1S-8v1_H-b37,5000,TRUE,0.41176062639821,363,64,20,447,213,0.376874506708761,0.810181531176006
Human1-2M-DuoCustom_v1_A-b37,5000,TRUE,0.4845,339,88,33,460,251,0.399368587213891,0.823204419889503
HumanOmni2.5-4v1_B-b37,5000,TRUE,0.41176062639821,363,64,20,447,213,0.376874506708761,0.809786898184688
HumanOmni2.5-4v1_D-b37,5000,TRUE,0.4117225950783,363,64,20,447,213,0.376874506708761,0.809786898184688
HumanOmni2.5-4v1_H-b37,5000,TRUE,0.4117225950783,363,64,20,447,213,0.376874506708761,0.809786898184688
HumanOmni2.5-8v1_A-b37,5000,TRUE,0.582723163841808,324,103,104,531,349,0.387924230465667,0.804656669297553
HumanOmni2-5-8-v1-0-D-b37,5000,TRUE,0.582723163841808,324,103,104,531,349,0.387924230465667,0.804656669297553
HumanOmni25-8v1-1_A-b37,5000,TRUE,0.560072380952381,333,94,98,525,336,0.387924230465667,0.808208366219416
HumanOmni2-5-8-v1-2-A-b37,5000,TRUE,0.489214566929134,355,72,81,508,277,0.352012628255722,0.84214680347277
humanomni25m-8v1-1_b-b37,5000,TRUE,0.559973333333333,333,94,98,525,336,0.387924230465667,0.808208366219416
HumanOmni2.5-8v1_C-b37,5000,TRUE,0.582691148775895,324,103,104,531,350,0.387924230465667,0.803472770323599
HumanOmni2-5-8-v1-1-C-b37,5000,TRUE,0.560015238095238,333,94,98,525,336,0.387924230465667,0.807813733228098
HumanOmni2.5S-8v1_B-b37,5000,TRUE,0.233493119266055,405,22,9,436,116,0.095501183898974,0.54104183109708
HumanOmni25-8v1-2_A1-b37,5000,TRUE,0.489196850393701,355,72,81,508,277,0.352012628255722,0.84214680347277
InfiniumOmni2-5-8v1-3_A1-b37,5000,TRUE,0.527984644913628,343,84,94,521,307,0.395816890292028,0.820836621941594
HumanOmni5-4v1_B-b37,5000,TRUE,0.61571375464684,310,117,111,538,367,0.399763220205209,0.814917127071823
humanomni5-4v1_c-b37,5000,TRUE,0.61571375464684,310,117,111,538,367,0.399763220205209,0.814917127071823
HumanOmni5-4-v1-0-D-b37,5000,TRUE,0.615728624535316,310,117,111,538,368,0.399763220205209,0.815706393054459
HumanOmni5-4v1-1_A-b37,5000,TRUE,0.5397969348659,338,89,95,522,308,0.357537490134175,0.835043409629045
InfiniumOmni5-4v1-2_A1-b37,5000,TRUE,0.580291115311909,321,106,102,529,330,0.465272296764009,0.895816890292028
HumanOmni5Exome-4v1_A-b37,5000,TRUE,0.739676161919041,274,153,240,667,536,0.63930544593528,0.86069455406472
HumanOmni5Exome-4v1-1_A-b37,5000,TRUE,0.738022624434389,276,151,236,663,535,0.655090765588003,0.858721389108129
HumanOmni5Exome-4v1-2_A-b37,5000,TRUE,0.680860681114551,304,123,219,646,476,0.570244672454617,0.836227308602999
InfiniumOmni5Exome-4v1-3_A1-b37,5000,TRUE,0.718992331288344,280,147,225,652,503,0.635359116022099,0.915548539857932
HumanCytoSNP-12v1-0_D-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,5000,TRUE,0.53319921875,342,85,85,512,312,0.229676400947119,0.688634569850039
HumanCore-12-v1-0-B-b37,5000,TRUE,0.533134765625,342,85,85,512,313,0.229676400947119,0.687845303867403
humancore-24-v1-0-manifest-file-a-b37,5000,TRUE,0.53100390625,343,84,85,512,314,0.229676400947119,0.683898973954223
InfiniumCore-24v1-1_A1-b37,5000,TRUE,0.505422700587084,353,74,84,511,297,0.229676400947119,0.663378058405683
Immuno_BeadChip_11419691_B-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,5000,TRUE,0.815057142857143,242,185,413,840,718,0.698500394632991,0.935674822415154
HumanExome-12v1_A-b37,5000,TRUE,0.533865619546248,354,73,146,573,333,0.597474348855564,0.736385161799526
HumanExome-12v1-1_A-b37,5000,TRUE,0.522194736842105,358,69,143,570,321,0.597474348855564,0.782951854775059
HumanExome-12v1-2_A-b37,5000,TRUE,0.519861403508772,359,68,143,570,320,0.578926598263615,0.689423835832676
InfiniumExome-24v1-1_A1-b37,5000,TRUE,0.516799645390071,360,67,137,564,318,0.48776637726914,0.726124704025257
HumanCoreExome-12v1-0_B-b37,5000,TRUE,0.724003067484663,282,145,225,652,508,0.667719021310182,0.880426203630624
humancoreexome-12v1-0_c-b37,5000,TRUE,0.724007668711656,282,145,225,652,509,0.667719021310182,0.880820836621942
HumanCoreExome-12-v1-0-D-b37,5000,TRUE,0.724007668711656,282,145,225,652,509,0.667719021310182,0.880820836621942
humancoreexome-12v1-1_a-b37,5000,TRUE,0.713622324159021,287,140,227,654,504,0.64956590370955,0.781767955801105
HumanCoreExome-12v1-1_B-b37,5000,TRUE,0.713622324159021,287,140,227,654,504,0.64956590370955,0.781767955801105
HumanCoreExome-12-v1-1-C-b37,5000,TRUE,0.713622324159021,287,140,227,654,504,0.64956590370955,0.781767955801105
HumanCoreExome-24v1-0_A-b37,5000,TRUE,0.696199059561128,293,134,211,638,480,0.572612470402526,0.785714285714286
InfiniumCoreExome-24v1-1_A-b37,5000,TRUE,0.701911214953271,291,136,215,642,487,0.572612470402526,0.82162588792423
InfiniumCoreExome-24v1-2_A1-b37,5000,TRUE,0.712837672281776,290,137,226,653,505,0.558405682715075,0.817284925019732
Cardio-Metabo_Chip_11395247_A-b37,5000,TRUE,0.454944933920705,327,100,27,454,222,0.662194159431729,0.888713496448303
cardio-metabo_chip_11395247_c-b37,5000,TRUE,0.454870044052863,327,100,27,454,222,0.662194159431729,0.889108129439621
CVDSNP55v1_A-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,5000,TRUE,0.659657556270096,306,121,195,622,440,0.583267561168114,0.834254143646409
PsychArray-B-b37,5000,TRUE,0.659657556270096,306,121,195,622,440,0.583267561168114,0.834254143646409
InfiniumPsychArray-24v1-1_A1-b37,5000,TRUE,0.668735247208931,308,119,200,627,450,0.492107340173638,0.826361483820047
InfiniumPsychArray-24v1-2_A1-b37,5000,TRUE,0.703087827426811,293,134,222,649,493,0.558405682715075,0.811365430149961
InfiniumPsychArray-24v1-2_A2-b37,5000,TRUE,0.703047765793528,293,134,222,649,493,0.558405682715075,0.812943962115233
PsychChip_15048346_B-b37,5000,TRUE,0.713565749235474,287,140,227,654,504,0.64956590370955,0.782162588792423
PsychChip_v1-1_15073391_A1-b37,5000,TRUE,0.734169954476479,277,150,232,659,523,0.667719021310182,0.880031570639305
GSAMD-24v1-0_20011747_A1-b37,5000,TRUE,0.436420408163265,370,57,63,490,242,0.442778216258879,0.829123914759274
GSAMD-24v2-0_20024620_A1-b37,5000,TRUE,0.925770892018779,140,287,638,1065,1016,0.873717442778216,0.961325966850829
GSA-24v1-0_A1-b37,5000,TRUE,0.435267893660532,370,57,62,489,241,0.442778216258879,0.829518547750592
GSA-24v1-0_A2-b37,5000,TRUE,0.435366053169734,370,57,62,489,241,0.442778216258879,0.829518547750592
GSA-24v1-0_A6-b37,5000,TRUE,0.435337423312883,370,57,62,489,242,0.442778216258879,0.829518547750592
GSA-24v2-0_A1-b37,5000,TRUE,0.875224489795918,208,219,553,980,895,0.80939226519337,0.953827940015785
GSCA-24v1-0_20010441_A1-b37,5000,TRUE,0.436571428571429,370,57,63,490,242,0.442778216258879,0.82991318074191
OncoArray-500K_B-b37,5000,TRUE,0.435962,376,51,73,500,243,0.636937647987372,0.951065509076559
OncoArray-500K-C-b37,5000,TRUE,0.43596,376,51,73,500,243,0.636937647987372,0.950276243093923
Consortium-OncoArray_15047405_A-b37,5000,TRUE,0.445356435643564,374,53,78,505,250,0.636937647987372,0.950276243093923
NeuroX_15036164_A-b37,5000,TRUE,0.522184210526316,358,69,143,570,321,0.597474348855564,0.78689818468824
Mapping250K_Nsp.na32.annot-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,5000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,5000,TRUE,0.583300751879699,315,112,105,532,328,0.63930544593528,0.885951065509077
