array,MCMC,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
Human1M-Duov3_C-b37,1,TRUE,0.713665938864629,337,90,31,458,380,0.389108129439621,0.933307024467245
human1m-duov3_h-b37,1,TRUE,0.7137096069869,337,90,31,458,380,0.389108129439621,0.932123125493291
HumanOmni1-Quad_v1-0_B-b37,1,TRUE,0.382016166281755,409,18,6,433,206,0.12904498816101,0.524467245461721
HumanOmni1-Quad_v1-0_C-b37,1,TRUE,0.382016166281755,409,18,6,433,206,0.12904498816101,0.524467245461721
HumanOmni1-Quad_v1-0_H-b37,1,TRUE,0.381842956120092,409,18,6,433,206,0.12904498816101,0.523283346487766
humanomni1-quad_v1-0-multi_h-b37,1,TRUE,0.381842956120092,409,18,6,433,206,0.12904498816101,0.523283346487766
HumanOmni1S-8v1_H-b37,1,TRUE,0.658758389261745,363,64,20,447,350,0.36266771902131,0.906866614048935
Human1-2M-DuoCustom_v1_A-b37,1,TRUE,0.715182608695652,339,88,33,460,382,0.389108129439621,0.931728492501973
HumanOmni2.5-4v1_B-b37,1,TRUE,0.658890380313199,363,64,20,447,351,0.36266771902131,0.907261247040253
HumanOmni2.5-4v1_D-b37,1,TRUE,0.659058165548098,363,64,20,447,351,0.36266771902131,0.90568271507498
HumanOmni2.5-4v1_H-b37,1,TRUE,0.659058165548098,363,64,20,447,351,0.36266771902131,0.90568271507498
HumanOmni2.5-8v1_A-b37,1,TRUE,0.787129943502825,324,103,104,531,479,0.355169692186267,0.940805051302289
HumanOmni2-5-8-v1-0-D-b37,1,TRUE,0.787516007532957,324,103,104,531,479,0.355169692186267,0.937647987371744
HumanOmni25-8v1-1_A-b37,1,TRUE,0.772908571428571,333,94,98,525,466,0.355169692186267,0.93843725335438
HumanOmni2-5-8-v1-2-A-b37,1,TRUE,0.676856299212598,355,72,81,508,397,0.326361483820047,0.878847671665351
humanomni25m-8v1-1_b-b37,1,TRUE,0.772948571428571,333,94,98,525,466,0.355169692186267,0.938831886345698
HumanOmni2.5-8v1_C-b37,1,TRUE,0.787416195856874,324,103,104,531,480,0.355169692186267,0.93843725335438
HumanOmni2-5-8-v1-1-C-b37,1,TRUE,0.772948571428571,333,94,98,525,466,0.355169692186267,0.938831886345698
HumanOmni2.5S-8v1_B-b37,1,TRUE,0.449543577981651,405,22,9,436,244,0.0485398579321231,0.639700078926598
HumanOmni25-8v1-2_A1-b37,1,TRUE,0.677332677165354,355,72,81,508,399,0.326361483820047,0.879242304656669
InfiniumOmni2-5-8v1-3_A1-b37,1,TRUE,0.732717850287908,343,84,94,521,451,0.363062352012628,0.930149960536701
HumanOmni5-4v1_B-b37,1,TRUE,0.805934944237918,310,117,111,538,492,0.389502762430939,0.939226519337017
humanomni5-4v1_c-b37,1,TRUE,0.805907063197026,310,117,111,538,492,0.389502762430939,0.940805051302289
HumanOmni5-4-v1-0-D-b37,1,TRUE,0.805342007434944,310,117,111,538,491,0.389502762430939,0.941594317284925
HumanOmni5-4v1-1_A-b37,1,TRUE,0.741814176245211,338,89,95,522,444,0.335832675611681,0.892265193370166
InfiniumOmni5-4v1-2_A1-b37,1,TRUE,0.783691871455577,321,106,102,529,477,0.381610102604578,0.928966061562747
HumanOmni5Exome-4v1_A-b37,1,TRUE,0.867892053973013,274,153,240,667,627,0.623125493291239,0.94672454617206
HumanOmni5Exome-4v1-1_A-b37,1,TRUE,0.869337858220211,276,151,236,663,625,0.644830307813733,0.955406471981058
HumanOmni5Exome-4v1-2_A-b37,1,TRUE,0.832756965944272,304,123,219,646,592,0.567087608524073,0.899763220205209
InfiniumOmni5Exome-4v1-3_A1-b37,1,TRUE,0.857673312883436,280,147,225,652,613,0.554853985793212,0.964877663772691
HumanCytoSNP-12v1-0_D-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,1,TRUE,0.764650390625,342,85,85,512,452,0.207971586424625,0.856353591160221
HumanCore-12-v1-0-B-b37,1,TRUE,0.764650390625,342,85,85,512,452,0.207971586424625,0.856353591160221
humancore-24-v1-0-manifest-file-a-b37,1,TRUE,0.765349609375,343,84,85,512,452,0.207971586424625,0.855564325177585
InfiniumCore-24v1-1_A1-b37,1,TRUE,0.734291585127202,353,74,84,511,442,0.207971586424625,0.856353591160221
Immuno_BeadChip_11419691_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,1,TRUE,0.900090476190476,242,185,413,840,804,0.683109707971586,0.977111286503552
HumanExome-12v1_A-b37,1,TRUE,0.743322862129145,354,73,146,573,487,0.503157063930545,0.868981846882399
HumanExome-12v1-1_A-b37,1,TRUE,0.7294,358,69,143,570,479,0.503157063930545,0.871349644830308
HumanExome-12v1-2_A-b37,1,TRUE,0.719863157894737,359,68,143,570,473,0.490923441199684,0.861878453038674
InfiniumExome-24v1-1_A1-b37,1,TRUE,0.711969858156028,360,67,137,564,460,0.399763220205209,0.886345698500395
HumanCoreExome-12v1-0_B-b37,1,TRUE,0.859170245398773,282,145,225,652,608,0.651144435674822,0.969613259668508
humancoreexome-12v1-0_c-b37,1,TRUE,0.859170245398773,282,145,225,652,608,0.651144435674822,0.969613259668508
HumanCoreExome-12-v1-0-D-b37,1,TRUE,0.859564417177914,282,145,225,652,612,0.651144435674822,0.970007892659826
humancoreexome-12v1-1_a-b37,1,TRUE,0.855019877675841,287,140,227,654,612,0.63930544593528,0.950670876085241
HumanCoreExome-12v1-1_B-b37,1,TRUE,0.855019877675841,287,140,227,654,612,0.63930544593528,0.950670876085241
HumanCoreExome-12-v1-1-C-b37,1,TRUE,0.854934250764526,287,140,227,654,610,0.63930544593528,0.949881610102605
HumanCoreExome-24v1-0_A-b37,1,TRUE,0.845296238244514,293,134,211,638,588,0.560378847671665,0.890686661404893
InfiniumCoreExome-24v1-1_A-b37,1,TRUE,0.847797507788162,291,136,215,642,596,0.560378847671665,0.904104183109708
InfiniumCoreExome-24v1-2_A1-b37,1,TRUE,0.855937212863706,290,137,226,653,611,0.539068666140489,0.941594317284925
Cardio-Metabo_Chip_11395247_A-b37,1,TRUE,0.642200440528634,327,100,27,454,344,0.616022099447514,0.910418310970797
cardio-metabo_chip_11395247_c-b37,1,TRUE,0.642431718061674,327,100,27,454,345,0.616022099447514,0.911602209944751
CVDSNP55v1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,1,TRUE,0.823887459807074,306,121,195,622,566,0.552486187845304,0.884767166535122
PsychArray-B-b37,1,TRUE,0.824054662379421,306,121,195,622,566,0.552486187845304,0.880820836621942
InfiniumPsychArray-24v1-1_A1-b37,1,TRUE,0.826204146730462,308,119,200,627,573,0.461325966850829,0.872533543804262
InfiniumPsychArray-24v1-2_A1-b37,1,TRUE,0.849440677966102,293,134,222,649,608,0.548145224940805,0.945935280189424
InfiniumPsychArray-24v1-2_A2-b37,1,TRUE,0.849440677966102,293,134,222,649,608,0.548145224940805,0.945935280189424
PsychChip_15048346_B-b37,1,TRUE,0.855111620795107,287,140,227,654,610,0.63930544593528,0.94869771112865
PsychChip_v1-1_15073391_A1-b37,1,TRUE,0.864298937784522,277,150,232,659,620,0.642067876874507,0.960931333859511
GSAMD-24v1-0_20011747_A1-b37,1,TRUE,0.634712244897959,370,57,63,490,359,0.362273086029992,0.876479873717443
GSAMD-24v2-0_20024620_A1-b37,1,TRUE,0.958252582159624,140,287,638,1065,1047,0.867403314917127,0.99171270718232
GSA-24v1-0_A1-b37,1,TRUE,0.634347648261759,370,57,62,489,357,0.362273086029992,0.875690607734807
GSA-24v1-0_A2-b37,1,TRUE,0.634347648261759,370,57,62,489,357,0.362273086029992,0.875690607734807
GSA-24v1-0_A6-b37,1,TRUE,0.634347648261759,370,57,62,489,357,0.362273086029992,0.875690607734807
GSA-24v2-0_A1-b37,1,TRUE,0.932171428571429,208,219,553,980,949,0.803078137332281,0.985793212312549
GSCA-24v1-0_20010441_A1-b37,1,TRUE,0.634948979591837,370,57,63,490,359,0.362273086029992,0.875690607734807
OncoArray-500K_B-b37,1,TRUE,0.655106,376,51,73,500,386,0.589976322020521,0.942383583267561
OncoArray-500K-C-b37,1,TRUE,0.655106,376,51,73,500,386,0.589976322020521,0.942383583267561
Consortium-OncoArray_15047405_A-b37,1,TRUE,0.662394059405941,374,53,78,505,392,0.589976322020521,0.944356748224151
NeuroX_15036164_A-b37,1,TRUE,0.729375438596491,358,69,143,570,480,0.503157063930545,0.872138910812944
Mapping250K_Nsp.na32.annot-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,1,TRUE,0.764453007518797,315,112,105,532,466,0.619573796369376,0.961720599842147
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,5,TRUE,0.86153,198,229,73,500,472,0.98973954222573,0.997632202052092
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,5,TRUE,0.768457627118644,306,121,45,472,418,0.528413575374901,0.980662983425414
HumanHap550-2v3_B-b37,5,TRUE,0.739718884120172,312,115,39,466,399,0.524072612470402,0.977900552486188
HumanHap550v3_A-b37,5,TRUE,0.739864806866953,312,115,39,466,399,0.524072612470402,0.977900552486188
Human610-Quadv1_B-b37,5,TRUE,0.713410480349345,337,90,31,458,380,0.389108129439621,0.932517758484609
human610-quadv1_h-b37,5,TRUE,0.713410480349345,337,90,31,458,380,0.389108129439621,0.932517758484609
HumanHap650Yv3_A-b37,5,TRUE,0.739755364806867,312,115,39,466,398,0.524072612470402,0.977900552486188
Human660W-Quad_v1_A-b37,5,TRUE,0.71425652173913,339,88,33,460,382,0.389108129439621,0.932123125493291
Human660W-Quad_v1_C-b37,5,TRUE,0.71425652173913,339,88,33,460,382,0.389108129439621,0.932123125493291
human660w-quad_v1_h-b37,5,TRUE,0.71425652173913,339,88,33,460,382,0.389108129439621,0.932123125493291
Human670-QuadCustom_v1_A-b37,5,TRUE,0.71425652173913,339,88,33,460,382,0.389108129439621,0.932123125493291
HumanOmniExpress-12v1_A-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,5,TRUE,0.746470486111111,355,72,149,576,498,0.490923441199684,0.867797947908445
humanomniexpressexome-8v1-0_a-b37,5,TRUE,0.746423611111111,355,72,149,576,498,0.490923441199684,0.870165745856354
HumanOmniExpressExome-8-v1-0-B-b37,5,TRUE,0.746310763888889,355,72,149,576,498,0.490923441199684,0.869376479873717
HumanOmniExpressExome-8v1-2_A-b37,5,TRUE,0.719152631578947,359,68,143,570,473,0.490923441199684,0.859116022099447
HumanOmniExpressExome-8-v1-2-B-b37,5,TRUE,0.719401754385965,359,68,143,570,473,0.490923441199684,0.86069455406472
OmniExpressExome-8v1-1_A-b37,5,TRUE,0.728783831282953,358,69,142,569,477,0.503157063930545,0.872138910812944
OmniExpressExome-8v1-1_B-b37,5,TRUE,0.72877855887522,358,69,142,569,478,0.503157063930545,0.872138910812944
HumanOmniExpressExome-8-v1-1-C-b37,5,TRUE,0.72877855887522,358,69,142,569,478,0.503157063930545,0.872138910812944
InfiniumOmniExpressExome-8v1-3_A-b37,5,TRUE,0.724416520210896,358,69,142,569,471,0.411996842936069,0.870560378847672
InfiniumOmniExpressExome-8v1-4_A1-b37,5,TRUE,0.720401420959147,358,69,136,563,461,0.399763220205209,0.887924230465667
HumanOmni25Exome-8v1_A-b37,5,TRUE,0.850552995391705,296,131,224,651,609,0.5982636148382,0.951460142067877
HumanOmni2-5Exome-8-v1-1-A-b37,5,TRUE,0.843023148148148,297,130,221,648,604,0.589187056037885,0.947908445146014
InfiniumOmni2.5Exome-8v1-2_A-b37,5,TRUE,0.831542452830189,312,115,209,636,585,0.471586424625099,0.920678768745067
InfiniumOmni2-5Exome-8v1-3_A1-b37,5,TRUE,0.84746687211094,298,129,222,649,607,0.524467245461721,0.942383583267561
HumanOmniZhongHua-8v1_B-b37,5,TRUE,0.443843873517787,389,38,79,506,266,0.0686661404893449,0.669692186266772
humanomnizhonghua-8v1-1_a-b37,5,TRUE,0.383970238095238,392,35,77,504,213,0.668508287292818,0.783346487766377
HumanOmniZhongHua-8v1-2_A-b37,5,TRUE,0.357751004016064,398,29,71,498,198,0.668508287292818,0.77861089187056
InfiniumOmniZhongHua-8v1-3_A1-b37,5,TRUE,0.339668,401,26,73,500,187,0.668508287292818,0.775453827940016
InfiniumOmniZhongHua-8v1-3_A2-b37,5,TRUE,0.339654,401,26,73,500,187,0.668508287292818,0.775453827940016
Human1Mv1_C-b37,5,TRUE,0.739798283261803,312,115,39,466,399,0.524072612470402,0.97750591949487
Human1M-Duov3_B-b37,5,TRUE,0.713364628820961,337,90,31,458,380,0.389108129439621,0.932123125493291
Human1M-Duov3_C-b37,5,TRUE,0.713707423580786,337,90,31,458,380,0.389108129439621,0.932517758484609
human1m-duov3_h-b37,5,TRUE,0.713399563318777,337,90,31,458,379,0.389108129439621,0.932517758484609
HumanOmni1-Quad_v1-0_B-b37,5,TRUE,0.381346420323326,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_C-b37,5,TRUE,0.381346420323326,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_H-b37,5,TRUE,0.381346420323326,409,18,6,433,205,0.12904498816101,0.521704814522494
humanomni1-quad_v1-0-multi_h-b37,5,TRUE,0.381251732101617,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1S-8v1_H-b37,5,TRUE,0.658776286353468,363,64,20,447,350,0.36266771902131,0.906471981057616
Human1-2M-DuoCustom_v1_A-b37,5,TRUE,0.714482608695652,339,88,33,460,381,0.389108129439621,0.933307024467245
HumanOmni2.5-4v1_B-b37,5,TRUE,0.658930648769575,363,64,20,447,351,0.36266771902131,0.906077348066298
HumanOmni2.5-4v1_D-b37,5,TRUE,0.658702460850112,363,64,20,447,350,0.36266771902131,0.906866614048935
HumanOmni2.5-4v1_H-b37,5,TRUE,0.658702460850112,363,64,20,447,350,0.36266771902131,0.906866614048935
HumanOmni2.5-8v1_A-b37,5,TRUE,0.786474576271186,324,103,104,531,480,0.355169692186267,0.941199684293607
HumanOmni2-5-8-v1-0-D-b37,5,TRUE,0.786474576271186,324,103,104,531,480,0.355169692186267,0.941199684293607
HumanOmni25-8v1-1_A-b37,5,TRUE,0.772241904761905,333,94,98,525,465,0.355169692186267,0.937647987371744
HumanOmni2-5-8-v1-2-A-b37,5,TRUE,0.677017716535433,355,72,81,508,395,0.326361483820047,0.878058405682715
humanomni25m-8v1-1_b-b37,5,TRUE,0.772241904761905,333,94,98,525,465,0.355169692186267,0.937647987371744
HumanOmni2.5-8v1_C-b37,5,TRUE,0.786322033898305,324,103,104,531,480,0.355169692186267,0.941594317284925
HumanOmni2-5-8-v1-1-C-b37,5,TRUE,0.772241904761905,333,94,98,525,465,0.355169692186267,0.937647987371744
HumanOmni2.5S-8v1_B-b37,5,TRUE,0.448850917431193,405,22,9,436,244,0.0485398579321231,0.651933701657459
HumanOmni25-8v1-2_A1-b37,5,TRUE,0.677114173228346,355,72,81,508,396,0.326361483820047,0.877269139700079
InfiniumOmni2-5-8v1-3_A1-b37,5,TRUE,0.732385796545106,343,84,94,521,451,0.363062352012628,0.928571428571429
HumanOmni5-4v1_B-b37,5,TRUE,0.804916356877323,310,117,111,538,492,0.389502762430939,0.942383583267561
humanomni5-4v1_c-b37,5,TRUE,0.804916356877323,310,117,111,538,492,0.389502762430939,0.942383583267561
HumanOmni5-4-v1-0-D-b37,5,TRUE,0.805171003717472,310,117,111,538,492,0.389502762430939,0.941199684293607
HumanOmni5-4v1-1_A-b37,5,TRUE,0.741814176245211,338,89,95,522,443,0.335832675611681,0.89147592738753
InfiniumOmni5-4v1-2_A1-b37,5,TRUE,0.783319470699433,321,106,102,529,477,0.381610102604578,0.930149960536701
HumanOmni5Exome-4v1_A-b37,5,TRUE,0.867548725637181,274,153,240,667,626,0.623125493291239,0.945935280189424
HumanOmni5Exome-4v1-1_A-b37,5,TRUE,0.869156862745098,276,151,236,663,625,0.644830307813733,0.954617205998421
HumanOmni5Exome-4v1-2_A-b37,5,TRUE,0.833015479876161,304,123,219,646,591,0.567087608524073,0.904498816101026
InfiniumOmni5Exome-4v1-3_A1-b37,5,TRUE,0.857420245398773,280,147,225,652,612,0.554853985793212,0.964483030781373
HumanCytoSNP-12v1-0_D-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,5,TRUE,0.76440625,342,85,85,512,453,0.207971586424625,0.857537490134175
HumanCore-12-v1-0-B-b37,5,TRUE,0.764568359375,342,85,85,512,453,0.207971586424625,0.856748224151539
humancore-24-v1-0-manifest-file-a-b37,5,TRUE,0.765560546875,343,84,85,512,452,0.207971586424625,0.857142857142857
InfiniumCore-24v1-1_A1-b37,5,TRUE,0.734882583170254,353,74,84,511,442,0.207971586424625,0.855169692186267
Immuno_BeadChip_11419691_B-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,5,TRUE,0.899960714285714,242,185,413,840,804,0.683109707971586,0.976716653512234
HumanExome-12v1_A-b37,5,TRUE,0.74308202443281,354,73,146,573,487,0.503157063930545,0.869376479873717
HumanExome-12v1-1_A-b37,5,TRUE,0.729249122807018,358,69,143,570,479,0.503157063930545,0.872138910812944
HumanExome-12v1-2_A-b37,5,TRUE,0.719308771929825,359,68,143,570,473,0.490923441199684,0.858326756116811
InfiniumExome-24v1-1_A1-b37,5,TRUE,0.711799645390071,360,67,137,564,459,0.399763220205209,0.887924230465667
HumanCoreExome-12v1-0_B-b37,5,TRUE,0.859289877300613,282,145,225,652,609,0.651144435674822,0.969613259668508
humancoreexome-12v1-0_c-b37,5,TRUE,0.859460122699387,282,145,225,652,610,0.651144435674822,0.970402525651144
HumanCoreExome-12-v1-0-D-b37,5,TRUE,0.859460122699387,282,145,225,652,610,0.651144435674822,0.970402525651144
humancoreexome-12v1-1_a-b37,5,TRUE,0.854474006116208,287,140,227,654,608,0.63930544593528,0.950276243093923
HumanCoreExome-12v1-1_B-b37,5,TRUE,0.854888379204893,287,140,227,654,609,0.63930544593528,0.951065509076559
HumanCoreExome-12-v1-1-C-b37,5,TRUE,0.854888379204893,287,140,227,654,609,0.63930544593528,0.951065509076559
HumanCoreExome-24v1-0_A-b37,5,TRUE,0.845332288401254,293,134,211,638,588,0.560378847671665,0.89147592738753
InfiniumCoreExome-24v1-1_A-b37,5,TRUE,0.847858255451713,291,136,215,642,596,0.560378847671665,0.904893449092344
InfiniumCoreExome-24v1-2_A1-b37,5,TRUE,0.855785604900459,290,137,226,653,612,0.539068666140489,0.941199684293607
Cardio-Metabo_Chip_11395247_A-b37,5,TRUE,0.642176211453744,327,100,27,454,344,0.616022099447514,0.911602209944751
