array,kHAP,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
HumanOmni5-4v1-1_A-b37,30000,TRUE,0.402946360153257,338,89,95,522,208,0.471981057616417,0.917521704814522
InfiniumOmni5-4v1-2_A1-b37,30000,TRUE,0.443631379962193,321,106,102,529,230,0.589976322020521,0.86266771902131
HumanOmni5Exome-4v1_A-b37,30000,TRUE,0.631260869565217,274,153,240,667,416,0.741515390686661,0.899368587213891
HumanOmni5Exome-4v1-1_A-b37,30000,TRUE,0.625802413273001,276,151,236,663,413,0.73559589581689,0.810181531176006
HumanOmni5Exome-4v1-2_A-b37,30000,TRUE,0.566040247678019,304,123,219,646,363,0.890292028413575,0.847277032359905
InfiniumOmni5Exome-4v1-3_A1-b37,30000,TRUE,0.61035736196319,280,147,225,652,393,0.741515390686661,0.899368587213891
HumanCytoSNP-12v1-0_D-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,30000,TRUE,0.3815859375,342,85,85,512,188,0.497237569060773,0.816495659037096
HumanCore-12-v1-0-B-b37,30000,TRUE,0.3815859375,342,85,85,512,188,0.497237569060773,0.816495659037096
humancore-24-v1-0-manifest-file-a-b37,30000,TRUE,0.37723046875,343,84,85,512,186,0.533543804262036,0.859905288082084
InfiniumCore-24v1-1_A1-b37,30000,TRUE,0.35387084148728,353,74,84,511,176,0.497237569060773,0.812549329123915
Immuno_BeadChip_11419691_B-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,30000,TRUE,0.742175,242,185,413,840,624,0.82991318074191,0.921468034727703
HumanExome-12v1_A-b37,30000,TRUE,0.410930191972077,354,73,146,573,232,0.636543014996054,0.752170481452249
HumanExome-12v1-1_A-b37,30000,TRUE,0.39999649122807,358,69,143,570,223,0.740726124704025,0.855564325177585
HumanExome-12v1-2_A-b37,30000,TRUE,0.398205263157895,359,68,143,570,222,0.740726124704025,0.855169692186267
InfiniumExome-24v1-1_A1-b37,30000,TRUE,0.393168439716312,360,67,137,564,217,0.521310181531176,0.753354380426204
HumanCoreExome-12v1-0_B-b37,30000,TRUE,0.609805214723926,282,145,225,652,396,0.729676400947119,0.804656669297553
humancoreexome-12v1-0_c-b37,30000,TRUE,0.609805214723926,282,145,225,652,396,0.729676400947119,0.804656669297553
HumanCoreExome-12-v1-0-D-b37,30000,TRUE,0.609776073619632,282,145,225,652,396,0.729676400947119,0.804656669297553
humancoreexome-12v1-1_a-b37,30000,TRUE,0.601683486238532,287,140,227,654,393,0.729676400947119,0.805445935280189
HumanCoreExome-12v1-1_B-b37,30000,TRUE,0.601649847094801,287,140,227,654,393,0.729676400947119,0.805445935280189
HumanCoreExome-12-v1-1-C-b37,30000,TRUE,0.601668195718654,287,140,227,654,393,0.729676400947119,0.805445935280189
HumanCoreExome-24v1-0_A-b37,30000,TRUE,0.578841692789969,293,134,211,638,370,0.807813733228098,0.821231254932912
InfiniumCoreExome-24v1-1_A-b37,30000,TRUE,0.587222741433022,291,136,215,642,375,0.642462509865825,0.81965272296764
InfiniumCoreExome-24v1-2_A1-b37,30000,TRUE,0.595992343032159,290,137,226,653,389,0.729676400947119,0.803472770323599
Cardio-Metabo_Chip_11395247_A-b37,30000,TRUE,0.323033039647577,327,100,27,454,146,0.9017363851618,0.79518547750592
cardio-metabo_chip_11395247_c-b37,30000,TRUE,0.323039647577093,327,100,27,454,146,0.9017363851618,0.79518547750592
CVDSNP55v1_A-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,30000,TRUE,0.542416398713826,306,121,195,622,337,0.771507498026835,0.838989739542226
PsychArray-B-b37,30000,TRUE,0.542416398713826,306,121,195,622,337,0.771507498026835,0.838989739542226
InfiniumPsychArray-24v1-1_A1-b37,30000,TRUE,0.548610845295056,308,119,200,627,341,0.879242304656669,0.864640883977901
InfiniumPsychArray-24v1-2_A1-b37,30000,TRUE,0.587650231124807,293,134,222,649,380,0.729676400947119,0.804656669297553
InfiniumPsychArray-24v1-2_A2-b37,30000,TRUE,0.587650231124807,293,134,222,649,380,0.729676400947119,0.804656669297553
PsychChip_15048346_B-b37,30000,TRUE,0.601672782874618,287,140,227,654,393,0.729676400947119,0.805445935280189
PsychChip_v1-1_15073391_A1-b37,30000,TRUE,0.622972685887709,277,150,232,659,408,0.729676400947119,0.804656669297553
GSAMD-24v1-0_20011747_A1-b37,30000,TRUE,0.287724489795918,370,57,63,490,138,0.569060773480663,0.78689818468824
GSAMD-24v2-0_20024620_A1-b37,30000,TRUE,0.892008450704225,140,287,638,1065,962,0.992501973164957,0.993291239147593
GSA-24v1-0_A1-b37,30000,TRUE,0.286280163599182,370,57,62,489,137,0.569060773480663,0.78689818468824
GSA-24v1-0_A2-b37,30000,TRUE,0.286423312883436,370,57,62,489,137,0.569060773480663,0.786503551696922
GSA-24v1-0_A6-b37,30000,TRUE,0.286280163599182,370,57,62,489,137,0.569060773480663,0.78689818468824
GSA-24v2-0_A1-b37,30000,TRUE,0.817187755102041,208,219,553,980,807,0.974743488555643,0.971981057616417
GSCA-24v1-0_20010441_A1-b37,30000,TRUE,0.287734693877551,370,57,63,490,138,0.569060773480663,0.786108918705604
OncoArray-500K_B-b37,30000,TRUE,0.28377,376,51,73,500,136,0.767955801104972,0.889897395422257
OncoArray-500K-C-b37,30000,TRUE,0.28377,376,51,73,500,136,0.767955801104972,0.889897395422257
Consortium-OncoArray_15047405_A-b37,30000,TRUE,0.294764356435644,374,53,78,505,143,0.767955801104972,0.889897395422257
NeuroX_15036164_A-b37,30000,TRUE,0.399994736842105,358,69,143,570,223,0.740726124704025,0.855564325177585
Mapping250K_Nsp.na32.annot-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,30000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,30000,TRUE,0.454817669172932,315,112,105,532,237,0.793212312549329,0.816101026045777
