array,MCMC,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
HumanOmniExpress-12v1-Multi_B-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,30,TRUE,0.746105902777778,355,72,149,576,498,0.490923441199684,0.866614048934491
humanomniexpressexome-8v1-0_a-b37,30,TRUE,0.746057291666667,355,72,149,576,498,0.490923441199684,0.867008681925809
HumanOmniExpressExome-8-v1-0-B-b37,30,TRUE,0.746168402777778,355,72,149,576,498,0.490923441199684,0.867008681925809
HumanOmniExpressExome-8v1-2_A-b37,30,TRUE,0.718891228070175,359,68,143,570,472,0.490923441199684,0.863456985003946
HumanOmniExpressExome-8-v1-2-B-b37,30,TRUE,0.719049122807017,359,68,143,570,472,0.490923441199684,0.861878453038674
OmniExpressExome-8v1-1_A-b37,30,TRUE,0.728390158172232,358,69,142,569,476,0.503157063930545,0.871744277821626
OmniExpressExome-8v1-1_B-b37,30,TRUE,0.728349736379613,358,69,142,569,477,0.503157063930545,0.871744277821626
HumanOmniExpressExome-8-v1-1-C-b37,30,TRUE,0.728490333919156,358,69,142,569,476,0.503157063930545,0.872533543804262
InfiniumOmniExpressExome-8v1-3_A-b37,30,TRUE,0.723811950790861,358,69,142,569,468,0.411996842936069,0.870560378847672
InfiniumOmniExpressExome-8v1-4_A1-b37,30,TRUE,0.71955595026643,358,69,136,563,459,0.399763220205209,0.889108129439621
HumanOmni25Exome-8v1_A-b37,30,TRUE,0.850330261136713,296,131,224,651,608,0.5982636148382,0.94869771112865
HumanOmni2-5Exome-8-v1-1-A-b37,30,TRUE,0.842697530864198,297,130,221,648,604,0.589187056037885,0.948303078137332
InfiniumOmni2.5Exome-8v1-2_A-b37,30,TRUE,0.831106918238994,312,115,209,636,585,0.471586424625099,0.920284135753749
InfiniumOmni2-5Exome-8v1-3_A1-b37,30,TRUE,0.847261941448382,298,129,222,649,607,0.524467245461721,0.941988950276243
HumanOmniZhongHua-8v1_B-b37,30,TRUE,0.443583003952569,389,38,79,506,267,0.0686661404893449,0.668902920284136
humanomnizhonghua-8v1-1_a-b37,30,TRUE,0.384194444444444,392,35,77,504,213,0.668508287292818,0.783346487766377
HumanOmniZhongHua-8v1-2_A-b37,30,TRUE,0.357933734939759,398,29,71,498,198,0.668508287292818,0.77861089187056
InfiniumOmniZhongHua-8v1-3_A1-b37,30,TRUE,0.339544,401,26,73,500,186,0.668508287292818,0.775453827940016
InfiniumOmniZhongHua-8v1-3_A2-b37,30,TRUE,0.339586,401,26,73,500,186,0.668508287292818,0.775453827940016
Human1Mv1_C-b37,30,TRUE,0.73899356223176,312,115,39,466,399,0.524072612470402,0.977900552486188
Human1M-Duov3_B-b37,30,TRUE,0.712698689956332,337,90,31,458,379,0.389108129439621,0.940805051302289
Human1M-Duov3_C-b37,30,TRUE,0.712596069868996,337,90,31,458,379,0.389108129439621,0.941594317284925
human1m-duov3_h-b37,30,TRUE,0.712591703056769,337,90,31,458,380,0.389108129439621,0.932517758484609
HumanOmni1-Quad_v1-0_B-b37,30,TRUE,0.380812933025404,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_C-b37,30,TRUE,0.38086143187067,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_H-b37,30,TRUE,0.380748267898383,409,18,6,433,205,0.12904498816101,0.521704814522494
humanomni1-quad_v1-0-multi_h-b37,30,TRUE,0.380819861431871,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1S-8v1_H-b37,30,TRUE,0.658322147651007,363,64,20,447,350,0.36266771902131,0.906471981057616
Human1-2M-DuoCustom_v1_A-b37,30,TRUE,0.713728260869565,339,88,33,460,382,0.389108129439621,0.932912391475927
HumanOmni2.5-4v1_B-b37,30,TRUE,0.658196868008948,363,64,20,447,350,0.36266771902131,0.906866614048935
HumanOmni2.5-4v1_D-b37,30,TRUE,0.658127516778523,363,64,20,447,350,0.36266771902131,0.906471981057616
HumanOmni2.5-4v1_H-b37,30,TRUE,0.658020134228188,363,64,20,447,351,0.36266771902131,0.90568271507498
HumanOmni2.5-8v1_A-b37,30,TRUE,0.785960451977401,324,103,104,531,480,0.355169692186267,0.943172849250197
HumanOmni2-5-8-v1-0-D-b37,30,TRUE,0.786071563088512,324,103,104,531,480,0.355169692186267,0.940410418310971
HumanOmni25-8v1-1_A-b37,30,TRUE,0.772129523809524,333,94,98,525,466,0.355169692186267,0.938042620363062
HumanOmni2-5-8-v1-2-A-b37,30,TRUE,0.67646062992126,355,72,81,508,396,0.326361483820047,0.878058405682715
humanomni25m-8v1-1_b-b37,30,TRUE,0.772017142857143,333,94,98,525,466,0.355169692186267,0.93843725335438
HumanOmni2.5-8v1_C-b37,30,TRUE,0.785949152542373,324,103,104,531,480,0.355169692186267,0.94475138121547
HumanOmni2-5-8-v1-1-C-b37,30,TRUE,0.771765714285714,333,94,98,525,466,0.355169692186267,0.938042620363062
HumanOmni2.5S-8v1_B-b37,30,TRUE,0.448243119266055,405,22,9,436,244,0.0485398579321231,0.655485398579321
HumanOmni25-8v1-2_A1-b37,30,TRUE,0.676303149606299,355,72,81,508,397,0.326361483820047,0.877663772691397
InfiniumOmni2-5-8v1-3_A1-b37,30,TRUE,0.732201535508637,343,84,94,521,451,0.363062352012628,0.931728492501973
HumanOmni5-4v1_B-b37,30,TRUE,0.804633828996283,310,117,111,538,492,0.389502762430939,0.941594317284925
humanomni5-4v1_c-b37,30,TRUE,0.804765799256506,310,117,111,538,492,0.389502762430939,0.941988950276243
HumanOmni5-4-v1-0-D-b37,30,TRUE,0.804496282527881,310,117,111,538,492,0.389502762430939,0.941594317284925
HumanOmni5-4v1-1_A-b37,30,TRUE,0.740848659003831,338,89,95,522,443,0.335832675611681,0.893843725335438
InfiniumOmni5-4v1-2_A1-b37,30,TRUE,0.782994328922495,321,106,102,529,477,0.381610102604578,0.930149960536701
HumanOmni5Exome-4v1_A-b37,30,TRUE,0.867626686656672,274,153,240,667,627,0.623125493291239,0.945540647198106
HumanOmni5Exome-4v1-1_A-b37,30,TRUE,0.868725490196078,276,151,236,663,624,0.644830307813733,0.95501183898974
HumanOmni5Exome-4v1-2_A-b37,30,TRUE,0.832495356037152,304,123,219,646,591,0.567087608524073,0.906866614048935
InfiniumOmni5Exome-4v1-3_A1-b37,30,TRUE,0.857023006134969,280,147,225,652,613,0.554853985793212,0.964088397790055
HumanCytoSNP-12v1-0_D-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,30,TRUE,0.764451171875,342,85,85,512,452,0.207971586424625,0.857932123125493
HumanCore-12-v1-0-B-b37,30,TRUE,0.76409765625,342,85,85,512,453,0.207971586424625,0.857142857142857
humancore-24-v1-0-manifest-file-a-b37,30,TRUE,0.765224609375,343,84,85,512,452,0.207971586424625,0.857537490134175
InfiniumCore-24v1-1_A1-b37,30,TRUE,0.734048923679061,353,74,84,511,442,0.207971586424625,0.856353591160221
Immuno_BeadChip_11419691_B-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,30,TRUE,0.899617857142857,242,185,413,840,803,0.683109707971586,0.977111286503552
HumanExome-12v1_A-b37,30,TRUE,0.742848167539267,354,73,146,573,486,0.503157063930545,0.868192580899763
HumanExome-12v1-1_A-b37,30,TRUE,0.728863157894737,358,69,143,570,477,0.503157063930545,0.871744277821626
HumanExome-12v1-2_A-b37,30,TRUE,0.719078947368421,359,68,143,570,471,0.490923441199684,0.861089187056038
InfiniumExome-24v1-1_A1-b37,30,TRUE,0.711370567375887,360,67,137,564,458,0.399763220205209,0.888713496448303
HumanCoreExome-12v1-0_B-b37,30,TRUE,0.858823619631902,282,145,225,652,609,0.651144435674822,0.970007892659826
humancoreexome-12v1-0_c-b37,30,TRUE,0.858769938650307,282,145,225,652,610,0.651144435674822,0.970007892659826
HumanCoreExome-12-v1-0-D-b37,30,TRUE,0.858733128834356,282,145,225,652,609,0.651144435674822,0.969613259668508
humancoreexome-12v1-1_a-b37,30,TRUE,0.854076452599388,287,140,227,654,608,0.63930544593528,0.950670876085241
HumanCoreExome-12v1-1_B-b37,30,TRUE,0.854045871559633,287,140,227,654,609,0.63930544593528,0.949092344119968
HumanCoreExome-12-v1-1-C-b37,30,TRUE,0.854252293577982,287,140,227,654,610,0.63930544593528,0.949881610102605
HumanCoreExome-24v1-0_A-b37,30,TRUE,0.844971786833856,293,134,211,638,588,0.560378847671665,0.890686661404893
InfiniumCoreExome-24v1-1_A-b37,30,TRUE,0.847672897196262,291,136,215,642,597,0.560378847671665,0.915153906866614
InfiniumCoreExome-24v1-2_A1-b37,30,TRUE,0.855431852986217,290,137,226,653,611,0.539068666140489,0.940805051302289
Cardio-Metabo_Chip_11395247_A-b37,30,TRUE,0.641874449339207,327,100,27,454,344,0.616022099447514,0.911602209944751
cardio-metabo_chip_11395247_c-b37,30,TRUE,0.642019823788546,327,100,27,454,346,0.616022099447514,0.911996842936069
CVDSNP55v1_A-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,30,TRUE,0.823311897106109,306,121,195,622,566,0.552486187845304,0.889108129439621
PsychArray-B-b37,30,TRUE,0.823443729903537,306,121,195,622,566,0.552486187845304,0.889502762430939
InfiniumPsychArray-24v1-1_A1-b37,30,TRUE,0.825725677830941,308,119,200,627,573,0.461325966850829,0.876479873717443
InfiniumPsychArray-24v1-2_A1-b37,30,TRUE,0.848738058551618,293,134,222,649,608,0.539068666140489,0.937253354380426
InfiniumPsychArray-24v1-2_A2-b37,30,TRUE,0.8486656394453,293,134,222,649,606,0.539068666140489,0.937647987371744
PsychChip_15048346_B-b37,30,TRUE,0.85455504587156,287,140,227,654,609,0.63930544593528,0.950670876085241
PsychChip_v1-1_15073391_A1-b37,30,TRUE,0.864221547799697,277,150,232,659,621,0.642067876874507,0.960536700868193
GSAMD-24v1-0_20011747_A1-b37,30,TRUE,0.634071428571429,370,57,63,490,359,0.362273086029992,0.876874506708761
GSAMD-24v2-0_20024620_A1-b37,30,TRUE,0.957953990610329,140,287,638,1065,1046,0.867403314917127,0.991318074191002
GSA-24v1-0_A1-b37,30,TRUE,0.63338445807771,370,57,62,489,358,0.362273086029992,0.876479873717443
GSA-24v1-0_A2-b37,30,TRUE,0.63301226993865,370,57,62,489,358,0.362273086029992,0.876479873717443
GSA-24v1-0_A6-b37,30,TRUE,0.633253578732106,370,57,62,489,358,0.362273086029992,0.876479873717443
GSA-24v2-0_A1-b37,30,TRUE,0.932004081632653,208,219,553,980,949,0.803078137332281,0.986187845303867
GSCA-24v1-0_20010441_A1-b37,30,TRUE,0.633989795918367,370,57,63,490,359,0.362273086029992,0.876479873717443
OncoArray-500K_B-b37,30,TRUE,0.654136,376,51,73,500,385,0.589976322020521,0.943172849250197
OncoArray-500K-C-b37,30,TRUE,0.65423,376,51,73,500,385,0.589976322020521,0.942383583267561
Consortium-OncoArray_15047405_A-b37,30,TRUE,0.661269306930693,374,53,78,505,392,0.589976322020521,0.944356748224151
NeuroX_15036164_A-b37,30,TRUE,0.728689473684211,358,69,143,570,477,0.503157063930545,0.871744277821626
Mapping250K_Nsp.na32.annot-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,30,TRUE,0.763751879699248,315,112,105,532,464,0.619573796369376,0.962115232833465
