array,kHAP,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
HumanOmni25-8v1-1_A-b37,100,TRUE,0.813129523809524,333,94,98,525,492,0.355169692186267,0.936858721389108
HumanOmni2-5-8-v1-2-A-b37,100,TRUE,0.711295275590551,355,72,81,508,425,0.326361483820047,0.871744277821626
humanomni25m-8v1-1_b-b37,100,TRUE,0.812792380952381,333,94,98,525,491,0.355169692186267,0.935674822415154
HumanOmni2.5-8v1_C-b37,100,TRUE,0.829227871939736,324,103,104,531,501,0.355169692186267,0.938831886345698
HumanOmni2-5-8-v1-1-C-b37,100,TRUE,0.812927619047619,333,94,98,525,492,0.355169692186267,0.93646408839779
HumanOmni2.5S-8v1_B-b37,100,TRUE,0.46204128440367,405,22,9,436,248,0.0485398579321231,0.650355169692186
HumanOmni25-8v1-2_A1-b37,100,TRUE,0.711061023622047,355,72,81,508,425,0.326361483820047,0.870165745856354
InfiniumOmni2-5-8v1-3_A1-b37,100,TRUE,0.772652591170825,343,84,94,521,478,0.363062352012628,0.935674822415154
HumanOmni5-4v1_B-b37,100,TRUE,0.841115241635688,310,117,111,538,507,0.388713496448303,0.943962115232833
humanomni5-4v1_c-b37,100,TRUE,0.84142936802974,310,117,111,538,507,0.388713496448303,0.943962115232833
HumanOmni5-4-v1-0-D-b37,100,TRUE,0.84142936802974,310,117,111,538,507,0.388713496448303,0.943962115232833
HumanOmni5-4v1-1_A-b37,100,TRUE,0.776044061302682,338,89,95,522,469,0.335043409629045,0.886740331491713
InfiniumOmni5-4v1-2_A1-b37,100,TRUE,0.819926275992439,321,106,102,529,494,0.380820836621942,0.930149960536701
HumanOmni5Exome-4v1_A-b37,100,TRUE,0.894050974512744,274,153,240,667,641,0.623125493291239,0.948303078137332
HumanOmni5Exome-4v1-1_A-b37,100,TRUE,0.895351432880845,276,151,236,663,641,0.635753749013418,0.947908445146014
HumanOmni5Exome-4v1-2_A-b37,100,TRUE,0.862318885448916,304,123,219,646,610,0.558011049723757,0.913180741910024
InfiniumOmni5Exome-4v1-3_A1-b37,100,TRUE,0.88729754601227,280,147,225,652,628,0.554853985793212,0.963693764798737
HumanCytoSNP-12v1-0_D-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,100,TRUE,0.8006484375,342,85,85,512,468,0.207182320441989,0.865430149960537
HumanCore-12-v1-0-B-b37,100,TRUE,0.8009140625,342,85,85,512,468,0.207182320441989,0.865430149960537
humancore-24-v1-0-manifest-file-a-b37,100,TRUE,0.801333984375,343,84,85,512,468,0.207182320441989,0.861483820047356
InfiniumCore-24v1-1_A1-b37,100,TRUE,0.777111545988258,353,74,84,511,462,0.207971586424625,0.858326756116811
Immuno_BeadChip_11419691_B-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,100,TRUE,0.918675,242,185,413,840,816,0.683109707971586,0.97947908445146
HumanExome-12v1_A-b37,100,TRUE,0.778776614310646,354,73,146,573,517,0.503157063930545,0.883977900552486
HumanExome-12v1-1_A-b37,100,TRUE,0.763631578947368,358,69,143,570,502,0.503157063930545,0.880820836621942
HumanExome-12v1-2_A-b37,100,TRUE,0.752480701754386,359,68,143,570,494,0.490923441199684,0.87095501183899
InfiniumExome-24v1-1_A1-b37,100,TRUE,0.741492907801418,360,67,137,564,483,0.399763220205209,0.886740331491713
HumanCoreExome-12v1-0_B-b37,100,TRUE,0.889855828220859,282,145,225,652,630,0.642067876874507,0.964088397790055
humancoreexome-12v1-0_c-b37,100,TRUE,0.889855828220859,282,145,225,652,630,0.642067876874507,0.964088397790055
HumanCoreExome-12-v1-0-D-b37,100,TRUE,0.889855828220859,282,145,225,652,630,0.642067876874507,0.964088397790055
humancoreexome-12v1-1_a-b37,100,TRUE,0.882573394495413,287,140,227,654,629,0.630228887134964,0.941594317284925
HumanCoreExome-12v1-1_B-b37,100,TRUE,0.882573394495413,287,140,227,654,629,0.630228887134964,0.941594317284925
HumanCoreExome-12-v1-1-C-b37,100,TRUE,0.882351681957186,287,140,227,654,630,0.630228887134964,0.942383583267561
HumanCoreExome-24v1-0_A-b37,100,TRUE,0.874534482758621,293,134,211,638,611,0.560378847671665,0.917521704814522
InfiniumCoreExome-24v1-1_A-b37,100,TRUE,0.875809968847352,291,136,215,642,615,0.560378847671665,0.91594317284925
InfiniumCoreExome-24v1-2_A1-b37,100,TRUE,0.884010719754977,290,137,226,653,628,0.539068666140489,0.943172849250197
Cardio-Metabo_Chip_11395247_A-b37,100,TRUE,0.684400881057269,327,100,27,454,371,0.616022099447514,0.908839779005525
cardio-metabo_chip_11395247_c-b37,100,TRUE,0.684400881057269,327,100,27,454,371,0.616022099447514,0.908839779005525
CVDSNP55v1_A-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,100,TRUE,0.852086816720257,306,121,195,622,587,0.552486187845304,0.90370955011839
PsychArray-B-b37,100,TRUE,0.851847266881029,306,121,195,622,585,0.552486187845304,0.908445146014207
InfiniumPsychArray-24v1-1_A1-b37,100,TRUE,0.855979266347687,308,119,200,627,595,0.461325966850829,0.900947119179163
InfiniumPsychArray-24v1-2_A1-b37,100,TRUE,0.878872110939908,293,134,222,649,625,0.539068666140489,0.93843725335438
InfiniumPsychArray-24v1-2_A2-b37,100,TRUE,0.878126348228043,293,134,222,649,624,0.539068666140489,0.937647987371744
PsychChip_15048346_B-b37,100,TRUE,0.882345565749236,287,140,227,654,628,0.630228887134964,0.941988950276243
PsychChip_v1-1_15073391_A1-b37,100,TRUE,0.89451593323217,277,150,232,659,639,0.642067876874507,0.964088397790055
GSAMD-24v1-0_20011747_A1-b37,100,TRUE,0.665489795918367,370,57,63,490,391,0.362273086029992,0.872138910812944
GSAMD-24v2-0_20024620_A1-b37,100,TRUE,0.966861971830986,140,287,638,1065,1057,0.867403314917127,0.991318074191002
GSA-24v1-0_A1-b37,100,TRUE,0.66480572597137,370,57,62,489,390,0.362273086029992,0.872138910812944
GSA-24v1-0_A2-b37,100,TRUE,0.664507157464213,370,57,62,489,388,0.362273086029992,0.87095501183899
GSA-24v1-0_A6-b37,100,TRUE,0.663462167689162,370,57,62,489,388,0.362273086029992,0.87292817679558
GSA-24v2-0_A1-b37,100,TRUE,0.946255102040816,208,219,553,980,960,0.794001578531965,0.975927387529598
GSCA-24v1-0_20010441_A1-b37,100,TRUE,0.664148979591837,370,57,63,490,389,0.362273086029992,0.87292817679558
OncoArray-500K_B-b37,100,TRUE,0.682846,376,51,73,500,405,0.582478295185478,0.933307024467245
OncoArray-500K-C-b37,100,TRUE,0.683538,376,51,73,500,404,0.582478295185478,0.935280189423836
Consortium-OncoArray_15047405_A-b37,100,TRUE,0.6896,374,53,78,505,411,0.582478295185478,0.938042620363062
NeuroX_15036164_A-b37,100,TRUE,0.763329824561404,358,69,143,570,502,0.503157063930545,0.884767166535122
Mapping250K_Nsp.na32.annot-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,100,TRUE,0.809757518796992,315,112,105,532,505,0.619573796369376,0.963693764798737
