array,kHAP,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
HumanOmni2.5-4v1_D-b37,20000,TRUE,0.268024608501119,363,64,20,447,113,0.437647987371744,0.586424625098658
HumanOmni2.5-4v1_H-b37,20000,TRUE,0.268015659955257,363,64,20,447,113,0.437647987371744,0.586424625098658
HumanOmni2.5-8v1_A-b37,20000,TRUE,0.46760263653484,324,103,104,531,252,0.447119179163378,0.589976322020521
HumanOmni2-5-8-v1-0-D-b37,20000,TRUE,0.467621468926554,324,103,104,531,252,0.447119179163378,0.589976322020521
HumanOmni25-8v1-1_A-b37,20000,TRUE,0.439866666666667,333,94,98,525,231,0.447119179163378,0.589976322020521
HumanOmni2-5-8-v1-2-A-b37,20000,TRUE,0.367862204724409,355,72,81,508,187,0.356353591160221,0.679952644041042
humanomni25m-8v1-1_b-b37,20000,TRUE,0.439866666666667,333,94,98,525,231,0.447119179163378,0.589976322020521
HumanOmni2.5-8v1_C-b37,20000,TRUE,0.467580037664783,324,103,104,531,252,0.447119179163378,0.589976322020521
HumanOmni2-5-8-v1-1-C-b37,20000,TRUE,0.43988380952381,333,94,98,525,231,0.447119179163378,0.589976322020521
HumanOmni2.5S-8v1_B-b37,20000,TRUE,0.140516055045872,405,22,9,436,53,0.169297553275454,0.668508287292818
HumanOmni25-8v1-2_A1-b37,20000,TRUE,0.367907480314961,355,72,81,508,187,0.356353591160221,0.679952644041042
InfiniumOmni2-5-8v1-3_A1-b37,20000,TRUE,0.410593090211132,343,84,94,521,213,0.447119179163378,0.596685082872928
HumanOmni5-4v1_B-b37,20000,TRUE,0.499697026022305,310,117,111,538,267,0.468823993685872,0.728097868981847
humanomni5-4v1_c-b37,20000,TRUE,0.499697026022305,310,117,111,538,267,0.468823993685872,0.728097868981847
HumanOmni5-4-v1-0-D-b37,20000,TRUE,0.499639405204461,310,117,111,538,267,0.468823993685872,0.728097868981847
HumanOmni5-4v1-1_A-b37,20000,TRUE,0.426007662835249,338,89,95,522,229,0.361089187056038,0.72138910812944
InfiniumOmni5-4v1-2_A1-b37,20000,TRUE,0.465982986767486,321,106,102,529,249,0.468823993685872,0.73164956590371
HumanOmni5Exome-4v1_A-b37,20000,TRUE,0.65091904047976,274,153,240,667,434,0.711917916337806,0.812154696132597
HumanOmni5Exome-4v1-1_A-b37,20000,TRUE,0.645716440422323,276,151,236,663,432,0.705998421468035,0.712707182320442
HumanOmni5Exome-4v1-2_A-b37,20000,TRUE,0.582953560371517,304,123,219,646,374,0.890292028413575,0.886740331491713
InfiniumOmni5Exome-4v1-3_A1-b37,20000,TRUE,0.63009509202454,280,147,225,652,412,0.638910812943962,0.871349644830308
HumanCytoSNP-12v1-0_D-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,20000,TRUE,0.4054765625,342,85,85,512,198,0.449092344119968,0.676006314127861
HumanCore-12-v1-0-B-b37,20000,TRUE,0.40544140625,342,85,85,512,198,0.449092344119968,0.676006314127861
humancore-24-v1-0-manifest-file-a-b37,20000,TRUE,0.399984375,343,84,85,512,196,0.449092344119968,0.715864246250987
InfiniumCore-24v1-1_A1-b37,20000,TRUE,0.376058708414873,353,74,84,511,184,0.449092344119968,0.732044198895028
Immuno_BeadChip_11419691_B-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,20000,TRUE,0.755920238095238,242,185,413,840,638,0.73164956590371,0.941594317284925
HumanExome-12v1_A-b37,20000,TRUE,0.429546247818499,354,73,146,573,239,0.633385951065509,0.767955801104972
HumanExome-12v1-1_A-b37,20000,TRUE,0.418391228070175,358,69,143,570,232,0.633385951065509,0.772296764009471
HumanExome-12v1-2_A-b37,20000,TRUE,0.416343859649123,359,68,143,570,231,0.615232833464878,0.747434885556433
InfiniumExome-24v1-1_A1-b37,20000,TRUE,0.412586879432624,360,67,137,564,225,0.518153117600631,0.677979479084451
HumanCoreExome-12v1-0_B-b37,20000,TRUE,0.629311349693252,282,145,225,652,410,0.728887134964483,0.820047355958958
humancoreexome-12v1-0_c-b37,20000,TRUE,0.629331288343558,282,145,225,652,410,0.728887134964483,0.820047355958958
HumanCoreExome-12-v1-0-D-b37,20000,TRUE,0.629315950920245,282,145,225,652,410,0.728887134964483,0.820047355958958
humancoreexome-12v1-1_a-b37,20000,TRUE,0.621756880733945,287,140,227,654,412,0.710734017363852,0.729281767955801
HumanCoreExome-12v1-1_B-b37,20000,TRUE,0.621769113149847,287,140,227,654,412,0.710734017363852,0.728887134964483
HumanCoreExome-12-v1-1-C-b37,20000,TRUE,0.621769113149847,287,140,227,654,412,0.710734017363852,0.728887134964483
HumanCoreExome-24v1-0_A-b37,20000,TRUE,0.598650470219436,293,134,211,638,386,0.623520126282557,0.673638516179953
InfiniumCoreExome-24v1-1_A-b37,20000,TRUE,0.606929906542056,291,136,215,642,391,0.623520126282557,0.684688239936859
InfiniumCoreExome-24v1-2_A1-b37,20000,TRUE,0.616168453292496,290,137,226,653,401,0.619179163378058,0.688634569850039
Cardio-Metabo_Chip_11395247_A-b37,20000,TRUE,0.345286343612335,327,100,27,454,157,0.761641673243883,0.88318863456985
cardio-metabo_chip_11395247_c-b37,20000,TRUE,0.345286343612335,327,100,27,454,157,0.761641673243883,0.88318863456985
CVDSNP55v1_A-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,20000,TRUE,0.561387459807074,306,121,195,622,350,0.587213891081294,0.704025256511444
PsychArray-B-b37,20000,TRUE,0.561390675241158,306,121,195,622,350,0.587213891081294,0.704025256511444
InfiniumPsychArray-24v1-1_A1-b37,20000,TRUE,0.569118022328549,308,119,200,627,358,0.495659037095501,0.646803472770324
InfiniumPsychArray-24v1-2_A1-b37,20000,TRUE,0.607144838212635,293,134,222,649,394,0.619179163378058,0.687450670876085
InfiniumPsychArray-24v1-2_A2-b37,20000,TRUE,0.607198767334361,293,134,222,649,394,0.619179163378058,0.687450670876085
PsychChip_15048346_B-b37,20000,TRUE,0.621779816513761,287,140,227,654,412,0.710734017363852,0.728887134964483
PsychChip_v1-1_15073391_A1-b37,20000,TRUE,0.64259028831563,277,150,232,659,426,0.728887134964483,0.820047355958958
GSAMD-24v1-0_20011747_A1-b37,20000,TRUE,0.310189795918367,370,57,63,490,148,0.477111286503552,0.942778216258879
GSAMD-24v2-0_20024620_A1-b37,20000,TRUE,0.899023474178404,140,287,638,1065,973,0.901341752170481,0.975927387529598
GSA-24v1-0_A1-b37,20000,TRUE,0.308779141104294,370,57,62,489,147,0.477111286503552,0.942778216258879
GSA-24v1-0_A2-b37,20000,TRUE,0.308779141104294,370,57,62,489,147,0.477111286503552,0.942778216258879
GSA-24v1-0_A6-b37,20000,TRUE,0.308779141104294,370,57,62,489,147,0.477111286503552,0.942778216258879
GSA-24v2-0_A1-b37,20000,TRUE,0.829619387755102,208,219,553,980,822,0.879242304656669,0.959747434885556
GSCA-24v1-0_20010441_A1-b37,20000,TRUE,0.310212244897959,370,57,63,490,148,0.477111286503552,0.943172849250197
OncoArray-500K_B-b37,20000,TRUE,0.305538,376,51,73,500,149,0.669692186266772,0.841752170481452
OncoArray-500K-C-b37,20000,TRUE,0.305538,376,51,73,500,149,0.669692186266772,0.841752170481452
Consortium-OncoArray_15047405_A-b37,20000,TRUE,0.316384158415842,374,53,78,505,156,0.669692186266772,0.841752170481452
NeuroX_15036164_A-b37,20000,TRUE,0.418373684210526,358,69,143,570,232,0.633385951065509,0.772296764009471
Mapping250K_Nsp.na32.annot-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,20000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,20000,TRUE,0.477437969924812,315,112,105,532,253,0.666140489344909,0.708366219415943
