array,MAF,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc,kHAP
HumanOmni25-8v1-1_A-b37,NA,TRUE,0.645340952380952,333,94,98,525,386,0.36266771902131,0.880426203630624,2500
HumanOmni2-5-8-v1-2-A-b37,NA,TRUE,0.575261811023622,355,72,81,508,331,0.333464877663773,0.847277032359905,2500
humanomni25m-8v1-1_b-b37,NA,TRUE,0.64539619047619,333,94,98,525,386,0.36266771902131,0.882004735595896,2500
HumanOmni2.5-8v1_C-b37,NA,TRUE,0.664642184557439,324,103,104,531,400,0.359510655090766,0.878847671665351,2500
HumanOmni2-5-8-v1-1-C-b37,NA,TRUE,0.645333333333333,333,94,98,525,386,0.36266771902131,0.88121546961326,2500
HumanOmni2.5S-8v1_B-b37,NA,TRUE,0.338605504587156,405,22,9,436,182,0.0485398579321231,0.592344119968429,2500
HumanOmni25-8v1-2_A1-b37,NA,TRUE,0.575096456692913,355,72,81,508,331,0.333464877663773,0.847671665351223,2500
InfiniumOmni2-5-8v1-3_A1-b37,NA,TRUE,0.611909788867562,343,84,94,521,358,0.377269139700079,0.869376479873717,2500
HumanOmni5-4v1_B-b37,NA,TRUE,0.694330855018587,310,117,111,538,424,0.389502762430939,0.899368587213891,2500
humanomni5-4v1_c-b37,NA,TRUE,0.694397769516729,310,117,111,538,424,0.389502762430939,0.898184688239937,2500
HumanOmni5-4-v1-0-D-b37,NA,TRUE,0.694490706319703,310,117,111,538,423,0.389502762430939,0.898973954222573,2500
HumanOmni5-4v1-1_A-b37,NA,TRUE,0.62560153256705,338,89,95,522,371,0.338989739542226,0.816101026045777,2500
InfiniumOmni5-4v1-2_A1-b37,NA,TRUE,0.658493383742911,321,106,102,529,395,0.388713496448303,0.840962904498816,2500
HumanOmni5Exome-4v1_A-b37,NA,TRUE,0.79208395802099,274,153,240,667,580,0.632202052091555,0.953433307024467,2500
HumanOmni5Exome-4v1-1_A-b37,NA,TRUE,0.794019607843137,276,151,236,663,577,0.644830307813733,0.94869771112865,2500
HumanOmni5Exome-4v1-2_A-b37,NA,TRUE,0.744979876160991,304,123,219,646,539,0.567087608524073,0.826361483820047,2500
InfiniumOmni5Exome-4v1-3_A1-b37,NA,TRUE,0.775388036809816,280,147,225,652,554,0.570244672454617,0.954222573007103,2500
HumanCytoSNP-12v1-0_D-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
HumanCytoSNP-12v2.1-FFPE_G-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
humancytosnp-12v2_h-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
humancytosnp-12v2-1_h-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
humancytosnp-12v2-1_l-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
cytosnp-850k_b-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
CytoSNP-850K_v1-1_iScan_A1-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
humancore-12v1-0_a-b37,NA,TRUE,0.624087890625,342,85,85,512,376,0.21112865035517,0.828334648776638,2500
HumanCore-12-v1-0-B-b37,NA,TRUE,0.624021484375,342,85,85,512,376,0.21112865035517,0.829123914759274,2500
humancore-24-v1-0-manifest-file-a-b37,NA,TRUE,0.623595703125,343,84,85,512,375,0.21112865035517,0.830307813733228,2500
InfiniumCore-24v1-1_A1-b37,NA,TRUE,0.60087084148728,353,74,84,511,347,0.21112865035517,0.823993685872139,2500
Immuno_BeadChip_11419691_B-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
InfiniumImmunoArray-24v2-0_A-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
Multi-EthnicGlobal_A1-b37,NA,TRUE,0.850589285714286,242,185,413,840,760,0.698500394632991,0.977900552486188,2500
HumanExome-12v1_A-b37,NA,TRUE,0.621396160558464,354,73,146,573,410,0.542620363062352,0.857142857142857,2500
HumanExome-12v1-1_A-b37,NA,TRUE,0.611587719298246,358,69,143,570,399,0.542620363062352,0.816495659037096,2500
HumanExome-12v1-2_A-b37,NA,TRUE,0.604377192982456,359,68,143,570,388,0.578926598263615,0.83820047355959,2500
InfiniumExome-24v1-1_A1-b37,NA,TRUE,0.601,360,67,137,564,385,0.48776637726914,0.878058405682715,2500
HumanCoreExome-12v1-0_B-b37,NA,TRUE,0.781760736196319,282,145,225,652,558,0.657458563535912,0.959352801894238,2500
humancoreexome-12v1-0_c-b37,NA,TRUE,0.781760736196319,282,145,225,652,558,0.657458563535912,0.959352801894238,2500
HumanCoreExome-12-v1-0-D-b37,NA,TRUE,0.781865030674847,282,145,225,652,558,0.657458563535912,0.959352801894238,2500
humancoreexome-12v1-1_a-b37,NA,TRUE,0.773498470948012,287,140,227,654,556,0.63930544593528,0.926598263614838,2500
HumanCoreExome-12v1-1_B-b37,NA,TRUE,0.773498470948012,287,140,227,654,556,0.63930544593528,0.926598263614838,2500
HumanCoreExome-12-v1-1-C-b37,NA,TRUE,0.773498470948012,287,140,227,654,556,0.63930544593528,0.926598263614838,2500
HumanCoreExome-24v1-0_A-b37,NA,TRUE,0.758128526645768,293,134,211,638,533,0.572612470402526,0.884372533543804,2500
InfiniumCoreExome-24v1-1_A-b37,NA,TRUE,0.763429906542056,291,136,215,642,544,0.572612470402526,0.884767166535122,2500
InfiniumCoreExome-24v1-2_A1-b37,NA,TRUE,0.772866768759571,290,137,226,653,555,0.548145224940805,0.927387529597474,2500
Cardio-Metabo_Chip_11395247_A-b37,NA,TRUE,0.538147577092511,327,100,27,454,266,0.662194159431729,0.948303078137332,2500
cardio-metabo_chip_11395247_c-b37,NA,TRUE,0.538147577092511,327,100,27,454,266,0.662194159431729,0.948303078137332,2500
CVDSNP55v1_A-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
PsychArray_A-b37,NA,TRUE,0.727287781350482,306,121,195,622,503,0.564719810576164,0.850039463299132,2500
PsychArray-B-b37,NA,TRUE,0.727297427652733,306,121,195,622,504,0.564719810576164,0.850039463299132,2500
InfiniumPsychArray-24v1-1_A1-b37,NA,TRUE,0.731251993620415,308,119,200,627,512,0.473559589581689,0.814917127071823,2500
InfiniumPsychArray-24v1-2_A1-b37,NA,TRUE,0.765909090909091,293,134,222,649,549,0.548145224940805,0.906077348066298,2500
InfiniumPsychArray-24v1-2_A2-b37,NA,TRUE,0.765909090909091,293,134,222,649,549,0.548145224940805,0.906077348066298,2500
PsychChip_15048346_B-b37,NA,TRUE,0.773516819571865,287,140,227,654,556,0.63930544593528,0.926598263614838,2500
PsychChip_v1-1_15073391_A1-b37,NA,TRUE,0.788869499241275,277,150,232,659,566,0.657458563535912,0.960142067876875,2500
GSAMD-24v1-0_20011747_A1-b37,NA,TRUE,0.527355102040816,370,57,63,490,298,0.369376479873717,0.859510655090766,2500
GSAMD-24v2-0_20024620_A1-b37,NA,TRUE,0.938809389671362,140,287,638,1065,1030,0.873717442778216,0.980662983425414,2500
GSA-24v1-0_A1-b37,NA,TRUE,0.526325153374233,370,57,62,489,297,0.369376479873717,0.859510655090766,2500
GSA-24v1-0_A2-b37,NA,TRUE,0.526325153374233,370,57,62,489,297,0.369376479873717,0.859510655090766,2500
GSA-24v1-0_A6-b37,NA,TRUE,0.526300613496932,370,57,62,489,297,0.369376479873717,0.859510655090766,2500
GSA-24v2-0_A1-b37,NA,TRUE,0.898631632653061,208,219,553,980,921,0.80939226519337,0.979873717442778,2500
GSCA-24v1-0_20010441_A1-b37,NA,TRUE,0.527579591836735,370,57,63,490,298,0.369376479873717,0.859510655090766,2500
OncoArray-500K_B-b37,NA,TRUE,0.533768,376,51,73,500,312,0.620757695343331,0.93843725335438,2500
OncoArray-500K-C-b37,NA,TRUE,0.533792,376,51,73,500,312,0.620757695343331,0.938042620363062,2500
Consortium-OncoArray_15047405_A-b37,NA,TRUE,0.541522772277228,374,53,78,505,318,0.620757695343331,0.940015785319653,2500
NeuroX_15036164_A-b37,NA,TRUE,0.611663157894737,358,69,143,570,399,0.542620363062352,0.815311760063141,2500
Mapping250K_Nsp.na32.annot-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
Mapping250K_Sty.na32.annot-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2500
GenomeWideSNP_6.na33.annot-b37,NA,TRUE,0.654325187969925,315,112,105,532,393,0.625887924230466,0.94475138121547,2500
