array,MAF,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc,kHAP
HumanOmniExpress-12v1-1_A-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpress-12v1-Multi_B-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpress-12v1-1_B-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpress-12v1-Multi_C-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpress-12v1_H-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpress-12v1_J-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humanomniexpress-12v1_j_ffpe-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humanomniexpress-24v1-0_a-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humanomniexpress-24-v1-1-a-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpress-24-v1-0-B-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
InfiniumOmniExpress-24v1-2_A1-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanOmniExpressExome-8v1_A-b37,NA,TRUE,0.746743055555556,355,72,149,576,498,0.490923441199684,0.876085240726125,500
humanomniexpressexome-8v1-0_a-b37,NA,TRUE,0.746743055555556,355,72,149,576,498,0.490923441199684,0.876085240726125,500
HumanOmniExpressExome-8-v1-0-B-b37,NA,TRUE,0.746449652777778,355,72,149,576,497,0.490923441199684,0.875295974743489,500
HumanOmniExpressExome-8v1-2_A-b37,NA,TRUE,0.719677192982456,359,68,143,570,473,0.490923441199684,0.862273086029992,500
HumanOmniExpressExome-8-v1-2-B-b37,NA,TRUE,0.719677192982456,359,68,143,570,473,0.490923441199684,0.862273086029992,500
OmniExpressExome-8v1-1_A-b37,NA,TRUE,0.728826010544815,358,69,142,569,477,0.503157063930545,0.87095501183899,500
OmniExpressExome-8v1-1_B-b37,NA,TRUE,0.728826010544815,358,69,142,569,477,0.503157063930545,0.87095501183899,500
HumanOmniExpressExome-8-v1-1-C-b37,NA,TRUE,0.728942003514939,358,69,142,569,479,0.503157063930545,0.871744277821626,500
InfiniumOmniExpressExome-8v1-3_A-b37,NA,TRUE,0.724880492091388,358,69,142,569,471,0.411996842936069,0.870560378847672,500
InfiniumOmniExpressExome-8v1-4_A1-b37,NA,TRUE,0.720328596802842,358,69,136,563,464,0.399763220205209,0.885951065509077,500
HumanOmni25Exome-8v1_A-b37,NA,TRUE,0.850889400921659,296,131,224,651,609,0.5982636148382,0.950276243093923,500
HumanOmni2-5Exome-8-v1-1-A-b37,NA,TRUE,0.843231481481482,297,130,221,648,604,0.589187056037885,0.945935280189424,500
InfiniumOmni2.5Exome-8v1-2_A-b37,NA,TRUE,0.831761006289308,312,115,209,636,585,0.471586424625099,0.920678768745067,500
InfiniumOmni2-5Exome-8v1-3_A1-b37,NA,TRUE,0.847468412942989,298,129,222,649,608,0.524467245461721,0.943567482241515,500
HumanOmniZhongHua-8v1_B-b37,NA,TRUE,0.44452766798419,389,38,79,506,267,0.0686661404893449,0.666535122336227,500
humanomnizhonghua-8v1-1_a-b37,NA,TRUE,0.384607142857143,392,35,77,504,213,0.668508287292818,0.783741120757695,500
HumanOmniZhongHua-8v1-2_A-b37,NA,TRUE,0.358807228915663,398,29,71,498,199,0.668508287292818,0.77861089187056,500
InfiniumOmniZhongHua-8v1-3_A1-b37,NA,TRUE,0.340432,401,26,73,500,187,0.668508287292818,0.775453827940016,500
InfiniumOmniZhongHua-8v1-3_A2-b37,NA,TRUE,0.340432,401,26,73,500,187,0.668508287292818,0.775453827940016,500
Human1Mv1_C-b37,NA,TRUE,0.739525751072961,312,115,39,466,400,0.524072612470402,0.97750591949487,500
Human1M-Duov3_B-b37,NA,TRUE,0.713382096069869,337,90,31,458,378,0.389108129439621,0.941594317284925,500
Human1M-Duov3_C-b37,NA,TRUE,0.713382096069869,337,90,31,458,378,0.389108129439621,0.941594317284925,500
human1m-duov3_h-b37,NA,TRUE,0.713382096069869,337,90,31,458,378,0.389108129439621,0.941594317284925,500
HumanOmni1-Quad_v1-0_B-b37,NA,TRUE,0.381963048498845,409,18,6,433,205,0.12904498816101,0.524861878453039,500
HumanOmni1-Quad_v1-0_C-b37,NA,TRUE,0.381963048498845,409,18,6,433,205,0.12904498816101,0.524861878453039,500
HumanOmni1-Quad_v1-0_H-b37,NA,TRUE,0.381889145496536,409,18,6,433,205,0.12904498816101,0.524072612470402,500
humanomni1-quad_v1-0-multi_h-b37,NA,TRUE,0.381806004618938,409,18,6,433,205,0.12904498816101,0.523677979479084,500
HumanOmni1S-8v1_H-b37,NA,TRUE,0.659055928411633,363,64,20,447,350,0.36266771902131,0.905288082083662,500
Human1-2M-DuoCustom_v1_A-b37,NA,TRUE,0.71434347826087,339,88,33,460,382,0.389108129439621,0.9344909234412,500
HumanOmni2.5-4v1_B-b37,NA,TRUE,0.659055928411633,363,64,20,447,350,0.36266771902131,0.905288082083662,500
HumanOmni2.5-4v1_D-b37,NA,TRUE,0.659255033557047,363,64,20,447,352,0.36266771902131,0.906866614048935,500
HumanOmni2.5-4v1_H-b37,NA,TRUE,0.659255033557047,363,64,20,447,352,0.36266771902131,0.906866614048935,500
HumanOmni2.5-8v1_A-b37,NA,TRUE,0.787156308851224,324,103,104,531,479,0.355169692186267,0.939226519337017,500
HumanOmni2-5-8-v1-0-D-b37,NA,TRUE,0.787156308851224,324,103,104,531,479,0.355169692186267,0.939226519337017,500
HumanOmni25-8v1-1_A-b37,NA,TRUE,0.773,333,94,98,525,466,0.355169692186267,0.937647987371744,500
HumanOmni2-5-8-v1-2-A-b37,NA,TRUE,0.677314960629921,355,72,81,508,397,0.326361483820047,0.878847671665351,500
humanomni25m-8v1-1_b-b37,NA,TRUE,0.773,333,94,98,525,466,0.355169692186267,0.937647987371744,500
HumanOmni2.5-8v1_C-b37,NA,TRUE,0.786900188323917,324,103,104,531,479,0.355169692186267,0.938831886345698,500
HumanOmni2-5-8-v1-1-C-b37,NA,TRUE,0.772822857142857,333,94,98,525,466,0.355169692186267,0.939621152328335,500
HumanOmni2.5S-8v1_B-b37,NA,TRUE,0.449605504587156,405,22,9,436,245,0.0485398579321231,0.646014206787688,500
HumanOmni25-8v1-2_A1-b37,NA,TRUE,0.677324803149606,355,72,81,508,398,0.326361483820047,0.877269139700079,500
InfiniumOmni2-5-8v1-3_A1-b37,NA,TRUE,0.732658349328215,343,84,94,521,452,0.363062352012628,0.930544593528019,500
HumanOmni5-4v1_B-b37,NA,TRUE,0.80557063197026,310,117,111,538,492,0.389502762430939,0.941199684293607,500
humanomni5-4v1_c-b37,NA,TRUE,0.80557063197026,310,117,111,538,492,0.389502762430939,0.941199684293607,500
HumanOmni5-4-v1-0-D-b37,NA,TRUE,0.80557063197026,310,117,111,538,492,0.389502762430939,0.941199684293607,500
HumanOmni5-4v1-1_A-b37,NA,TRUE,0.741731800766284,338,89,95,522,446,0.335832675611681,0.892659826361484,500
InfiniumOmni5-4v1-2_A1-b37,NA,TRUE,0.783771266540643,321,106,102,529,477,0.381610102604578,0.92817679558011,500
HumanOmni5Exome-4v1_A-b37,NA,TRUE,0.867658170914543,274,153,240,667,627,0.623125493291239,0.946329913180742,500
HumanOmni5Exome-4v1-1_A-b37,NA,TRUE,0.869282051282051,276,151,236,663,625,0.644830307813733,0.952249408050513,500
HumanOmni5Exome-4v1-2_A-b37,NA,TRUE,0.832938080495356,304,123,219,646,592,0.567087608524073,0.895027624309392,500
InfiniumOmni5Exome-4v1-3_A1-b37,NA,TRUE,0.857397239263804,280,147,225,652,614,0.554853985793212,0.964483030781373,500
HumanCytoSNP-12v1-0_D-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
HumanCytoSNP-12v2.1-FFPE_G-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humancytosnp-12v2_h-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humancytosnp-12v2-1_h-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humancytosnp-12v2-1_l-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
cytosnp-850k_b-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
CytoSNP-850K_v1-1_iScan_A1-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
humancore-12v1-0_a-b37,NA,TRUE,0.764806640625,342,85,85,512,453,0.207971586424625,0.856748224151539,500
HumanCore-12-v1-0-B-b37,NA,TRUE,0.764806640625,342,85,85,512,453,0.207971586424625,0.856748224151539,500
humancore-24-v1-0-manifest-file-a-b37,NA,TRUE,0.765388671875,343,84,85,512,453,0.207971586424625,0.856748224151539,500
InfiniumCore-24v1-1_A1-b37,NA,TRUE,0.734917808219178,353,74,84,511,441,0.207971586424625,0.855564325177585,500
Immuno_BeadChip_11419691_B-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
InfiniumImmunoArray-24v2-0_A-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
Multi-EthnicGlobal_A1-b37,NA,TRUE,0.900028571428571,242,185,413,840,804,0.683109707971586,0.975927387529598,500
HumanExome-12v1_A-b37,NA,TRUE,0.743357766143106,354,73,146,573,488,0.503157063930545,0.868192580899763,500
HumanExome-12v1-1_A-b37,NA,TRUE,0.729589473684211,358,69,143,570,479,0.503157063930545,0.870560378847672,500
HumanExome-12v1-2_A-b37,NA,TRUE,0.719635087719298,359,68,143,570,473,0.490923441199684,0.857142857142857,500
InfiniumExome-24v1-1_A1-b37,NA,TRUE,0.711925531914894,360,67,137,564,460,0.399763220205209,0.88516179952644,500
HumanCoreExome-12v1-0_B-b37,NA,TRUE,0.859018404907975,282,145,225,652,609,0.651144435674822,0.969613259668508,500
humancoreexome-12v1-0_c-b37,NA,TRUE,0.859358895705521,282,145,225,652,610,0.651144435674822,0.970007892659826,500
HumanCoreExome-12-v1-0-D-b37,NA,TRUE,0.859116564417178,282,145,225,652,609,0.651144435674822,0.970402525651144,500
humancoreexome-12v1-1_a-b37,NA,TRUE,0.854163608562691,287,140,227,654,609,0.63930544593528,0.949092344119968,500
HumanCoreExome-12v1-1_B-b37,NA,TRUE,0.854720183486239,287,140,227,654,609,0.63930544593528,0.948303078137332,500
HumanCoreExome-12-v1-1-C-b37,NA,TRUE,0.854720183486239,287,140,227,654,609,0.63930544593528,0.948303078137332,500
HumanCoreExome-24v1-0_A-b37,NA,TRUE,0.845514106583072,293,134,211,638,589,0.560378847671665,0.890686661404893,500
InfiniumCoreExome-24v1-1_A-b37,NA,TRUE,0.847786604361371,291,136,215,642,596,0.560378847671665,0.908050513022889,500
InfiniumCoreExome-24v1-2_A1-b37,NA,TRUE,0.856220520673813,290,137,226,653,612,0.539068666140489,0.941199684293607,500
Cardio-Metabo_Chip_11395247_A-b37,NA,TRUE,0.642566079295154,327,100,27,454,345,0.616022099447514,0.910023677979479,500
cardio-metabo_chip_11395247_c-b37,NA,TRUE,0.642566079295154,327,100,27,454,345,0.616022099447514,0.910023677979479,500
CVDSNP55v1_A-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
PsychArray_A-b37,NA,TRUE,0.823823151125402,306,121,195,622,566,0.552486187845304,0.884767166535122,500
PsychArray-B-b37,NA,TRUE,0.823823151125402,306,121,195,622,566,0.552486187845304,0.884767166535122,500
InfiniumPsychArray-24v1-1_A1-b37,NA,TRUE,0.825901116427432,308,119,200,627,574,0.461325966850829,0.87292817679558,500
InfiniumPsychArray-24v1-2_A1-b37,NA,TRUE,0.848975346687211,293,134,222,649,606,0.539068666140489,0.935280189423836,500
InfiniumPsychArray-24v1-2_A2-b37,NA,TRUE,0.848975346687211,293,134,222,649,606,0.539068666140489,0.935280189423836,500
PsychChip_15048346_B-b37,NA,TRUE,0.854296636085627,287,140,227,654,609,0.63930544593528,0.948303078137332,500
PsychChip_v1-1_15073391_A1-b37,NA,TRUE,0.864570561456753,277,150,232,659,620,0.642067876874507,0.960536700868193,500
GSAMD-24v1-0_20011747_A1-b37,NA,TRUE,0.634724489795918,370,57,63,490,359,0.362273086029992,0.877269139700079,500
GSAMD-24v2-0_20024620_A1-b37,NA,TRUE,0.958228169014084,140,287,638,1065,1046,0.867403314917127,0.991318074191002,500
GSA-24v1-0_A1-b37,NA,TRUE,0.633977505112474,370,57,62,489,358,0.362273086029992,0.877269139700079,500
GSA-24v1-0_A2-b37,NA,TRUE,0.633977505112474,370,57,62,489,358,0.362273086029992,0.877269139700079,500
GSA-24v1-0_A6-b37,NA,TRUE,0.634040899795501,370,57,62,489,358,0.362273086029992,0.875690607734807,500
GSA-24v2-0_A1-b37,NA,TRUE,0.932263265306122,208,219,553,980,949,0.803078137332281,0.985793212312549,500
GSCA-24v1-0_20010441_A1-b37,NA,TRUE,0.634961224489796,370,57,63,490,359,0.362273086029992,0.876874506708761,500
OncoArray-500K_B-b37,NA,TRUE,0.6549,376,51,73,500,385,0.589976322020521,0.943172849250197,500
OncoArray-500K-C-b37,NA,TRUE,0.654834,376,51,73,500,384,0.589976322020521,0.942778216258879,500
Consortium-OncoArray_15047405_A-b37,NA,TRUE,0.662316831683168,374,53,78,505,392,0.589976322020521,0.944356748224151,500
NeuroX_15036164_A-b37,NA,TRUE,0.729417543859649,358,69,143,570,479,0.503157063930545,0.871744277821626,500
Mapping250K_Nsp.na32.annot-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
Mapping250K_Sty.na32.annot-b37,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,500
GenomeWideSNP_6.na33.annot-b37,NA,TRUE,0.764937969924812,315,112,105,532,465,0.619573796369376,0.962115232833465,500
